vorname,anzahl,geschlecht
Sophie,76,w
Marie,68,w
Alexander,41,m
Maximilian,38,m
Luca,34,m
Maria,34,w
Elias,33,m
Charlotte,33,w
Paul,33,m
Sophia,32,w
Leon,32,m
Emilia,28,w
Mia,28,w
Luise,27,w
Anton,25,m
Noah,25,m
Anna,25,w
Emma,24,w
Johanna,24,w
Felix,23,m
Finn,22,m
Elisabeth,22,w
Max,21,m
Lara,21,w
Ben,20,m
Louis,20,m
Jakob,19,m
Luisa,18,w
Jonathan,18,m
Emily,17,w
Benjamin,17,m
Helene,17,w
Joel,17,m
Leonie,17,w
Marlene,17,w
Emil,16,m
Friedrich,16,m
Lena,16,w
Julian,16,m
Lucas,16,m
Luis,16,m
Michael,16,m
Amelie,15,w
David,15,m
Ella,14,w
Melina,14,w
Niklas,14,m
Lilli,13,w
Daniel,13,m
Jan,13,m
Jonas,13,m
Lukas,13,m
Hannah,12,w
Adrian,12,m
Dean,12,m
Leo,12,m
Leonard,12,m
Levi,12,m
Moritz,12,m
Sebastian,12,m
Simon,12,m
Tim,12,m
Valentin,12,m
Josephine,11,w
Katharina,11,w
Laura,11,w
Lea,11,w
Lotta,11,w
Mathilda,11,w
Andreas,11,m
Johann,11,m
Linus,11,m
Nils,11,m
Pascal,11,m
Samuel,11,m
Fabienne,10,w
Ida,10,w
Julia,10,w
Sofia,10,w
Fabian,10,m
Florian,10,m
Johannes,10,m
Julius,10,m
Lennox,10,m
Liam,10,m
Nico,10,m
Ole,10,m
Oskar,10,m
Alina,9,w
Antonia,9,w
Ava,9,w
Greta,9,w
Hanna,9,w
Helena,9,w
Leni,9,w
Louisa,9,w
Mila,9,w
Pia,9,w
Sarah,9,w
Sofie,9,w
Emilio,9,m
Erik,9,m
Karl,9,m
Peter,9,m
Philipp,9,m
Richard,9,m
Amy,8,w
Frida,8,w
Klara,8,w
Lisa,8,w
Maja,8,w
Martha,8,w
Michelle,8,w
Rosa,8,w
Victoria,8,w
Viktoria,8,w
Aaron,8,m
Arthur,8,m
Hugo,8,m
Robert,8,m
Theo,8,m
Carlotta,7,w
Elena,7,w
Jasmin,7,w
Lina,7,w
Louise,7,w
Maya,7,w
Vanessa,7,w
Zoe,7,w
Benedikt,7,m
Bruno,7,m
Can,7,m
Gustav,7,m
Konstantin,7,m
Nick,7,m
Thomas,7,m
Tobias,7,m
Tom,7,m
Vincent,7,m
Alma,6,w
Amélie,6,w
Anni,6,w
Annika,6,w
Anouk,6,w
Celina,6,w
Clara,6,w
Elif,6,w
Elise,6,w
Finja,6,w
Franziska,6,w
Adam,6,m
Leyla,6,w
Ali,6,m
Lia,6,w
August,6,m
Lilly,6,w
Bela,6,m
Lucia,6,w
Fritz,6,m
Lucy,6,w
Gabriel,6,m
Magdalena,6,w
Jasper,6,m
Mathilde,6,w
Leonardo,6,m
Matilda,6,w
Marlon,6,m
