vorname,anzahl,geschlecht
Marie,116,w
Sophie,96,w
Alexander,62,m
Paul,61,m
Charlotte,59,w
Maximilian,58,m
Maria,56,w
Elias,55,m
Jakob,50,m
Mia,46,w
Emil,43,m
Emilia,41,w
Luca,39,m
Anton,38,m
Emma,37,w
David,37,m
Johanna,33,w
Luise,33,w
Felix,32,m
Lukas,32,m
Jonathan,30,m
Luisa,29,w
Ben,28,m
Jonas,28,m
Leonard,28,m
Moritz,28,m
Sophia,27,w
Johann,27,m
Noah,27,m
Anna,26,w
Elisabeth,26,w
Helene,26,w
Clara,25,w
Hannah,25,w
Lina,25,w
Leon,25,m
Laura,24,w
Lea,24,w
Benjamin,24,m
Theodor,24,m
Lena,23,w
Ali,23,m
Julian,23,m
Leo,23,m
Max,23,m
Tim,23,m
Amelie,22,w
Antonia,22,w
Ella,22,w
Marlene,22,w
Finn,22,m
Gabriel,22,m
Julius,22,m
Vincent,22,m
Emily,21,w
Helena,21,w
Linus,21,m
Samuel,21,m
Elisa,20,w
Klara,20,w
Leonie,20,w
Maya,20,w
Emir,20,m
Michael,20,m
Lara,19,w
Matilda,19,w
Mila,19,w
Jan,19,m
Niklas,19,m
Oskar,19,m
Katharina,18,w
Sarah,18,w
Friedrich,18,m
Elif,17,w
Josephine,17,w
Frederik,17,m
Karl,17,m
Liam,17,m
Ida,16,w
Mathilda,16,w
Erik,16,m
Justus,16,m
Louis,16,m
Simon,16,m
Julia,15,w
Daniel,15,m
Levi,15,m
Milan,15,m
Philipp,15,m
Robert,15,m
Valentin,15,m
Greta,14,w
Hanna,14,w
Lucia,14,w
Magdalena,14,w
Maja,14,w
Melina,14,w
Paula,14,w
Rosa,14,w
Florian,14,m
Mats,14,m
Mika,14,m
Theo,14,m
Fabienne,13,w
Finja,13,w
Isabella,13,w
Lia,13,w
Lisa,13,w
Louisa,13,w
Louise,13,w
Adam,13,m
Mina,13,w
Henri,13,m
Nele,13,w
Luis,13,m
Valentina,13,w
Richard,13,m
Tobias,13,m
Alma,12,w
Lilly,12,w
Andreas,12,m
Pia,12,w
Arthur,12,m
Victoria,12,w
Leander,12,m
Mateo,12,m
Elena,11,w
Frieda,11,w
Can,11,m
