vorname,anzahl,geschlecht
Marie,122,w
Sophie,105,w
Charlotte,78,w
Maria,69,w
Paul,66,m
Emilia,61,w
Maximilian,59,m
Elias,55,m
Luise,54,w
Alexander,53,m
Anna,52,w
Jakob,51,m
Anton,49,m
Emma,45,w
Johanna,45,w
David,44,m
Noah,43,m
Felix,42,m
Leon,41,m
Elisabeth,39,w
Jonathan,39,m
Mia,39,w
Sophia,39,w
Emil,38,m
Oskar,35,m
Helene,34,w
Benjamin,33,m
Jonas,33,m
Ben,31,m
Elisa,27,w
Luisa,26,w
Hannah,25,w
Friedrich,25,m
Laura,25,w
Moritz,25,m
Marlene,25,w
Theodor,25,m
Valentin,25,m
Vincent,25,m
Clara,24,w
Julian,24,m
Leonard,24,m
Helena,23,w
Lina,23,w
Samuel,23,m
Victoria,22,w
Johann,22,m
Levi,22,m
Lukas,22,m
Isabella,21,w
Matilda,21,w
Maya,21,w
Mina,21,w
Jan,21,m
Luca,21,m
Tim,21,m
Antonia,20,w
Ella,20,w
Valentina,20,w
Julius,20,m
Greta,19,w
Magdalena,19,w
Carl,19,m
Mathilda,19,w
Daniel,19,m
Pauline,19,w
Johannes,19,m
Leo,19,m
Luis,19,m
Philipp,19,m
Amelie,18,w
Hanna,18,w
Lisa,18,w
Mila,18,w
Bruno,18,m
Viktoria,18,w
Michael,18,m
Julia,17,w
Andreas,17,m
Lara,17,w
Gabriel,17,m
Leonie,17,w
Liam,17,m
Max,17,m
Niklas,17,m
Richard,17,m
Alma,16,w
Pia,16,w
Adrian,16,m
Frederik,16,m
Henry,16,m
Konstantin,16,m
Louis,16,m
Maxim,16,m
Mika,16,m
Louisa,15,w
Paula,15,w
Arthur,15,m
Leopold,15,m
Linus,15,m
Simon,15,m
Theo,15,m
Frieda,14,w
Josefine,14,w
Katharina,14,w
Lia,14,w
Rosa,14,w
Sofia,14,w
Aaron,14,m
Ali,14,m
Erik,14,m
Justus,14,m
Karl,14,m
Oliver,14,m
Robert,14,m
Alexandra,13,w
Amalia,13,w
Ava,13,w
Elena,13,w
Lea,13,w
Mira,13,w
Nele,13,w
Sarah,13,w
Ferdinand,13,m
Franz,13,m
Henri,13,m
Hugo,13,m
Nils,13,m
Peter,13,m
Sebastian,13,m
Tom,13,m
Emily,12,w
Lena,12,w
Lotta,12,w
Lucia,12,w
Constantin,12,m
Fabian,12,m
Finn,12,m
Florian,12,m
Fritz,12,m
Joshua,12,m
Nico,12,m
Rafael,12,m
Tobias,12,m
Ela,11,w
Eva,11,w
Ida,11,w
Josephine,11,w
Olivia,11,w
Nicolas,11,m
Thomas,11,m
Anouk,10,w
Carlotta,10,w
Klara,10,w
Leni,10,w
Lilli,10,w
Lilly,10,w
Maja,10,w
Martha,10,w
Milena,10,w
Nora,10,w
Sara,10,w
Adam,10,m
August,10,m
Joel,10,m
Joseph,10,m
Kilian,10,m
Lasse,10,m
Lennard,10,m
Mohamed,10,m
Amélie,9,w
Elise,9,w
Fiona,9,w
Margarete,9,w
Melina,9,w
Theresa,9,w
Christian,9,m
Efe,9,m
Emanuel,9,m
Gustav,9,m
Henrik,9,m
Jasper,9,m
Leander,9,m
Malik,9,m
Noel,9,m
Ole,9,m
Pepe,9,m
Alina,8,w
Carla,8,w
Carolina,8,w
Dorothea,8,w
Emilie,8,w
Isabel,8,w
Lotte,8,w
Louise,8,w
Marta,8,w
Paulina,8,w
