vorname,anzahl,geschlecht
Marie,66,w
Sophie,52,w
Maria,41,w
Emil,37,m
Anton,31,m
Paul,31,m
Alexander,30,m
Emma,29,w
Maximilian,28,m
Charlotte,28,w
Johanna,28,w
Luise,25,w
Elias,24,m
Jakob,24,m
Anna,24,w
Emilia,24,w
David,22,m
Luca,22,m
Moritz,22,m
Sophia,21,w
Oskar,21,m
Anh,19,w
Felix,19,m
Helene,18,w
Karl,18,m
Paula,18,w
Mia,17,w
Ben,16,m
Julian,16,m
Ella,16,w
Max,16,m
Lea,16,w
Sebastian,16,m
Mathilda,16,w
Ali,15,m
Lena,15,w
Friedrich,15,m
Leonie,15,w
Leon,15,m
Luis,15,m
Noah,15,m
Greta,14,w
Hannah,14,w
Lisa,14,w
Benjamin,14,m
Pia,14,w
Hannes,14,m
Louis,14,m
Ole,14,m
Tim,14,m
Yusuf,14,m
Clara,13,w
Elisabeth,13,w
Lina,13,w
Marlene,13,w
Martha,13,w
Jonas,13,m
Rosa,13,w
Lucas,13,m
Theodor,13,m
Vincent,13,m
Elif,12,w
Berat,12,m
Joel,12,m
Johannes,12,m
Kevin,12,m
Muhammed,12,m
Carlotta,11,w
Emily,11,w
Julia,11,w
Lara,11,w
Lilly,11,w
Mila,11,w
Erik,11,m
Frederik,11,m
Henri,11,m
Johann,11,m
Leonard,11,m
Lukas,11,m
Minh,11,m
Amelie,10,w
Helena,10,w
Katharina,10,w
Louise,10,w
Melissa,10,w
Daniel,10,m
Edgar,10,m
Finn,10,m
Jonathan,10,m
Julius,10,m
Lasse,10,m
Linus,10,m
Pepe,10,m
Peter,10,m
Robert,10,m
Alice,9,w
Antonia,9,w
Eva,9,w
Lucy,9,w
Maya,9,w
My,9,w
Adrian,9,m
Arthur,9,m
Emin,9,m
Emir,9,m
Florian,9,m
Levi,9,m
Mehmet,9,m
Milan,9,m
Niklas,9,m
Richard,9,m
Samuel,9,m
Theo,9,m
Valentin,9,m
Willi,9,m
Adele,8,w
An,8,w
Hanna,8,w
Ida,8,w
Isabella,8,w
