vorname,anzahl,geschlecht
Marie,107,w
Sophie,98,w
Paul,69,m
Charlotte,65,w
Alexander,63,m
Maria,52,w
Maximilian,51,m
Emma,49,w
Emil,45,m
Luca,45,m
Anna,43,w
Anton,42,m
Emilia,41,w
Felix,40,m
Finn,40,m
Tim,39,m
Mia,38,w
Elias,37,m
Jakob,37,m
Oskar,37,m
Johanna,35,w
Luise,35,w
Ben,35,m
Louis,34,m
Leon,33,m
Lukas,33,m
Jonas,31,m
Max,31,m
Helena,30,w
Helene,30,w
Elisabeth,29,w
Lina,29,w
Sophia,29,w
Hannah,28,w
Lea,27,w
Ole,26,m
Hanna,25,w
Luisa,25,w
Julian,25,m
Marlene,25,w
Karl,25,m
Moritz,25,m
Nele,24,w
Emily,23,w
Noah,23,m
Mathilda,23,w
Arthur,22,m
Lara,22,w
Benjamin,22,m
Julius,22,m
Vincent,22,m
Jonathan,21,m
Bruno,20,m
Erik,20,m
Lennard,20,m
Lennox,20,m
Niklas,20,m
Philipp,20,m
Laura,19,w
Lena,19,w
Florian,19,m
Mika,19,m
Richard,19,m
Tom,19,m
Amelie,18,w
Greta,18,w
Isabella,18,w
Leonie,18,w
Melina,18,w
Pauline,18,w
Pia,18,w
Leander,18,m
Theo,18,m
Friedrich,17,m
Joel,17,m
Michael,17,m
Clara,16,w
Frida,16,w
Lisa,16,w
Jan,16,m
Maxim,16,m
Tobias,16,m
Valentin,16,m
Antonia,15,w
Ella,15,w
Frieda,15,w
Friederike,15,w
Ida,15,w
Lotte,15,w
Matilda,15,w
Fritz,15,m
Levi,15,m
Simon,15,m
Theodor,15,m
Leni,14,w
Lotta,14,w
Victoria,14,w
August,14,m
John,14,m
Konstantin,14,m
Linus,14,m
Luis,14,m
Robert,14,m
Samuel,14,m
Eva,13,w
Fabienne,13,w
Josephine,13,w
Lilly,13,w
Martha,13,w
David,13,m
Georg,13,m
Johann,13,m
Leo,13,m
Leonard,13,m
Leopold,13,m
Till,13,m
Willi,13,m
Elisa,12,w
Maja,12,w
Merle,12,w
Paula,12,w
Aaron,12,m
Carl,12,m
Gabriel,12,m
Henri,12,m
Oliver,12,m
Wilhelm,12,m
Alma,11,w
Elena,11,w
Julia,11,w
Klara,11,w
Lucia,11,w
Maya,11,w
Mira,11,w
Nora,11,w
Sarah,11,w
Valentina,11,w
Adrian,11,m
Daniel,11,m
Henry,11,m
Lasse,11,m
Lennart,11,m
Lucas,11,m
Martin,11,m
Nils,11,m
Pepe,11,m
Peter,11,m
Sebastian,11,m
Alina,10,w
Katharina,10,w
Lia,10,w
Louisa,10,w
Louise,10,w
Mara,10,w
Milena,10,w
Nina,10,w
Bennet,10,m
Christian,10,m
Emilio,10,m
Frederik,10,m
Hugo,10,m
Justus,10,m
Kilian,10,m
Malte,10,m
Nick,10,m
Oscar,10,m
Piet,10,m
Thomas,10,m
Carlotta,9,w
Elise,9,w
Jasmin,9,w
Josefine,9,w
Karla,9,w
Liv,9,w
Nicole,9,w
Olivia,9,w
Paulina,9,w
Rosa,9,w
Sofia,9,w
Sofie,9,w
Zoe,9,w
Albert,9,m
Bela,9,m
Dean,9,m
Edgar,9,m
Fabian,9,m
Franz,9,m
Johannes,9,m
Toni,9,m
Jolie,8,w
Magdalena,8,w
Stella,8,w
Zoey,8,w
Andreas,8,m
Caspar,8,m
Eric,8,m
Finley,8,m
Jacob,8,m
