vorname,anzahl,geschlecht
Marie,58,w
Ali,46,m
Sophie,46,w
Luca,37,m
Alexander,36,m
Maria,35,w
Paul,33,m
Mia,30,w
Leon,28,m
Charlotte,28,w
Maximilian,25,m
Emilia,23,w
Johanna,23,w
Lukas,22,m
Luise,22,w
David,21,m
Finn,21,m
Ben,19,m
Emil,19,m
Felix,19,m
Emma,18,w
Luisa,18,w
Anton,18,m
Max,18,m
Lena,17,w
Lina,17,w
Sophia,17,w
Anna,16,w
Berat,15,m
Elias,15,m
Yusuf,15,m
Leonie,14,w
Adam,14,m
Jan,14,m
Joel,14,m
Jonas,14,m
Noah,14,m
Can,13,m
Hanna,12,w
Josephine,12,w
Lara,12,w
Melina,12,w
Adrian,12,m
Fabian,12,m
Muhammed,12,m
Samuel,12,m
Alicia,11,w
Hannah,11,w
Lea,11,w
Leni,11,w
Mila,11,w
Nur,11,w
Benjamin,11,m
Daniel,11,m
Efe,11,m
Emir,11,m
Ibrahim,11,m
Jonathan,11,m
Luis,11,m
Niklas,11,m
Sebastian,11,m
Yasin,11,m
Amelie,10,w
Elif,10,w
Elisa,10,w
Helene,10,w
Laura,10,w
Lilly,10,w
Lisa,10,w
Sarah,10,w
Zeynep,10,w
Gabriel,10,m
Hussein,10,m
Jakob,10,m
Jasper,10,m
Julian,10,m
Levi,10,m
Tim,10,m
Ecrin,9,w
Emily,9,w
Isabella,9,w
Jana,9,w
Maja,9,w
Melissa,9,w
Florian,9,m
Hassan,9,m
Mohamad,9,m
Mustafa,9,m
Oskar,9,m
Philipp,9,m
Amy,8,w
Angelina,8,w
Clara,8,w
Elena,8,w
Fatima,8,w
Helena,8,w
Josefine,8,w
Marlene,8,w
Mathilda,8,w
Maya,8,w
Aaron,8,m
Nele,8,w
Constantin,8,m
Nisa,8,w
Jason,8,m
Pauline,8,w
Julius,8,m
Leo,8,m
Louis,8,m
Malik,8,m
Michael,8,m
Mohammed,8,m
Moritz,8,m
Tobias,8,m
Tom,8,m
Alexandra,7,w
Azra,7,w
Elisabeth,7,w
Fabienne,7,w
Julia,7,w
Katharina,7,w
Lia,7,w
Lucia,7,w
Mina,7,w
Amir,7,m
Miriam,7,w
Bruno,7,m
Sofia,7,w
Damian,7,m
Stella,7,w
Emanuel,7,m
Tuana,7,w
Friedrich,7,m
Hamza,7,m
Ilyas,7,m
Julien,7,m
Karim,7,m
Levin,7,m
Liam,7,m
Martin,7,m
Mika,7,m
Mohammad,7,m
Omar,7,m
Pascal,7,m
Robert,7,m
Thomas,7,m
Alina,6,w
Antonia,6,w
Celina,6,w
Ella,6,w
Eva,6,w
Fiona,6,w
Jasmin,6,w
Nour,6,w
Olivia,6,w
Rosalie,6,w
Vanessa,6,w
Zoe,6,w
Ahmad,6,m
Ahmed,6,m
Andreas,6,m
André,6,m
Baran,6,m
Enes,6,m
Erik,6,m
Jamie,6,m
Jayden,6,m
Lucas,6,m
Mert,6,m
Mohamed,6,m
Oliver,6,m
Peter,6,m
Valentin,6,m
Wilhelm,6,m
Yiğit,6,m
Amira,5,w
Anastasia,5,w
Christin,5,w
Dilara,5,w
Ela,5,w
Leyla,5,w
Mariam,5,w
Melek,5,w
Melisa,5,w
Michelle,5,w
Monika,5,w
Paulina,5,w
Su,5,w
Sudenaz,5,w
Valentina,5,w
Viktoria,5,w
Zahra,5,w
Abdullah,5,m
Ahmet,5,m
Anas,5,m
Antonio,5,m
Bastian,5,m
Emilio,5,m
Filip,5,m
Fynn,5,m
Hadi,5,m
Jannis,5,m
Johannes,5,m
Joshua,5,m
Justin,5,m
Kaan,5,m
Lennard,5,m
Lennox,5,m
Mats,5,m
Maurice,5,m
Nils,5,m
Oscar,5,m
Simon,5,m
Vincent,5,m
William,5,m
Aaliyah,4,w
Alisa,4,w
Aliya,4,w
Amelia,4,w
Annabelle,4,w
Carla,4,w
Carlotta,4,w
Caroline,4,w
Elea,4,w
Elsa,4,w
Esma,4,w
Frida,4,w
Haylie,4,w
Hazal,4,w
Hope,4,w
Isabel,4,w
Julie,4,w
Kimberly,4,w
Klara,4,w
Lilli,4,w
Linda,4,w
Livia,4,w
Lotta,4,w
Lucy,4,w
Luna,4,w
Adriano,4,m
Malin,4,w
Aleksandar,4,m
Martha,4,w
Amin,4,m
Medine,4,w
Angelo,4,m
Milena,4,w
Arthur,4,m
Naomi,4,w
Artur,4,m
Nina,4,w
Bilal,4,m
Paula,4,w
Cem,4,m
Pia,4,w
Christian,4,m
Sara,4,w
Colin,4,m
Selma,4,w
Deniz,4,m
Sena,4,w
Detlef,4,m
Sina,4,w
Devin,4,m
Smilla,4,w
Dominik,4,m
Sofie,4,w
Edgar,4,m
Talia,4,w
Enrico,4,m
Theresa,4,w
Ensar,4,m
Victoria,4,w
Eren,4,m
Wiktoria,4,w
Eymen,4,m
Zahraa,4,w
Fernando,4,m
Zehra,4,w
Finley,4,m
Zeinab,4,w
Franz,4,m
Zilan,4,w
Gustav,4,m
Halil,4,m
Henri,4,m
Henry,4,m
Ian,4,m
Jamil,4,m
Jannes,4,m
Jay,4,m
Karl,4,m
Kenan,4,m
Kerem,4,m
Kerim,4,m
Khaled,4,m
Linus,4,m
Lion,4,m
Luan,4,m
Malte,4,m
Marcel,4,m
Mario,4,m
Marlon,4,m
Marvin,4,m
Mehmet,4,m
Mete,4,m
Musa,4,m
Nicolas,4,m
Noel,4,m
Pavel,4,m
Pepe,4,m
Prince,4,m
Sami,4,m
Talha,4,m
Tarik,4,m
Tyler,4,m
Yunus,4,m
Adriana,3,w
Alena,3,w
Aliyah,3,w
Amar,3,w
Amélie,3,w
Ana,3,w
Ann,3,w
Annabell,3,w
Asma,3,w
Asya,3,w
Büşra,3,w
Celine,3,w
Christina,3,w
Eda,3,w
Elli,3,w
Emely,3,w
Finja,3,w
Finnja,3,w
Florentine,3,w
Frieda,3,w
Greta,3,w
Ida,3,w
Ingrid,3,w
Jette,3,w
Jolie,3,w
Juliana,3,w
Kiara,3,w
Lamis,3,w
Letizia,3,w
Lilia,3,w
Liv,3,w
Louisa,3,w
Malak,3,w
Malou,3,w
Alex,3,m
Mara,3,w
Arda,3,m
Marla,3,w
Christopher,3,m
Marleen,3,w
Clemens,3,m
Marta,3,w
Ege,3,m
Maryam,3,w
Ernst,3,m
Medina,3,w
Fabio,3,m
Melody,3,w
Ferdinand,3,m
Mira,3,w
Fred,3,m
Nisanur,3,w
Fritz,3,m
Rayan,3,w
Furkan,3,m
Romy,3,w
Giacomo,3,m
Rose,3,w
Hannes,3,m
Samantha,3,w
Hans,3,m
Samira,3,w
Hasan,3,m
Sasha,3,w
Hüseyin,3,m
Selin,3,w
Jaden,3,m
Selina,3,w
Jamal,3,m
Sultan,3,w
Janosch,3,m
Summer,3,w
Jeremy,3,m
Tamara,3,w
Joachim,3,m
Vera,3,w
Joe,3,m
Yasemin,3,w
Johann,3,m
Yağmur,3,w
Juri,3,m
Zoé,3,w
Kamil,3,m
Karol,3,m
Kevin,3,m
Kilian,3,m
Konrad,3,m
Konstantin,3,m
Krystian,3,m
Lian,3,m
Lovis,3,m
Luc,3,m
Magnus,3,m
Mahmoud,3,m
Manuel,3,m
Marc,3,m
Marcus,3,m
Mateo,3,m
Mathis,3,m
Matteo,3,m
Maxim,3,m
Merdan,3,m
Mikail,3,m
Mike,3,m
Milan,3,m
Miran,3,m
Miraç,3,m
Muhammad,3,m
Neo,3,m
Nico,3,m
Osman,3,m
Philip,3,m
Raphael,3,m
Robin,3,m
Said,3,m
Sean,3,m
Silas,3,m
Stefan,3,m
Tarık,3,m
Tayfun,3,m
Taylor,3,m
Uwe,3,m
Yahya,3,m
Yassin,3,m
Youssef,3,m
Çinar,3,m
Ömer,3,m
Şükrü,3,m
Ada,2,w
Adelina,2,w
Alara,2,w
Alea,2,w
Alisha,2,w
Alma,2,w
Amalia,2,w
Amber,2,w
Amina,2,w
Andreea,2,w
Anisha,2,w
Anjali,2,w
Anna-Lena,2,w
Annalena,2,w
Anouk,2,w
Asel,2,w
Asil,2,w
Asmin,2,w
Ava,2,w
Aya,2,w
Ayşe,2,w
Batoul,2,w
Batul,2,w
Bayan,2,w
Belinay,2,w
Bella,2,w
Betül,2,w
Beyza,2,w
Beyzanur,2,w
Bianca,2,w
Blessing,2,w
Cansu,2,w
Caprice,2,w
Ceylan,2,w
Ceylin,2,w
Charleen,2,w
Christel,2,w
Christiane,2,w
Christine,2,w
Claudia,2,w
Dalya,2,w
Daria,2,w
Delia,2,w
Denisa,2,w
Denise,2,w
Derya,2,w
Abbas,2,m
Dicle,2,w
Abdel,2,m
Dilek,2,w
Abdul,2,m
Duru,2,w
Abdulrahman,2,m
Ebrar,2,w
Achim,2,m
Elaine,2,w
Adem,2,m
Eleni,2,w
Adib,2,m
Elida,2,w
Al,2,m
Elina,2,w
Alan,2,m
Elisabeta,2,w
Albert,2,m
Elma,2,w
Albin,2,m
Emilie,2,w
Alessio,2,m
Emmy,2,w
Alexis,2,m
Esila,2,w
Alim,2,m
Estera,2,w
Amos,2,m
Evelyn,2,w
An,2,m
Eylül,2,w
Anel,2,m
Fee,2,w
Anthony,2,m
Feline,2,w
Antoine,2,m
Finia,2,w
Antoni,2,m
Flora,2,w
Antonius,2,m
Florentina,2,w
Ari,2,m
Friederike,2,w
Arik,2,m
Gabriela,2,w
Armin,2,m
Gina,2,w
Augustin,2,m
Giulia,2,w
Aydin,2,m
Grace,2,w
Azad,2,m
Hanin,2,w
Bekir,2,m
Hatice,2,w
Bela,2,m
Helin,2,w
Benedikt,2,m
Henriette,2,w
Boris,2,m
Hermine,2,w
Brian,2,m
Hevi,2,w
Burak,2,m
Jane,2,w
Carlos,2,m
Jasmina,2,w
Caspar,2,m
Jelena,2,w
Cristiano,2,m
Jenna,2,w
Cuma,2,m
Jennifer,2,w
Damijan,2,m
Jessica,2,w
Danilo,2,m
Joelina,2,w
Darian,2,m
Joline,2,w
Darius,2,m
Judith,2,w
Darko,2,m
Justyna,2,w
Darren,2,m
Kerstin,2,w
Davidovič,2,m
Kristin,2,w
Denis,2,m
Lamia,2,w
Dennis,2,m
Larissa,2,w
Derek,2,m
Layal,2,w
Destan,2,m
Leila,2,w
Diar,2,m
