vorname,anzahl,geschlecht
Sophie,30,w
Marie,24,w
Alexander,22,m
Maximilian,21,m
Maria,21,w
Luise,12,w
Paul,11,m
Emma,11,w
Mia,11,w
Sophia,11,w
Leonard,10,m
Luca,10,m
Charlotte,10,w
Johanna,10,w
Anton,9,m
Leon,9,m
Anna,9,w
David,8,m
Felix,8,m
Julian,8,m
Noah,8,m
Michelle,8,w
Benjamin,7,m
Emily,7,w
Niklas,7,m
Lea,7,w
Arthur,6,m
Emilia,6,w
Ben,6,m
Fabienne,6,w
Daniel,6,m
Marlene,6,w
Elias,6,m
Mathilda,6,w
Jakob,6,m
Karl,6,m
Lukas,6,m
Max,6,m
Peter,6,m
Richard,6,m
Amelie,5,w
Elisa,5,w
Hannah,5,w
Katharina,5,w
Laura,5,w
Lena,5,w
Emil,5,m
Lisa,5,w
Gabriel,5,m
Victoria,5,w
Jan,5,m
Jonas,5,m
Kilian,5,m
Lennard,5,m
Leo,5,m
Luis,5,m
Noel,5,m
Oskar,5,m
Philipp,5,m
Samuel,5,m
Tobias,5,m
Elisabeth,4,w
Elise,4,w
Eva,4,w
Finja,4,w
Louisa,4,w
Louise,4,w
Merle,4,w
Milena,4,w
Nina,4,w
Pauline,4,w
Sarah,4,w
Aaron,4,m
Svea,4,w
Edgar,4,m
Viktoria,4,w
Henry,4,m
Zoe,4,w
Jacob,4,m
Levi,4,m
Linus,4,m
Martin,4,m
Michael,4,m
Mika,4,m
Moritz,4,m
Nikolaus,4,m
Raphael,4,m
Simon,4,m
Thomas,4,m
Valentin,4,m
Vincent,4,m
Alexandra,3,w
Ava,3,w
Clara,3,w
Diana,3,w
Florentine,3,w
Greta,3,w
Helena,3,w
Helene,3,w
Hermine,3,w
Julia,3,w
Leonie,3,w
Lia,3,w
Lina,3,w
Bjarne,3,m
Luna,3,w
Felipe,3,m
Magdalena,3,w
Friedrich,3,m
Marta,3,w
Georg,3,m
Martha,3,w
Hugo,3,m
Maya,3,w
James,3,m
Melina,3,w
Jasper,3,m
Milana,3,w
Joel,3,m
Nika,3,w
Lars,3,m
Olivia,3,w
Liam,3,m
Thea,3,w
Lionel,3,m
Valentina,3,w
Maurice,3,m
Xenia,3,w
Phillip,3,m
Zoey,3,w
Theo,3,m
Theodor,3,m
Tim,3,m
Tom,3,m
Wilhelm,3,m
Adele,2,w
Alina,2,w
Alma,2,w
Anastasia,2,w
Anni,2,w
Adrian,2,m
Annika,2,w
Alex,2,m
Antonia,2,w
Alvin,2,m
Carlotta,2,w
Andreas,2,m
Christina,2,w
Andrej,2,m
Elena,2,w
Anıl,2,m
Ella,2,w
August,2,m
Emilie,2,w
Benedict,2,m
Erika,2,w
Berat,2,m
Esther,2,w
Christopher,2,m
Felia,2,w
Constantin,2,m
Fiona,2,w
Enno,2,m
Frieda,2,w
Eric,2,m
Henriette,2,w
Fabian,2,m
Ida,2,w
Finn,2,m
Irma,2,w
Franz,2,m
Isabel,2,w
Fynn,2,m
Isabella,2,w
Gustav,2,m
Jana,2,w
Günter,2,m
Jasmin,2,w
Horst,2,m
Jette,2,w
Jason,2,m
Jolina,2,w
Johannes,2,m
Josephine,2,w
John,2,m
Kiara,2,w
Jonathan,2,m
Lara,2,w
Joshua,2,m
Larissa,2,w
Konstantin,2,m
Leni,2,w
Leonardo,2,m
Leticia,2,w
Leopold,2,m
Leyla,2,w
Lian,2,m
Linda,2,w
Lior,2,m
Lotta,2,w
Louis,2,m
Lotte,2,w
Lucas,2,m
Luisa,2,w
Ludwig,2,m
Luzie,2,w
Luiz,2,m
Maja,2,w
Luke,2,m
Mara,2,w
Marc,2,m
Margarethe,2,w
Marco,2,m
Marlena,2,w
