vorname,anzahl,geschlecht
Marie,23,w
Sophie,21,w
Alexander,17,m
Elias,17,m
Maximilian,12,m
Charlotte,12,w
Laura,12,w
Benjamin,11,m
Leonie,11,w
Daniel,10,m
Paul,10,m
Maria,10,w
Mia,10,w
Felix,9,m
Jonathan,9,m
Emilia,9,w
Muhammed,8,m
Lena,8,w
Lina,8,w
Adam,7,m
Emil,7,m
Anna,7,w
Max,7,m
Julia,7,w
Anton,6,m
Julie,6,w
Berat,6,m
Luisa,6,w
Emir,6,m
Jonas,6,m
Liam,6,m
Luca,6,m
Niklas,6,m
Oskar,6,m
Elisa,5,w
Emma,5,w
Estelle,5,w
Johanna,5,w
Jolina,5,w
Marlene,5,w
Ben,5,m
Paulina,5,w
David,5,m
Zeynep,5,w
Leonard,5,m
Louis,5,m
Moritz,5,m
Noah,5,m
Noel,5,m
Philipp,5,m
Sebastian,5,m
Amelie,4,w
Ela,4,w
Fabienne,4,w
Hannah,4,w
Katharina,4,w
Lara,4,w
Lisa,4,w
Adrian,4,m
Melek,4,w
Can,4,m
Monika,4,w
Christian,4,m
Nele,4,w
Fabian,4,m
Pauline,4,w
Friedrich,4,m
Gabriel,4,m
Jerome,4,m
Lucas,4,m
Mohammad,4,m
Robert,4,m
Samuel,4,m
Thomas,4,m
Tom,4,m
Vincent,4,m
Alexandra,3,w
Alicia,3,w
Alina,3,w
Anastasia,3,w
Antonia,3,w
Ceylin,3,w
Elaine,3,w
Emily,3,w
Helena,3,w
Isabella,3,w
Aaron,3,m
Jana,3,w
Ali,3,m
Josefine,3,w
Anthony,3,m
Leona,3,w
Antoni,3,m
Maya,3,w
Damian,3,m
Mila,3,w
Emilian,3,m
Nicole,3,w
Erik,3,m
Nina,3,w
Finn,3,m
Nisa,3,w
Frank,3,m
Rebecca,3,w
Furkan,3,m
Romy,3,w
Hüseyin,3,m
Sara,3,w
Jan,3,m
Sofia,3,w
Jayden,3,m
Valentina,3,w
Joel,3,m
Victoria,3,w
Johannes,3,m
Julian,3,m
Kaan,3,m
Lasse,3,m
Lennart,3,m
Leon,3,m
Lian,3,m
Lukas,3,m
Léon,3,m
Milan,3,m
Miran,3,m
Mustafa,3,m
Nils,3,m
Patrick,3,m
Peter,3,m
Phillip,3,m
Richard,3,m
Said,3,m
Timo,3,m
Tristan,3,m
Tyler,3,m
Yasin,3,m
Yusuf,3,m
Ömer,3,m
Ada,2,w
Alicja,2,w
Amalia,2,w
Amelia,2,w
Amina,2,w
Amy,2,w
Arina,2,w
Aurora,2,w
Cataleya,2,w
Ceyda,2,w
Clara,2,w
Diana,2,w
Dilara,2,w
Ecrin,2,w
Eda,2,w
Elisabeth,2,w
Emely,2,w
Esila,2,w
Felia,2,w
Fiona,2,w
Franziska,2,w
Frieda,2,w
Giulia,2,w
Greta,2,w
Adnan,2,m
Helene,2,w
Ahmed,2,m
Ida,2,w
Alan,2,m
Isabell,2,w
Alfred,2,m
Josephine,2,w
Amir,2,m
Joy,2,w
Andreas,2,m
Karla,2,w
Arthur,2,m
Kira,2,w
Artur,2,m
Klara,2,w
Bastian,2,m
Larissa,2,w
Bela,2,m
Lea,2,w
Benedikt,2,m
Lilli,2,w
Bilal,2,m
Lilly,2,w
Bruno,2,m
Liya,2,w
Caspar,2,m
Louisa,2,w
Christoph,2,m
Louise,2,w
Christopher,2,m
Luana,2,w
Dario,2,m
Luise,2,w
Dean,2,m
Luna,2,w
Denis,2,m
Mae,2,w
Deniz,2,m
Maja,2,w
Dieter,2,m
Mariam,2,w
Eliah,2,m
Martha,2,w
Emanuel,2,m
Matilda,2,w
Emilio,2,m
Melina,2,w
Filip,2,m
Melody,2,w
Finley,2,m
Merve,2,w
Florian,2,m
Mina,2,w
Franz,2,m
Mira,2,w
Frederik,2,m
Miriam,2,w
Gianluca,2,m
Nur,2,w
Hagen,2,m
Paula,2,w
Hussein,2,m
Pia,2,w
Ilyas,2,m
Salma,2,w
İsmail,2,m
Samira,2,w
Jack,2,m
Sophia,2,w
Jakob,2,m
Tuana,2,w
Jannik,2,m
Valeria,2,w
Johann,2,m
Viktoria,2,w
Jordan,2,m
Yağmur,2,w
Josef,2,m
Zelal,2,w
Joshua,2,m
Julius,2,m
Kadir,2,m
Karim,2,m
Kemal,2,m
Kerem,2,m
Kian,2,m
Kubilay,2,m
Kuzey,2,m
Lenn,2,m
Leo,2,m
Levi,2,m
Luis,2,m
Malik,2,m
Mario,2,m
Mark,2,m
Marko,2,m
Matteo,2,m
Melvin,2,m
Michael,2,m
Nikolas,2,m
Nino,2,m
Oliver,2,m
Omar,2,m
Otto,2,m
Phil,2,m
Raphael,2,m
René,2,m
Robin,2,m
Ryan,2,m
Selim,2,m
Stefan,2,m
Süleyman,2,m
Taha,2,m
Talha,2,m
Tamino,2,m
Theo,2,m
Tim,2,m
Timon,2,m
Tobias,2,m
Valentino,2,m
Werner,2,m
Wolfgang,2,m
Yahya,2,m
Yannick,2,m
Younes,2,m
Youssef,2,m
(Eigenname),1,w
Aaliyah,1,w
Ahunna,1,w
Ailin,1,w
Aischa,1,w
Aisha,1,w
Albina,1,w
Alea,1,w
Alena,1,w
Alexiina,1,w
Aleyna,1,w
Alida,1,w
Alisa,1,w
Alisha,1,w
Alix,1,w
Aliza,1,w
Alyssa-Melina,1,w
Alysya,1,w
Amana,1,w
Amanda,1,w
Amely,1,w
Amira,1,w
Anahí,1,w
Anastazja,1,w
Anelia,1,w
Angeli,1,w
Angelika,1,w
Angelin,1,w
Angelina,1,w
Anita,1,w
Anjela-Zhoana,1,w
Anna-Clara,1,w
Annabel,1,w
Annemarie,1,w
Annete,1,w
Anni,1,w
Annika,1,w
Anny,1,w
Anouk,1,w
Ardiana,1,w
Arfa,1,w
Ariane,1,w
Aset,1,w
Asia,1,w
Aslin,1,w
Atika,1,w
Aura,1,w
(Eigenname),1,m
Ayla,1,w
Aaruyan,1,m
Ayomide,1,w
Abdul,1,m
Azra,1,w
Abdullah,1,m
Azranur,1,w
Abdulmalek,1,m
Berfin,1,w
Abdulvahaab,1,m
Bettina,1,w
Abdurrahman,1,m
Beyza,1,w
Abdüssamed,1,m
Bianca,1,w
Abebe,1,m
Blanka,1,w
Abidin,1,m
Brigitte,1,w
Abubakar,1,m
Cadence,1,w
Adadé,1,m
Calla-Tosca,1,w
Adechina-Adelèyê,1,m
Camille,1,w
Adeel,1,m
Caprice,1,w
Adem,1,m
Cara,1,w
Adriano,1,m
Carla,1,w
Agit,1,m
Carola,1,w
Ahmad,1,m
Cathalea,1,w
Ahmet,1,m
Cecilia,1,w
Ajdin,1,m
Celia,1,w
Akraman,1,m
Celina,1,w
Albeer,1,m
Celine,1,w
Albert,1,m
Celinia,1,w
Albijon,1,m
Ceren,1,w
Aleem,1,m
Ceylan,1,w
Aleksandrovič,1,m
Chantal,1,w
Alen,1,m
Charlaine,1,w
Alessio,1,m
Charlene,1,w
Alihan,1,m
Charlize,1,w
Alimou,1,m
Chiamaka,1,w
Andrei,1,m
Chimamanda,1,w
Anel,1,m
Christina,1,w
Angel,1,m
Ciara,1,w
Angelo,1,m
Claire,1,w
Anil,1,m
Cloe-Nadine,1,w
Anis,1,m
Dafina,1,w
Antonio,1,m
Dalia,1,w
Aras,1,m
Daynée,1,w
Arda,1,m
Defne,1,w
Ardes,1,m
Delal,1,w
Ari,1,m
Delfina,1,w
Ariel,1,m
Dijana,1,w
Arif,1,m
Dilayna,1,w
Ariol,1,m
Dita-Malee,1,w
Armando,1,m
Diyar,1,w
Arne,1,m
Dlara,1,w
Arvid,1,m
Doris,1,w
Aryen,1,m
Dua,1,w
Ashton,1,m
Délali,1,w
Aslanovič,1,m
Düriye,1,w
Aurelius,1,m
Ece,1,w
Bartholomeus,1,m
Ecem,1,w
Bartu,1,m
Edessa,1,w
Bekir,1,m
Elaina-Sheri,1,w
Bennett,1,m
Elanaz,1,w
Benno,1,m
Elena,1,w
Bernhard,1,m
Elenore,1,w
Bervan,1,m
Eliane,1,w
Bibusa,1,m
Elif,1,w
Bodhi,1,m
Elin,1,w
Bongkun,1,m
Elina,1,w
Boran,1,m
Elisha,1,w
Brendan-Meylow,1,m
Elissa,1,w
Béla,1,m
Eliza,1,w
Caius,1,m
Eljanna,1,w
Carl,1,m
Ella,1,w
Cedric,1,m
Elsa,1,w
Cedrik,1,m
Elza,1,w
Ceyhan,1,m
Emely-Jasmin,1,w
Chidubem,1,m
Emilie,1,w
Chris,1,m
Emilina,1,w
Chukwudi,1,m
Emma-Jane,1,w
Cihad,1,m
Emma-Lou,1,w
Cihan,1,m
Emma-Louisa,1,w
Cihat,1,m
Engine,1,w
Ciyan,1,m
Enie,1,w
Cody,1,m
Enna,1,w
Colin,1,m
Enni,1,w
Collin,1,m
Erna,1,w
Constantin,1,m
Eslem,1,w
Constantin-Oscar,1,m
Esma,1,w
Damijan-Radiša,1,m
Esmanur,1,w
Damon,1,m
Esther,1,w
Dane-Elias,1,m
Estrella,1,w
Daniele,1,m
Etelvina,1,w
Danjel,1,m
Eva,1,w
Dariusz,1,m
Evelina,1,w
Daroen,1,m
Eveline,1,w
Daut,1,m
Evolet,1,w
Dave,1,m
Eyşan,1,w
Dawid,1,m
Eşe,1,w
Demian,1,m
Fabiola,1,w
Dennis,1,m
Faith,1,w
Derman,1,m
Fatima,1,w
Din,1,m
Fatimah,1,w
Dirk,1,m
Fatjeta,1,w
Diyar,1,m
Felicia,1,w
Djamal,1,m
Felicitas,1,w
Dmitri,1,m
Felin,1,w
Doanla,1,m
Feyza,1,w
Dominic,1,m
Filiz,1,w
Donatus,1,m
Finnja,1,w
Dzulijano,1,m
Flora,1,w
Eddies,1,m
Frederike,1,w
Eduard,1,m
Freya,1,w
Edward,1,m
Frida,1,w
Efe,1,m
Friederike,1,w
Efecan,1,m
Fîrînca,1,w
Ekume,1,m
Galena,1,w
Emin,1,m
Georgiana,1,w
Emmanuel,1,m
Georgieva,1,w
Emre,1,m
Geraldine,1,w
Enes,1,m
Gila,1,w
Enrico,1,m
Giuliana,1,w
Ephraim,1,m
Glory,1,w
Ercan,1,m
Gökçe,1,w
Eren,1,m
Gülsüm,1,w
Eric,1,m
Ha-Linh,1,w
Ersan,1,m
Hadassa,1,w
Erwin,1,m
Hafsah,1,w
Esko,1,m
Halise,1,w
Etienne,1,m
Hana,1,w
Fabrizio,1,m
Hania,1,w
Fadil,1,m
Hanna,1,w
Faiz,1,m
Hannah-Charlotte,1,w
Farid,1,m
Hawraa,1,w
Fatih,1,m
Heda,1,w
Fred,1,m
Hedy,1,w
Frederick,1,m
Heike,1,w
Fynn-Luca,1,m
Hiba,1,w
Fynn-Lucas,1,m
Hind,1,w
Gamid,1,m
Hined,1,w
Gavriel,1,m
Hira-Ecrin,1,w
Gemoh,1,m
Hüsna,1,w
George,1,m
Ihsan,1,w
Gerome,1,m
İlay,1,w
Gia,1,m
Ilayah,1,w
Gian,1,m
Ilham,1,w
Gino,1,m
Ilkim,1,w
Ginyon,1,m
Ilori,1,w
Giuseppe,1,m
Ina,1,w
Grzegorz,1,m
İnci,1,w
Gustav,1,m
Isabel,1,w
Guy,1,m
Isalie,1,w
Gürkan,1,m
Isatu,1,w
Haleydin,1,m
Islamovna,1,w
Hamdin,1,m
Isâr,1,w
Hamze,1,m
Jacqueline,1,w
Han,1,m
Jane,1,w
Haris,1,m
Janice,1,w
Harun,1,m
Janina,1,w
Hendrik,1,m
Janine,1,w
Henner,1,m
Janna,1,w
Henrik,1,m
Jasmina,1,w
Henryk,1,m
Jeanne,1,w
Horst,1,m
Jelena,1,w
Ibragim,1,m
Jesselynn,1,w
Ibrahim,1,m
Jette-Sophie,1,w
Ibrahima,1,m
Joana,1,w
Idriss,1,m
Joanna,1,w
Idriz,1,m
Jocelyn,1,w
Ikenna,1,m
Joline,1,w
Ilarion,1,m
Jordan,1,w
Ilker,1,m
Joselina,1,w
İlyas,1,m
Josephina,1,w
Imad,1,m
Joud,1,w
Immanuel,1,m
Joule,1,w
Ingo,1,m
Joyce-Noée,1,w
Israel,1,m
Joëlle,1,w
Issa,1,m
Judith,1,w
Ivan,1,m
Julina,1,w
Iyad,1,m
Juna,1,w
Jacob,1,m
Juno,1,w
Jaden,1,m
Jutta,1,w
Jailen,1,m
Kainat,1,w
Jake,1,m
Karin,1,w
Jamal,1,m
Karina,1,w
Jamie,1,m
Kasia,1,w
Jamil,1,m
Katarzyna,1,w
Janis,1,m
Katelyn,1,w
Janne,1,m
Kathie,1,w
Jannek,1,m
Kaya,1,w
Janosch,1,m
Kemina,1,w
Jaro,1,m
Kiara,1,w
Jean,1,m
Kim,1,w
Jeffrey,1,m
Kimberley-Jasmin,1,w
Jeremy,1,m
Kivi,1,w
Jermaine,1,m
Klea,1,w
Jerome-Joel,1,m
Kosisochukwu,1,w
Jerome-Noel,1,m
Kristin,1,w
Jerōme,1,m
Laila,1,w
Jesper,1,m
Lara-Marie,1,w
Jhay,1,m
Latifa,1,w
Joachim,1,m
Lavin,1,w
Joaquin,1,m
Lea-Sophie,1,w
Joey,1,m
Leila,1,w
Johari,1,m
Leoni,1,w
Jon,1,m
Leonie-Marie,1,w
Jonah,1,m
Leonie-Sophia,1,w
Jonas-Michael,1,m
Lilah,1,w
Jordi,1,m
Lilien,1,w
Joschua,1,m
Lilou,1,w
Joseph,1,m
Linnea,1,w
Jounes,1,m
Livia,1,w
Jude-Hari,1,m
Loana,1,w
Junior,1,m
Lonita,1,w
Junis,1,m
Lorelie,1,w
Józef,1,m
Lorena,1,w
Jörg,1,m
Lorin,1,w
Jürgen,1,m
Lotta,1,w
Kacper,1,m
Lotte,1,w
Kai,1,m
Lou,1,w
Kamil,1,m
Luciana,1,w
Karol,1,m
Lucie,1,w
Kay,1,m
Lucienne,1,w
Kayra,1,m
Lucy,1,w
Lucía,1,w
Kenan,1,m
Luzie,1,w
Kendrick,1,m
Lyana,1,w
Kerim,1,m
Lydia,1,w
Khalid,1,m
Lynette,1,w
Kilian,1,m
Mabel,1,w
Kirill,1,m
Madeleine,1,w
Klaus,1,m
Mai,1,w
Konrad,1,m
Maike,1,w
Krystian,1,m
Maily,1,w
Kuba,1,m
Maira,1,w
Kutay,1,m
Maksima,1,w
Kwabena,1,m
Malak,1,w
Kyriakos,1,m
Malena,1,w
Kültegin,1,m
Malia,1,w
Lars,1,m
Malina,1,w
Laurin,1,m
Malwina,1,w
Leander,1,m
Manuela,1,w
Leeroy,1,m
Mara,1,w
Lenkishon,1,m
Marcelina,1,w
Lennard,1,m
Margarete,1,w
Lennox,1,m
Margarita,1,w
Leoderik,1,m
Margot,1,w
Leonardo,1,m
Marianna,1,w
Leonas,1,m
Mariella,1,w
Leonhard,1,m
Marielou,1,w
Leonidas,1,m
Marija,1,w
Leopold,1,m
Marina,1,w
Levin,1,m
Marion,1,w
Lewin,1,m
Marit,1,w
Lias,1,m
Marlena,1,w
Lino,1,m
Marnie,1,w
Linus,1,m
Martina,1,w
Logan,1,m
Mará,1,w
Lou,1,m
Masal,1,w
Louka,1,m
Mathilda,1,w
Luca-Fynn,1,m
Mathilde,1,w
Lucien,1,m
Małgorzata,1,w
Ludwig,1,m
Medina,1,w
Lynes,1,m
Medine,1,w
Maddox,1,m
Melanie,1,w
Madox,1,m
Melany,1,w
Mahir,1,m
Melda,1,w
Mahir-Miraç,1,m
Meliha,1,w
Mailo,1,m
Melike,1,w
Mairbekovich,1,m
Melina-Leandra,1,w
Major,1,m
Melina-Lisa,1,w
Maksymilian,1,m
Melina-Marleen,1,w
Marian,1,m
Melisa,1,w
Markus,1,m
Melodie,1,w
Marley,1,m
Mercedes,1,w
Marlo,1,m
Meriem,1,w
Marlon,1,m
Meso,1,w
Martin,1,m
Mesoma,1,w
Mateo,1,m
Mette-Marie,1,w
Mateusz,1,m
Mia-Jolie,1,w
Mats,1,m
Mia-Justine,1,w
Matthes,1,m
Mia-Louisa,1,w
Matthias,1,m
Mia-Marie,1,w
Matti,1,m
Michelle,1,w
Matwej,1,m
Miellyn,1,w
Maxim,1,m
Mihaela,1,w
Maximillian,1,m
Milane,1,w
Maximus,1,m
Milena,1,w
Maël,1,m
Milla,1,w
Mehmed,1,m
Mirel,1,w
Mehmet,1,m
Mitkova,1,w
Mehmet-Alim,1,m
Mona,1,w
Mend,1,m
Moon,1,w
Meris,1,m
Morielle,1,w
Mert,1,m
Muratovna,1,w
Mhamad,1,m
Mykolaevna,1,w
Miguel,1,m
Nadine,1,w
Milenov,1,m
Nadisa,1,w
Milo,1,m
Naimah,1,w
Minh,1,m
Naime,1,w
Miquel,1,m
Nana,1,w
Mir,1,m
Narin,1,w
Mirco,1,m
Natalija,1,w
Muhammad,1,m
Nathalie,1,w
Muhammed-Bilal,1,m
Nayram,1,w
Mücahit,1,m
Neele,1,w
Müslüm,1,m
Nelly,1,w
Nadim,1,m
Ngardi,1,w
Nathan,1,m
Nihal,1,w
Nattawut,1,m
Nihat,1,w
Nermin,1,m
Niki,1,w
Nevio,1,m
Nilda,1,w
Nick,1,m
Nimue,1,w
Nicklas,1,m
Noemia,1,w
Niclas-Stefan,1,m
Nora,1,w
Nico,1,m
Nupelda-Axin,1,w
Nikita,1,m
Odélia,1,w
Nikolai,1,m
Ognyanova,1,w
Noah-Joel,1,m
Olivia,1,w
Olivé,1,w
Noel-Maxim,1,m
Paola,1,w
Normen,1,m
Pavlovna,1,w
Norwin,1,m
Peggy-Sue,1,w
Nouel-Jermaine,1,m
Pelin,1,w
Nuretin,1,m
Penny,1,w
Ole,1,m
Penélope,1,w
Orlando,1,m
Peru,1,w
Osakioya,1,m
Petra,1,w
Oscar,1,m
Phương,1,w
Oswald,1,m
Piaa,1,w
Pascal,1,m
Precious,1,w
Patrice,1,m
Rabia,1,w
Paulinus,1,m
Rabiya,1,w
Pepe,1,m
Rainha,1,w
Philip,1,m
Raya,1,w
Pietro,1,m
Rayan,1,w
Praise,1,m
Raza,1,w
Prince,1,m
Renee,1,w
Pui-Fung,1,m
Reyyan,1,w
Quentin,1,m
Rima,1,w
Rafael,1,m
Rita-Nanette,1,w
Rahman,1,m
Ronja,1,w
Rami,1,m
Rosalie,1,w
Ramon-Maximilian,1,m
Rosalina,1,w
Raul,1,m
Ruken,1,w
Ray,1,m
Sabine,1,w
Rayan,1,m
Safiye,1,w
Rolf,1,m
Salome,1,w
Rosario,1,m
Samantha,1,w
Rudolf,1,m
Samiyah,1,w
Ruven,1,m
Sandra,1,w
Ryan-Julien,1,m
Saphira,1,w
Sadra,1,m
Sarah,1,w
Safouan,1,m
Selin,1,w
Sakari,1,m
Semanur,1,w
Salih,1,m
Sena,1,w
Sami,1,m
Sena-Ahsen,1,w
Sandro,1,m
Serafina,1,w
Santiago,1,m
Seray,1,w
Sari,1,m
Sergeevna,1,w
Serkan,1,m
Setayesh,1,w
Shambhu,1,m
Shadya,1,w
Shayne,1,m
Sherifa,1,w
Silas,1,m
Shirel,1,w
Stephan,1,m
Siglinde,1,w
Steven,1,m
Sıla,1,w
Stylianos,1,m
Simay,1,w
Suhail,1,m
Sofie,1,w
Sumana,1,m
Soha,1,w
Taim,1,m
Soleil,1,w
Tammo,1,m
Sonnah,1,w
Taras,1,m
Sophia-Chantal,1,w
Taro,1,m
Soraya,1,w
Tesfaye,1,m
Stacey,1,w
Theodor,1,m
Stina,1,w
Thyson,1,m
Su,1,w
Till,1,m
Summer,1,w
Timm,1,m
Susanna,1,w
Timothy,1,m
Svea,1,w
Tolga,1,m
Sydra,1,w
Toni,1,m
Sylvia,1,w
Toprak,1,m
Syri,1,w
Torsten,1,m
Syrine,1,w
Travis,1,m
Talatawi,1,w
Tylor-Dean,1,m
Tamiya,1,w
Ubayda-Ali,1,m
Theresa,1,w
Ulrich,1,m
Tiara,1,w
Umut,1,m
Tiziana,1,w
Uriah-Van,1,m
Tjara,1,w
Uzochukwu,1,m
Tomris,1,w
Valentin,1,m
Tuğçe,1,w
Veli,1,m
Tyra,1,w
Vera,1,m
Una,1,w
Victor,1,m
Vanessa,1,w
Vitus,1,m
Vera,1,w
Vlad,1,m
Verena,1,w
Vladimir,1,m
Veronika,1,w
Vladislav,1,m
Vidya-Devi,1,w
Volkan,1,m
Viktoria-Celestine,1,w
Vornamen,1,m
Vivien,1,w
Wadjihollah,1,m
Vivienne,1,w
Walenty,1,m
Walburg,1,w
Wendgounda,1,m
Waltraud,1,w
Wendmanagda,1,m
Wiktoria,1,w
Wesam,1,m
Wilhelmine,1,w
Wisdom,1,m
Yahya,1,w
Wyatt-Logan,1,m
Yaren,1,w
Xander,1,m
Yasmin,1,w
Xavier,1,m
Zahraa,1,w
Yakup,1,m
Zarah,1,w
Yasim,1,m
Zaynab,1,w
Yasser,1,m
Zazou,1,w
Yassin,1,m
Zehra,1,w
Yaşar-Selim,1,m
Zemira,1,w
Yimu,1,m
Zerya,1,w
Yiğit,1,m
Zeyneb,1,w
Yosef,1,m
Zoey,1,w
Younis,1,m
Zomaia,1,w
Yuma,1,m
Zuria,1,w
Yunes,1,m
Ûr'evna,1,w
Yunus-Ensar,1,m
Yuvraj,1,m
Zacharia,1,m
Zakariya,1,m
Zidan,1,m
Şerzan,1,m
