vorname,anzahl,geschlecht
Sophie,27,w
Marie,21,w
Alexander,16,m
Mia,15,w
Anna,12,w
Charlotte,12,w
Emily,12,w
Emma,11,w
Sophia,11,w
Felix,10,m
Joel,10,m
Leon,10,m
Luca,10,m
Lilly,10,w
Elias,9,m
Jonas,9,m
Louis,9,m
Maximilian,9,m
Oliver,9,m
Johanna,9,w
Philipp,9,m
Leonie,9,w
Finn,8,m
Lea,8,w
Lucas,8,m
Nele,8,w
Max,8,m
Nico,8,m
Tim,8,m
Alina,7,w
Hanna,7,w
Isabell,7,w
Julian,7,m
Maria,7,w
Maxim,7,m
Paul,7,m
Emilia,6,w
Josephine,6,w
Anton,6,m
Luisa,6,w
David,6,m
Luise,6,w
Dean,6,m
Emil,6,m
Lukas,6,m
Celina,5,w
Hannah,5,w
Lena,5,w
Ben,5,m
Leni,5,w
Benjamin,5,m
Lia,5,w
Henry,5,m
Lina,5,w
Jerome,5,m
Melina,5,w
Moritz,5,m
Victoria,5,w
Nikita,5,m
Zoey,5,w
Noel,5,m
Sean,5,m
Alexandra,4,w
Amelie,4,w
Arthur,4,m
Andrea,4,w
Bruno,4,m
Celine,4,w
Daniel,4,m
Elisabeth,4,w
Domenik,4,m
Emely,4,w
Fynn,4,m
Isabella,4,w
Jakob,4,m
Isabelle,4,w
Jan,4,m
Jolie,4,w
Jayden,4,m
Lara,4,w
Jonathan,4,m
Larissa,4,w
Lennox,4,m
Laura,4,w
Liam,4,m
Luna,4,w
Marc,4,m
Nicole,4,w
Ole,4,m
Paula,4,w
Pascal,4,m
Pia,4,w
Phil,4,m
Sarah,4,w
Stefan,4,m
Til,4,m
Tyler,4,m
Amy,3,w
Angelina,3,w
Charleen,3,w
Adrian,3,m
Diana,3,w
Damon,3,m
Elise,3,w
Devin,3,m
Ellen,3,w
Fabian,3,m
Fabienne,3,w
Frank,3,m
Finja,3,w
Ian,3,m
Fiona,3,w
Jason,3,m
Greta,3,w
Joshua,3,m
Jolina,3,w
Julien,3,m
Julia,3,w
Jörg,3,m
Katharina,3,w
Leo,3,m
Lana,3,w
Leonas,3,m
Lilli,3,w
Luis,3,m
Louisa,3,w
Michael,3,m
Magdalena,3,w
Niklas,3,m
Mara,3,w
Noah,3,m
Marlene,3,w
René,3,m
Melissa,3,w
Steven,3,m
Merle,3,w
Theodor,3,m
Monique,3,w
Thomas,3,m
Paulina,3,w
Timo,3,m
Vera,3,w
Tom,3,m
Zoe,3,w
Vincent,3,m
Wilhelm,3,m
Alessa,2,w
Alice,2,w
Andy,2,m
Alicia,2,w
Anthony,2,m
Annemarie,2,w
Artur,2,m
Anni,2,w
Bela,2,m
Arina,2,w
Bennet,2,m
Cassandra,2,w
Björn,2,m
Elina,2,w
Carlos,2,m
Florentine,2,w
Constantin,2,m
Frieda,2,w
Damian,2,m
Giang,2,w
Dave,2,m
Hailey,2,w
Emilio,2,m
Helena,2,w
Erik,2,m
Henriette,2,w
Filip,2,m
Isabel,2,w
Finlay,2,m
Jane,2,w
Finley,2,m
Jara,2,w
Friedrich,2,m
Jennifer,2,w
Fritz,2,m
Jessica,2,w
Gabriel,2,m
Joana,2,w
Gerhard,2,m
Joline,2,w
Jack,2,m
Josefine,2,w
Jake,2,m
Joy,2,w
Jamie,2,m
Judith,2,w
Jannes,2,m
Julie,2,w
Jannik,2,m
Justine,2,w
Joachim,2,m
Klara,2,w
Johann,2,m
Liane,2,w
John,2,m
Lisa,2,w
Julius,2,m
Lola,2,w
Justin,2,m
Lucia,2,w
Karl,2,m
Maila,2,w
Kay,2,m
Mandy,2,w
Kevin,2,m
Mathilda,2,w
Kian,2,m
Monika,2,w
Konstantin,2,m
Nadin,2,w
Leander,2,m
Nika,2,w
Leland,2,m
Nina,2,w
Leonard,2,m
Rose,2,w
Linus,2,m
Sofia,2,w
Marcel,2,m
Stella,2,w
Mario,2,m
Sylvia,2,w
Marlon,2,m
Valeria,2,w
Matteo,2,m
Vanessa,2,w
Matthias,2,m
Viktoria,2,w
Matti,2,m
Zoé,2,w
Maurice,2,m
Miguel,2,m
Mika,2,m
Minh,2,m
Nathan,2,m
Norbert,2,m
Oskar,2,m
Phillip,2,m
Quentin,2,m
Rainer,2,m
Rayk,2,m
Richard,2,m
Ryan,2,m
Samuel,2,m
Sascha,2,m
Stanislav,2,m
Stephan,2,m
Steve,2,m
Tayler,2,m
Theo,2,m
Thor,2,m
Tobias,2,m
Wolfgang,2,m
Abbie,1,w
Abby,1,w
Abigail,1,w
Adamovna,1,w
Adelina,1,w
Aimeé,1,w
Aleksandrovna,1,w
Alessia,1,w
Aleyna,1,w
Alida,1,w
Aliyah,1,w
Amalia,1,w
Amanda,1,w
Amily,1,w
Amira,1,w
Amy-Dajenne,1,w
Amy-Joline,1,w
Amélie,1,w
Anabel,1,w
Anastasia,1,w
Angelie,1,w
Angelika,1,w
Angeline,1,w
Angelique,1,w
Aaron,1,m
Angelique-Chantal,1,w
Abas,1,m
Anh,1,w
Adam,1,m
Anika,1,w
Adriaan,1,m
Anna-Kate,1,w
Adriano,1,m
Annabell,1,w
Aeneas,1,m
Annabelle,1,w
Alan,1,m
Annalena,1,w
Albert,1,m
Annie,1,w
Aleksander,1,m
Antonia-Sophy,1,w
Alesandro,1,m
Antonie,1,w
Alessandro,1,m
Apryl,1,w
Alisina,1,m
Arlette,1,w
Alvin,1,m
Ashley,1,w
Amelius,1,m
Auguste,1,w
Amirkhanovič,1,m
Auline,1,w
Andreas,1,m
Aurela,1,w
Andreev,1,m
Aurelia,1,w
André,1,m
Aurona,1,w
Anh,1,m
Aurora,1,w
Ansgar,1,m
Aurélie,1,w
Apollo,1,m
Ava,1,w
Ariyan,1,m
Ayla,1,w
Aryan,1,m
Aylin-Hasret,1,w
August,1,m
Bella,1,w
Aurelius,1,m
Berfin,1,w
Ayvan,1,m
Besiana,1,w
Bastian,1,m
Bianca,1,w
Ben-Jerome,1,m
Bảo,1,w
Bennett,1,m
Calliope,1,w
Benni,1,m
Caprice,1,w
Benno,1,m
Carola,1,w
Benny,1,m
Carolina,1,w
Bernd,1,m
Cecilia,1,w
Bilal,1,m
Celeste,1,w
Brain,1,m
Celin,1,w
Can,1,m
Celine-Leonie,1,w
Carl,1,m
Charlen,1,w
Casimir,1,m
Charline,1,w
Cem,1,m
Charlize,1,w
Charles,1,m
Charlyce,1,w
Charlie,1,m
Charlyn,1,w
Chris,1,m
Chau,1,w
Christian,1,m
Cherien,1,w
Christoffer,1,m
Cheyenne,1,w
Christoph,1,m
Cindy-Lucia,1,w
Ciwan,1,m
Clara,1,w
Clemens,1,m
Clarissa,1,w
Collin,1,m
Conny,1,w
Connor,1,m
Constance,1,w
Conrad,1,m
Cora,1,w
Cord,1,m
Céline,1,w
Daimon,1,m
Dafina,1,w
Damian-Maximilian,1,m
Dawine,1,w
Danilo,1,m
Dayna,1,w
Darshan,1,m
Dea,1,w
Davis,1,m
Deborah,1,w
Dejan,1,m
Deleriah,1,w
Denis,1,m
Delfin,1,w
Deniz,1,m
Deniza,1,w
Dennis,1,m
Diona,1,w
Dewin,1,m
Doris,1,w
Diego,1,m
Dorothea,1,w
Dieter,1,m
Ebba,1,w
Dietmar,1,m
Edda,1,w
Dimitrij,1,m
Elaine,1,w
Dominic,1,m
Elena,1,w
Dominik,1,m
Elisa,1,w
Duc,1,m
Elisaveta,1,w
Dustin,1,m
Elisaweta,1,w
Eddie,1,m
Ella,1,w
Eddy,1,m
Elsa,1,w
Edgar,1,m
Emelie,1,w
Edmund,1,m
Emely-Joana,1,w
Eduard,1,m
Enny,1,w
Elia,1,m
Eny-Joyce,1,w
Elian,1,m
Erna,1,w
Eloy,1,m
Estelle,1,w
Elyas,1,m
Evelina,1,w
Emilian,1,m
Evelyn,1,w
Emilio-Pepe,1,m
Fanny,1,w
Enrico,1,m
Felicia,1,w
Eric,1,m
Fia-Marie,1,w
Ethen,1,m
Fine,1,w
Etien,1,m
Finya,1,w
Fabiano,1,m
Finya-Elke,1,w
Fernando,1,m
Francine,1,w
Fiete,1,m
Fränzi,1,w
Finnley,1,m
Geneviève,1,w
Finnyard,1,m
Germaine,1,w
Flo,1,m
Gheorghina-Cipriana,1,w
Franz,1,m
Gia,1,w
Frederick,1,m
Gillian,1,w
Frederik,1,m
Gülizar,1,w
Fridolin,1,m
Hadidsha,1,w
Frieder,1,m
Haley,1,w
Fynn-Luca,1,m
Han,1,w
Gia,1,m
Hanka,1,w
Gleb,1,m
Hanne,1,w
Günter,1,m
Hayley,1,w
Hagen,1,m
Heike,1,w
Halil,1,m
Helen,1,w
Hamdi,1,m
Helene,1,w
Hannes,1,m
Helin,1,w
Hayden,1,m
Hope,1,w
Heinrich,1,m
Ida,1,w
Helmut,1,m
Idun,1,w
Hendrik,1,m
Irma,1,w
Henric,1,m
Jacey,1,w
Herbert,1,m
Jacqueline,1,w
Hugo,1,m
Jaina,1,w
Hussain,1,m
Janey,1,w
Huy,1,m
Jarka,1,w
Ibrahim,1,m
Jasmin,1,w
Ilias,1,m
Jasmin-Kimberly,1,w
Ilja,1,m
Jeannette,1,w
Immanuel-Lorian,1,m
Jeannie,1,w
Jace,1,m
Jeraldine,1,w
Jaden,1,m
Jette,1,w
Jan-Peter,1,m
Jillian,1,w
Janic,1,m
Jo,1,w
Janik,1,m
Joleen,1,w
Janne,1,m
Jolyne,1,w
Janur,1,m
Jorden,1,w
Jaron,1,m
Josephin,1,w
Jasin,1,m
Josephyne,1,w
Jay,1,m
Josie,1,w
Jaylon,1,m
July,1,w
Jean-Luca,1,m
Juno,1,w
Jeremy,1,m
Juny,1,w
Jessety,1,m
Karlotta,1,w
Jeylaani,1,m
Karolina,1,w
Jochen,1,m
Kathrine,1,w
Johan,1,m
Katja,1,w
Johnethin,1,m
Kiana,1,w
Johnny,1,m
Kiara,1,w
Jordan,1,m
Kimberley,1,w
Jorden,1,m
Kimberly,1,w
Junior,1,m
Kristiana,1,w
Junis,1,m
Ksenia,1,w
Jürgen,1,m
Lara-Julie,1,w
Karlo,1,m
Laura-Sophie,1,w
Karsten,1,m
Lea-Chayenne,1,w
Kasimir,1,m
Lea-Sophie,1,w
Kenley,1,m
Leah,1,w
Khang,1,m
Leja,1,w
Khôi,1,m
Lene,1,w
