vorname,anzahl,geschlecht
Marie,71,w
Sophie,55,w
Elias,42,m
Charlotte,36,w
Maria,35,w
Luise,34,w
Alexander,31,m
Emilia,31,w
Paul,29,m
Mia,29,w
Ben,27,m
Maximilian,26,m
Jonas,25,m
Leon,25,m
Luca,25,m
Emma,24,w
Anton,24,m
Sophia,24,w
Felix,24,m
Noah,24,m
Johanna,23,w
Jakob,23,m
Jonathan,23,m
Anna,21,w
Finn,21,m
Oskar,20,m
Lena,19,w
Emil,19,m
Helene,18,w
David,18,m
Liam,18,m
Hannah,17,w
Joel,17,m
Lukas,17,m
Max,17,m
Ella,16,w
Emily,16,w
Julian,16,m
Louis,16,m
Moritz,16,m
Elisabeth,15,w
Martha,15,w
Benjamin,15,m
Lina,14,w
Lucia,14,w
Pauline,14,w
Florian,14,m
Johann,14,m
Paula,13,w
Carl,13,m
Henry,13,m
Julius,13,m
Leonard,13,m
Michael,13,m
Rafael,13,m
Vincent,13,m
Amelie,12,w
Frieda,12,w
Greta,12,w
Helena,12,w
Josephine,12,w
Julia,12,w
Lea,12,w
Luisa,12,w
Sarah,12,w
Gabriel,12,m
Jan,12,m
Elisa,11,w
Hanna,11,w
Erik,11,m
Laura,11,w
Friedrich,11,m
Leonie,11,w
Johannes,11,m
Maja,11,w
Ole,11,m
Marlene,11,w
Raphael,11,m
Theodor,11,m
Tim,11,m
Fiona,10,w
Lara,10,w
Leni,10,w
Samuel,10,m
Lia,10,w
Melina,10,w
Victoria,10,w
Adrian,9,m
Ali,9,m
Daniel,9,m
Amy,9,w
Frederik,9,m
Ava,9,w
Gustav,9,m
Clara,9,w
Joshua,9,m
Isabelle,9,w
Levi,9,m
Klara,9,w
Lucas,9,m
Mira,9,w
Luis,9,m
Mika,9,m
Niklas,9,m
Otto,9,m
Philipp,9,m
Richard,9,m
Tobias,9,m
Alina,8,w
Alma,8,w
Antonia,8,w
Frida,8,w
Katharina,8,w
Magdalena,8,w
Nele,8,w
Clemens,8,m
Damian,8,m
Dean,8,m
Jayden,8,m
Konstantin,8,m
Mats,8,m
Maxim,8,m
Milan,8,m
Oliver,8,m
Peter,8,m
Robin,8,m
Valentin,8,m
Amelia,7,w
Ida,7,w
Jasmin,7,w
Louise,7,w
Matilda,7,w
Maya,7,w
Merle,7,w
Mina,7,w
Nora,7,w
Pia,7,w
Rosalie,7,w
Aaron,7,m
Arthur,7,m
Bruno,7,m
Dominik,7,m
Fritz,7,m
Jason,7,m
Jasper,7,m
Lennox,7,m
Martin,7,m
Nils,7,m
Alva,6,w
Carlotta,6,w
Elena,6,w
Finja,6,w
Isabel,6,w
Joleen,6,w
Lotta,6,w
Mathilda,6,w
Melek,6,w
Miriam,6,w
Nicole,6,w
Christian,6,m
Rosa,6,w
Emilio,6,m
Ruth,6,w
Fabian,6,m
Selma,6,w
Janosch,6,m
Sofia,6,w
Justus,6,m
Zeynep,6,w
Leo,6,m
Linus,6,m
Marcel,6,m
Matteo,6,m
Pepe,6,m
Sebastian,6,m
Simon,6,m
Thomas,6,m
Tom,6,m
Tristan,6,m
Wilhelm,6,m
Alexandra,5,w
Aurelia,5,w
Elise,5,w
Emilie,5,w
Eva,5,w
Isabella,5,w
Lilly,5,w
Lisa,5,w
Lucy,5,w
Mara,5,w
Mila,5,w
Adam,5,m
Milana,5,w
Amon,5,m
Milla,5,w
August,5,m
Nina,5,w
Berat,5,m
Zoe,5,w
Béla,5,m
Diego,5,m
Emanuel,5,m
Fynn,5,m
Hans,5,m
Jamie,5,m
John,5,m
Josef,5,m
Karl,5,m
Kasimir,5,m
Konrad,5,m
Luka,5,m
Magnus,5,m
Malik,5,m
Maria,5,m
Neo,5,m
Pascal,5,m
Roman,5,m
Theo,5,m
Thies,5,m
Tyler,5,m
Volker,5,m
Willi,5,m
Amina,4,w
Amélie,4,w
Anastasia,4,w
Anne,4,w
Celina,4,w
Christina,4,w
Ela,4,w
Elina,4,w
Esther,4,w
Fabienne,4,w
Fatima,4,w
Florentine,4,w
Jade,4,w
Joline,4,w
Josefine,4,w
Joy,4,w
Karin,4,w
Karlotta,4,w
Lana,4,w
Linda,4,w
Louisa,4,w
Luca,4,w
Lucie,4,w
Antonio,4,m
Luna,4,w
Arne,4,m
Luz,4,w
Arno,4,m
Malin,4,w
Can,4,m
Meike,4,w
Carlo,4,m
Michelle,4,w
Christoph,4,m
Milena,4,w
Constantin,4,m
Sabine,4,w
Ferdinand,4,m
Soraya,4,w
Frank,4,m
Tilda,4,w
Franz,4,m
Valentina,4,w
Hannes,4,m
Viktoria,4,w
Jacob,4,m
Janne,4,m
Jesper,4,m
Lasse,4,m
Lennard,4,m
Luke,4,m
Mario,4,m
Markus,4,m
Marlon,4,m
Mateo,4,m
Matti,4,m
Mattis,4,m
Nero,4,m
Noel,4,m
Oscar,4,m
Phileas,4,m
Philip,4,m
Ruben,4,m
Ryan,4,m
Till,4,m
Uwe,4,m
William,4,m
Aaliyah,3,w
Ana,3,w
Annika,3,w
Ashley,3,w
Ayla,3,w
Carina,3,w
Caroline,3,w
Cecilia,3,w
Ceylin,3,w
Chiara,3,w
Dilara,3,w
Edith,3,w
Eleni,3,w
Elsa,3,w
Emmi,3,w
Fatma,3,w
Felicia,3,w
Freya,3,w
Friederike,3,w
Gabriele,3,w
Irene,3,w
Irma,3,w
Ahmed,3,m
Jane,3,w
Andreas,3,m
Jill,3,w
Angelo,3,m
Jolie,3,w
Artur,3,m
Jolien,3,w
Aurel,3,m
Jolina,3,w
Benedikt,3,m
Joséphine,3,w
Casimir,3,m
Julie,3,w
Caspar,3,m
Kira,3,w
Christopher,3,m
Leah,3,w
Denis,3,m
Lene,3,w
Edgar,3,m
Leticia,3,w
Elia,3,m
Liliana,3,w
Elijah,3,m
Liya,3,w
Emilian,3,m
Lou,3,w
Emir,3,m
Lydia,3,w
Eric,3,m
Lynn,3,w
Georg,3,m
Malina,3,w
Günther,3,m
Margarethe,3,w
Harry,3,m
Marleen,3,w
Heinrich,3,m
Mathea,3,w
Heinz,3,m
Mathilde,3,w
Hermann,3,m
Matilde,3,w
Hugo,3,m
May,3,w
Ilja,3,m
Mayla,3,w
James,3,m
Mayra,3,w
Janko,3,m
Medina,3,w
Jeremy,3,m
Melinda,3,w
Joseph,3,m
Minna,3,w
Justin,3,m
Naomi,3,w
Nayla,3,w
Kilian,3,m
Nur,3,w
Klaus,3,m
Olivia,3,w
Kurt,3,m
Paulina,3,w
Leander,3,m
Philine,3,w
Leandro,3,m
Rita,3,w
Lennart,3,m
Robin,3,w
Leonhard,3,m
Ronja,3,w
Leopold,3,m
Sara,3,w
Levin,3,m
Silvia,3,w
Lian,3,m
Simone,3,w
Lino,3,m
Skyla,3,w
Lio,3,m
Stella,3,w
Lionel,3,m
Svea,3,w
Malte,3,m
Tanja,3,w
Manuel,3,m
Thea,3,w
Marc,3,m
Tuana,3,w
Matheo,3,m
Vida,3,w
Matthias,3,m
Yara,3,w
Maurice,3,m
Yasmin,3,w
Merlin,3,m
Ylvi,3,w
Mikail,3,m
Yuna,3,w
Milo,3,m
Zelal,3,w
Mio,3,m
Mohammed,3,m
Muhammed,3,m
Nico,3,m
Nicolas,3,m
René,3,m
Sam,3,m
Singh,3,m
Taylor,3,m
Titus,3,m
Yunus,3,m
Ada,2,w
Aimée,2,w
Alara,2,w
Alena,2,w
Alicia,2,w
Alisa,2,w
Amalia,2,w
Amalie,2,w
Amaya,2,w
Amira,2,w
Angel,2,w
Angelie,2,w
Angelika,2,w
Ahmet,2,m
Annabell,2,w
Aidan,2,m
Annalena,2,w
