vorname,anzahl,geschlecht
Sophie,23,w
Paul,17,m
Marie,16,w
Luca,15,m
Maximilian,14,m
Charlotte,13,w
Emilia,13,w
Mia,13,w
Leon,12,m
Maria,12,w
Alexander,11,m
Emily,11,w
Felix,10,m
Oskar,10,m
Julian,9,m
Luise,9,w
Niklas,9,m
Pia,9,w
Noah,9,m
Tim,9,m
Amy,8,w
Leonie,8,w
Finn,8,m
Jonas,8,m
Louis,8,m
Max,8,m
Anna,7,w
Hannah,7,w
Melina,7,w
Nele,7,w
Daniel,7,m
Emil,7,m
John,7,m
Tyler,7,m
Amelie,6,w
David,6,m
Florian,6,m
Jayden,6,m
Lukas,6,m
Mika,6,m
Nils,6,m
Sebastian,6,m
Alexandra,5,w
Emma,5,w
Johanna,5,w
Laura,5,w
Louisa,5,w
Sofia,5,w
Ben,5,m
Damian,5,m
Elias,5,m
Eric,5,m
Joel,5,m
Lennox,5,m
Luis,5,m
Moritz,5,m
Ole,5,m
Tom,5,m
Alina,4,w
Amélie,4,w
Annabell,4,w
Clara,4,w
Helene,4,w
Isabell,4,w
Lara,4,w
Lisa,4,w
Mathilda,4,w
Michelle,4,w
Ronja,4,w
Sarah,4,w
Stella,4,w
Vanessa,4,w
Andreas,4,m
Zoe,4,w
Bastian,4,m
Erik,4,m
Jan,4,m
Jannik,4,m
Jeremy,4,m
Jonathan,4,m
Lucas,4,m
Marlon,4,m
Michael,4,m
Raphael,4,m
Alice,3,w
Amelia,3,w
Anni,3,w
Elisa,3,w
Fabienne,3,w
Frida,3,w
Helena,3,w
Ida,3,w
Jana,3,w
Jasmin,3,w
Adrian,3,m
Joleen,3,w
André,3,m
Lea,3,w
Antonio,3,m
Lena,3,w
Arthur,3,m
Lucy,3,w
Christian,3,m
Luisa,3,w
Dean,3,m
Malia,3,w
Dwayne,3,m
Milena,3,w
Fabian,3,m
Rosalie,3,w
Finley,3,m
Samantha,3,w
Fynn,3,m
Samira,3,w
James,3,m
Saskia,3,w
Jamie,3,m
Sophia,3,w
Jason,3,m
Summer,3,w
Jasper,3,m
Viktoria,3,w
Julius,3,m
Karim,3,m
Leo,3,m
Liam,3,m
Luka,3,m
Matteo,3,m
Nathan,3,m
Pascal,3,m
Pepe,3,m
René,3,m
Rocco,3,m
Ryan,3,m
Simon,3,m
Timo,3,m
Tino,3,m
Aaliyah,2,w
Alexis,2,w
Anastasia,2,w
Annabella,2,w
Carolin,2,w
Caroline,2,w
Celina,2,w
Chayenne,2,w
Darleen,2,w
Elaina,2,w
Eleonore,2,w
Ella,2,w
Estelle,2,w
Evelyn,2,w
Felina,2,w
Aaron,2,m
Finja,2,w
Anthony,2,m
Fiona,2,w
Anton,2,m
Han,2,w
Bela,2,m
Hanna,2,w
Benjamin,2,m
Isabella,2,w
Brooklyn,2,m
Jane,2,w
Can,2,m
Jenny,2,w
Carlo,2,m
Jolina,2,w
Conner,2,m
Josefine,2,w
Danilo,2,m
Josephine,2,w
Darian,2,m
Julia,2,w
Devin,2,m
Juna,2,w
Dieter,2,m
Katharina,2,w
Erwin,2,m
Kerstin,2,w
Finnley,2,m
Kiara,2,w
Franz,2,m
Kimberly,2,w
Friedrich,2,m
Klara,2,w
Georg,2,m
Larissa,2,w
Gordon,2,m
Leni,2,w
Hans,2,m
Leonora,2,w
Henry,2,m
Lia,2,w
Hoang,2,m
Liana,2,w
Jacob,2,m
Lilly,2,w
Johann,2,m
Lily,2,w
Joshua,2,m
Lina,2,w
Julien,2,m
Linda,2,w
Kasimir,2,m
Lisbet,2,w
Kurt,2,m
Liselotte,2,w
Leandro,2,m
Luana,2,w
Leif,2,m
Martha,2,w
Leonidas,2,m
Matilda,2,w
Luke,2,m
Melissa,2,w
Manfred,2,m
Mila,2,w
Mark,2,m
Mina,2,w
Martin,2,m
Mira,2,w
Marvin,2,m
Miriam,2,w
Mathias,2,m
Monika,2,w
Matthew,2,m
My,2,w
Maurice,2,m
Neele,2,w
Milan,2,m
Nikita,2,w
Nico,2,m
Olivia,2,w
Owen,2,m
Paula,2,w
Philipp,2,m
Pauline,2,w
Robert,2,m
Rosa,2,w
Robin,2,m
Saphira,2,w
Ruslan,2,m
Valentina,2,w
Sam,2,m
Zoey,2,w
Sascha,2,m
Zoé,2,w
Tayler,2,m
Taylor,2,m
Terence,2,m
Theo,2,m
