vorname,anzahl,geschlecht
Marie,66,w
Sophie,55,w
Luca,42,m
Alexander,41,m
Emma,36,w
Paul,34,m
Charlotte,34,w
Mia,34,w
Sophia,34,w
Maximilian,33,m
Emily,29,w
Emil,28,m
Jonas,28,m
Felix,27,m
Emilia,27,w
Elias,26,m
Oskar,26,m
Moritz,25,m
Lina,24,w
Leon,24,m
Maria,21,w
Anton,21,m
Noah,21,m
Johanna,20,w
Erik,20,m
Tim,20,m
Anna,19,w
Lara,19,w
Leonie,18,w
Finn,18,m
Louis,18,m
Lilly,17,w
Pia,17,w
Max,17,m
Ella,16,w
Laura,16,w
Ben,16,m
Florian,16,m
Joel,16,m
Lukas,16,m
Elisabeth,15,w
Jasmin,15,w
Josephine,15,w
Lea,15,w
John,15,m
Luise,15,w
Lennox,15,m
Nele,15,w
Benjamin,14,m
Alina,14,w
Daniel,14,m
Julia,14,w
Jakob,14,m
Melina,14,w
Theodor,14,m
Lena,13,w
Leo,13,m
Liam,13,m
Niklas,13,m
Fabienne,12,w
Hanna,12,w
Hannah,12,w
Adrian,12,m
Lisa,12,w
Jamie,12,m
Marlene,12,w
Lennard,12,m
Philipp,12,m
Theo,12,m
Vincent,12,m
Alexandra,11,w
Frieda,11,w
Helene,11,w
Katharina,11,w
David,11,m
Luisa,11,w
Fynn,11,m
Sofia,11,w
Jayden,11,m
Julian,11,m
Karl,11,m
Michael,11,m
Oliver,11,m
Raphael,11,m
Matilda,10,w
Mira,10,w
Rosa,10,w
Christian,10,m
Fabian,10,m
Friedrich,10,m
Linus,10,m
Luis,10,m
Mika,10,m
Nils,10,m
Pascal,10,m
Clara,9,w
Greta,9,w
Isabella,9,w
Paula,9,w
Valentina,9,w
Zoe,9,w
James,9,m
Johann,9,m
Matteo,9,m
Maxim,9,m
Ole,9,m
Peter,9,m
Richard,9,m
Samuel,9,m
Tobias,9,m
Amelie,8,w
Elena,8,w
Helena,8,w
Julie,8,w
Mathilda,8,w
Maya,8,w
Aaron,8,m
Arthur,8,m
Henri,8,m
Matheo,8,m
Mats,8,m
Finja,7,w
Frida,7,w
Kimberly,7,w
Louisa,7,w
Maja,7,w
Mila,7,w
Pauline,7,w
Stella,7,w
Vanessa,7,w
Victoria,7,w
Zoé,7,w
Carl,7,m
Dominik,7,m
Gabriel,7,m
Gustav,7,m
Julien,7,m
Julius,7,m
Leonard,7,m
Matti,7,m
Nico,7,m
Noel,7,m
Pepe,7,m
Simon,7,m
Amalia,6,w
Elise,6,w
Ida,6,w
Leni,6,w
Lia,6,w
Lilli,6,w
Lynn,6,w
Magdalena,6,w
Nina,6,w
Viktoria,6,w
Anthony,6,m
Damian,6,m
Eric,6,m
Fritz,6,m
Hans,6,m
Jonathan,6,m
Juri,6,m
Konstantin,6,m
Lucas,6,m
Mike,6,m
Phil,6,m
Philip,6,m
Sam,6,m
Till,6,m
Toni,6,m
Valentin,6,m
Willi,6,m
Amy,5,w
Amélie,5,w
Antonia,5,w
Celina,5,w
Chiara,5,w
Felicia,5,w
Isabell,5,w
Joleen,5,w
Kim,5,w
Kira,5,w
Klara,5,w
Linda,5,w
Lucy,5,w
Luna,5,w
Martha,5,w
Melinda,5,w
Melissa,5,w
Mina,5,w
Miriam,5,w
Neele,5,w
Ngọc,5,w
An,5,m
Nicole,5,w
Anh,5,m
Olivia,5,w
Antonio,5,m
Rosalie,5,w
Bao,5,m
Rose,5,w
Bela,5,m
Samantha,5,w
Christopher,5,m
Samira,5,w
Connor,5,m
Sara,5,w
Dean,5,m
Emilio,5,m
Ferdinand,5,m
Georg,5,m
Günter,5,m
Henry,5,m
Jan,5,m
Jannis,5,m
Jerome,5,m
Johannes,5,m
Klaus,5,m
Leopold,5,m
Levin,5,m
Lian,5,m
Lutz,5,m
Minh,5,m
Nick,5,m
Rafael,5,m
Taylor,5,m
Til,5,m
Tom,5,m
Tony,5,m
Uwe,5,m
Werner,5,m
William,5,m
Alicia,4,w
Alissa,4,w
Anh,4,w
Elli,4,w
Emelie,4,w
Erika,4,w
Eva,4,w
Friederike,4,w
Fritzi,4,w
Isabelle,4,w
Jane,4,w
Jolie,4,w
Lieselotte,4,w
Louise,4,w
Marleen,4,w
Merle,4,w
Nora,4,w
Paulina,4,w
Romy,4,w
Ronja,4,w
Svenja,4,w
Zoey,4,w
Adam,4,m
Albert,4,m
André,4,m
Benno,4,m
Bruno,4,m
Christoph,4,m
Collin,4,m
Constantin,4,m
Domenik,4,m
Edgar,4,m
Etienne,4,m
Frederik,4,m
Hannes,4,m
Jack,4,m
Jacob,4,m
Jason,4,m
Joshua,4,m
Kai,4,m
Kevin,4,m
Kurt,4,m
Laurin,4,m
Lennart,4,m
Levi,4,m
Luka,4,m
Maik,4,m
Malte,4,m
Mario,4,m
Marten,4,m
Martin,4,m
Mateo,4,m
Milan,4,m
Oscar,4,m
Otto,4,m
Phillip,4,m
Pierre,4,m
Ryan,4,m
Sebastian,4,m
Thomas,4,m
Tristan,4,m
Walter,4,m
Adelina,3,w
Alice,3,w
Amely,3,w
Amina,3,w
Anastasia,3,w
Angelina,3,w
Annabelle,3,w
Anni,3,w
Arina,3,w
Bao,3,w
Bảo,3,w
Carlotta,3,w
Caroline,3,w
Christina,3,w
Claudia,3,w
Daria,3,w
Diana,3,w
Elina,3,w
Elisa,3,w
Elsa,3,w
Evelyn,3,w
Fenja,3,w
Ha,3,w
Henriette,3,w
Hermine,3,w
Hope,3,w
Irma,3,w
Isabel,3,w
Jette,3,w
Josefine,3,w
Joy,3,w
Juliane,3,w
Lan,3,w
Larissa,3,w
Lea-Sophie,3,w
Leia,3,w
Lilian,3,w
Linh,3,w
Lucia,3,w
Malin,3,w
Mara,3,w
Mariam,3,w
Marija,3,w
Amadeus,3,m
Marlen,3,w
Andreas,3,m
