vorname,anzahl,geschlecht
Marie,119,w
Sophie,100,w
Charlotte,72,w
Maria,60,w
Emil,58,m
Maximilian,55,m
Mia,54,w
Alexander,52,m
Paul,52,m
Emma,51,w
Johanna,46,w
Anna,45,w
Felix,43,m
Emilia,42,w
Luise,40,w
Jakob,38,m
Oskar,38,m
Theodor,38,m
Anton,37,m
Luca,37,m
Helene,37,w
Ben,35,m
Elias,35,m
Elisabeth,35,w
Max,34,m
Sophia,32,w
Noah,32,m
Ella,30,w
Jonas,30,m
Louis,28,m
Frieda,27,w
Karl,27,m
Lukas,27,m
Leon,26,m
Tim,26,m
Finn,25,m
Friedrich,25,m
Vincent,25,m
Greta,24,w
Lea,23,w
Luis,23,m
Mathilda,22,w
Julian,22,m
Ole,22,m
Lena,21,w
Arthur,21,m
Clara,20,w
Hannah,20,w
Marlene,20,w
Nele,20,w
Paula,20,w
Johann,20,m
Jonathan,20,m
Moritz,20,m
Niklas,20,m
Leonie,19,w
Lina,19,w
Jan,19,m
Theo,19,m
Alma,18,w
Amelie,18,w
Elisa,18,w
Frida,18,w
Mila,18,w
David,18,m
Emily,17,w
Hanna,17,w
Maja,17,w
Adrian,17,m
Florian,17,m
Leo,17,m
Nils,17,m
Sebastian,17,m
Elise,16,w
Julia,16,w
Lara,16,w
Laura,16,w
Lilly,16,w
Erik,16,m
Paulina,16,w
Leonard,16,m
Michael,16,m
Mika,16,m
Pepe,16,m
Till,16,m
Tom,16,m
Carlotta,15,w
Helena,15,w
Lisa,15,w
Gabriel,15,m
Henry,15,m
Johannes,15,m
Julius,15,m
Peter,15,m
Antonia,14,w
Ida,14,w
Isabella,14,w
Luna,14,w
Pauline,14,w
Pia,14,w
Sarah,14,w
Theresa,14,w
Bruno,14,m
Henri,14,m
Lennox,14,m
Mats,14,m
Valentin,14,m
Wilhelm,14,m
Isabelle,13,w
Luisa,13,w
Nora,13,w
Ferdinand,13,m
Fritz,13,m
Leopold,13,m
Amalia,12,w
Klara,12,w
Lia,12,w
Martha,12,w
Victoria,12,w
Franz,12,m
Frederik,12,m
Levi,12,m
Liam,12,m
Matteo,12,m
Matti,12,m
Philipp,12,m
Raphael,12,m
Simon,12,m
Alina,11,w
Henriette,11,w
Karla,11,w
Katharina,11,w
Leni,11,w
Lotta,11,w
Matilda,11,w
Benjamin,11,m
Edgar,11,m
Jasper,11,m
Juri,11,m
Ludwig,11,m
Pascal,11,m
Sam,11,m
Carla,10,w
Emilie,10,w
Josephine,10,w
Juna,10,w
Lilli,10,w
Lotte,10,w
Lucia,10,w
Melina,10,w
Olivia,10,w
Adam,10,m
Carl,10,m
Carlo,10,m
Christian,10,m
Lasse,10,m
Leander,10,m
Lennard,10,m
Linus,10,m
Malte,10,m
Mateo,10,m
Maxim,10,m
Milan,10,m
Timo,10,m
Friederike,9,w
Josefine,9,w
Mara,9,w
Maya,9,w
Melissa,9,w
Mina,9,w
Mira,9,w
Ronja,9,w
Rosalie,9,w
Sofia,9,w
Aaron,9,m
Arne,9,m
Constantin,9,m
Eric,9,m
Fabian,9,m
Hannes,9,m
Heinrich,9,m
Joshua,9,m
Justus,9,m
Konstantin,9,m
Marlon,9,m
Oscar,9,m
Otto,9,m
Piet,9,m
Richard,9,m
Samuel,9,m
Til,9,m
Tobias,9,m
Alexandra,8,w
Annabell,8,w
Florentine,8,w
Jette,8,w
Julie,8,w
Louise,8,w
Lucy,8,w
Sofie,8,w
Valentina,8,w
Alfred,8,m
Andreas,8,m
August,8,m
Bela,8,m
Carlos,8,m
Hugo,8,m
Ian,8,m
Jannis,8,m
Joel,8,m
Julien,8,m
Martin,8,m
Oliver,8,m
René,8,m
Robert,8,m
Willi,8,m
Anouk,7,w
Finja,7,w
Jolie,7,w
Karlotta,7,w
Louisa,7,w
Lucie,7,w
Malina,7,w
Mariella,7,w
Rosa,7,w
Stella,7,w
Viktoria,7,w
Benedikt,7,m
Christoph,7,m
Collin,7,m
Erwin,7,m
Frank,7,m
Fynn,7,m
Gustav,7,m
Jacob,7,m
Luke,7,m
Matthias,7,m
Milo,7,m
Nico,7,m
Philip,7,m
Thomas,7,m
Toni,7,m
Victor,7,m
William,7,m
Alice,6,w
Ava,6,w
Barbara,6,w
Flora,6,w
Jasmin,6,w
Lou,6,w
Magdalena,6,w
Malin,6,w
Melia,6,w
Melinda,6,w
Milena,6,w
Rose,6,w
Sara,6,w
Zoe,6,w
Zoé,6,w
Albert,6,m
Dean,6,m
Emilian,6,m
Georg,6,m
Hans,6,m
Jason,6,m
Josef,6,m
Kilian,6,m
Klaus,6,m
Kurt,6,m
Marcel,6,m
Mio,6,m
Neo,6,m
Rafael,6,m
Amy,5,w
Annika,5,w
Christine,5,w
Claudia,5,w
Elaine,5,w
Elena,5,w
Erika,5,w
Eva,5,w
Fabienne,5,w
Felicitas,5,w
Fiona,5,w
Isabel,5,w
Joleen,5,w
Jolin,5,w
Jolina,5,w
Laila,5,w
Marleen,5,w
Marlen,5,w
Mathilde,5,w
Nina,5,w
Tabea,5,w
Toni,5,w
Ursula,5,w
Wilma,5,w
Yuna,5,w
Armin,5,m
Bastian,5,m
Bennet,5,m
Damian,5,m
Daniel,5,m
Dominik,5,m
Fiete,5,m
Helmut,5,m
Hermann,5,m
Jakub,5,m
James,5,m
Jamie,5,m
John,5,m
Jona,5,m
Jonah,5,m
Konrad,5,m
Lennart,5,m
Levin,5,m
Lionel,5,m
Mads,5,m
Magnus,5,m
Mattis,5,m
Michel,5,m
Nick,5,m
Noel,5,m
Phil,5,m
Rainer,5,m
Robin,5,m
Stefan,5,m
Tamme,5,m
Willy,5,m
Ada,4,w
Anke,4,w
Annemarie,4,w
Charlotta,4,w
Cleo,4,w
Elea,4,w
Elenor,4,w
Elin,4,w
Elina,4,w
Elsa,4,w
Felice,4,w
Felicia,4,w
Fritzi,4,w
Henrike,4,w
Jara,4,w
Jolien,4,w
Joline,4,w
Joyce,4,w
Kerstin,4,w
Lana,4,w
Lene,4,w
Lilia,4,w
Lisbeth,4,w
Liv,4,w
Livia,4,w
Lynn,4,w
Mascha,4,w
Merle,4,w
Milla,4,w
Minna,4,w
Miriam,4,w
Mona,4,w
Monika,4,w
Neele,4,w
Nelly,4,w
Romy,4,w
Ruth,4,w
Samira,4,w
Stine,4,w
Aiden,4,m
Vivien,4,w
Amadeus,4,m
Wilhelmine,4,w
Antoni,4,m
Ylvi,4,w
Aron,4,m
Zoey,4,w
Axel,4,m
Bernhard,4,m
Bo,4,m
Béla,4,m
Caspar,4,m
Colin,4,m
Erich,4,m
Finley,4,m
Henrik,4,m
Ilja,4,m
Jannes,4,m
Jannik,4,m
Janosch,4,m
Johan,4,m
Lenny,4,m
Leonas,4,m
Lian,4,m
Lucas,4,m
Manuel,4,m
Marco,4,m
Markus,4,m
Nino,4,m
Ruben,4,m
Thore,4,m
Walter,4,m
Werner,4,m
Willem,4,m
Abigail,3,w
Adele,3,w
Alea,3,w
Alessandra,3,w
Alva,3,w
Amelia,3,w
Amélie,3,w
Anita,3,w
Annabelle,3,w
Anne,3,w
Anni,3,w
Aurelia,3,w
Carolin,3,w
Caroline,3,w
Celine,3,w
Charlott,3,w
Christina,3,w
Dorothea,3,w
Edith,3,w
Eleanor,3,w
Elfriede,3,w
Ellen,3,w
Elli,3,w
Elly,3,w
Emelie,3,w
Emely,3,w
Estelle,3,w
Ali,3,m
Evelin,3,w
Amir,3,m
Evelyn,3,w
André,3,m
Filippa,3,w
Angelo,3,m
Fine,3,w
Arno,3,m
Gerda,3,w
Arvid,3,m
Gisela,3,w
Benno,3,m
Haylie,3,w
Bernd,3,m
Heidi,3,w
Casimir,3,m
Helga,3,w
Charlie,3,m
Ines,3,w
Chris,3,m
Inga,3,w
Christopher,3,m
Iva,3,w
Connor,3,m
Jana,3,w
Damon,3,m
Jennifer,3,w
Deniz,3,m
Joy,3,w
Dennis,3,m
Judith,3,w
Diego,3,m
Julika,3,w
Dieter,3,m
Kim,3,w
Eddi,3,m
Kira,3,w
Eduard,3,m
Larissa,3,w
Edward,3,m
Leandra,3,w
Egon,3,m
Leila,3,w
Elia,3,m
Lenja,3,w
Elyas,3,m
Letizia,3,w
Emanuel,3,m
Leya,3,w
Enno,3,m
Lieselotte,3,w
Enrico,3,m
Lilou,3,w
Fabio,3,m
Lily,3,w
Gerd,3,m
Linda,3,w
Gregor,3,m
Lola,3,w
Henning,3,m
Luana,3,w
Herbert,3,m
Madita,3,w
Hubert,3,m
Maila,3,w
Jaro,3,m
Malia,3,w
Joris,3,m
Malou,3,w
