vorname,anzahl,geschlecht
Sophie,27,w
Alexander,21,m
Charlotte,21,w
Marie,21,w
Paul,19,m
Jonas,17,m
Anton,13,m
Emilia,13,w
Luca,13,m
Mia,13,w
Maximilian,13,m
Emil,12,m
Erik,12,m
Ben,11,m
Benjamin,11,m
Felix,11,m
Emily,10,w
Luisa,10,w
Paula,10,w
Tim,10,m
Emma,9,w
Luise,9,w
Leon,9,m
Louis,9,m
Greta,8,w
Helene,8,w
Johanna,8,w
Leonie,8,w
Fabian,8,m
Sophia,8,w
Max,8,m
Vincent,8,m
Ida,7,w
Katharina,7,w
Finn,7,m
Laura,7,w
Friedrich,7,m
Lisa,7,w
Henry,7,m
Maria,7,w
Karl,7,m
Marlene,7,w
Leonard,7,m
Nora,7,w
Lukas,7,m
Martin,7,m
Mika,7,m
Oskar,7,m
Antonia,6,w
Fiona,6,w
Jasmin,6,w
Josephine,6,w
Andreas,6,m
Lea,6,w
Florian,6,m
Leni,6,w
John,6,m
Lilly,6,w
Julius,6,m
Lina,6,w
Konstantin,6,m
Magdalena,6,w
Lennox,6,m
Mathilda,6,w
Malte,6,m
Mina,6,w
Matteo,6,m
Pia,6,w
Milan,6,m
Moritz,6,m
Ole,6,m
Oscar,6,m
Peter,6,m
Thomas,6,m
Amelie,5,w
Anna,5,w
Elisa,5,w
Elisabeth,5,w
Ella,5,w
Eva,5,w
Arthur,5,m
Hanna,5,w
Carl,5,m
Hannah,5,w
Henri,5,m
Helena,5,w
Johannes,5,m
Lara,5,w
Niklas,5,m
Lotta,5,w
Lucy,5,w
Merle,5,w
Stella,5,w
Zoe,5,w
David,4,m
Elias,4,m
Emilio,4,m
Eric,4,m
Georg,4,m
Annika,4,w
Jaden,4,m
Carla,4,w
Jakob,4,m
Elsa,4,w
Janosch,4,m
Emilie,4,w
Johann,4,m
Isabella,4,w
Julian,4,m
Karla,4,w
Lennard,4,m
Klara,4,w
Leonardo,4,m
Lena,4,w
Leopold,4,m
Malin,4,w
Matheo,4,m
Nele,4,w
Noah,4,m
Ronja,4,w
Otto,4,m
Rose,4,w
Pepe,4,m
Valentina,4,w
Philipp,4,m
Richard,4,m
Theo,4,m
Theodor,4,m
Till,4,m
Tom,4,m
Valentin,4,m
Wilhelm,4,m
Yannick,4,m
Alice,3,w
Alma,3,w
Clara,3,w
Elise,3,w
Florentine,3,w
Franziska,3,w
Frida,3,w
Frieda,3,w
Isabelle,3,w
Arvid,3,m
Lila,3,w
Bruno,3,m
Linda,3,w
Cedric,3,m
Lotte,3,w
Christian,3,m
Lou,3,w
Christopher,3,m
Luna,3,w
Constantin,3,m
Maja,3,w
Fritz,3,m
Margarethe,3,w
Fynn,3,m
Marianne,3,w
Gabriel,3,m
Maya,3,w
Ian,3,m
Melina,3,w
Jayden,3,m
Michelle,3,w
Jerome,3,m
Milla,3,w
Joel,3,m
Minna,3,w
Jonathan,3,m
Pauline,3,w
Julien,3,m
Rosa,3,w
Levi,3,m
Sofia,3,w
Liam,3,m
Linus,3,m
Luis,3,m
Mats,3,m
Mattis,3,m
Nico,3,m
Nils,3,m
Noel,3,m
Oliver,3,m
Phillip,3,m
Robert,3,m
Robin,3,m
Sam,3,m
Simon,3,m
Timo,3,m
Tobias,3,m
Amalia,2,w
Amina,2,w
Amy,2,w
Angelina,2,w
Aurelia,2,w
Barbara,2,w
Daniela,2,w
Eleanor,2,w
Elena,2,w
Felicitas,2,w
Francesca,2,w
Fritzi,2,w
Gisela,2,w
Helen,2,w
Henriette,2,w
Hermine,2,w
Aaron,2,m
Isabell,2,w
Anthony,2,m
Jana,2,w
Antonio,2,m
Joleen,2,w
Bennet,2,m
Jolien,2,w
Béla,2,m
Jolina,2,w
Cody,2,m
Joline,2,w
Colin,2,m
Josefine,2,w
Dean,2,m
Juli,2,w
Dominik,2,m
Karlotta,2,w
Eddie,2,m
Lenja,2,w
Emilian,2,m
Letizia,2,w
Enno,2,m
Louise,2,w
Erich,2,m
Madita,2,w
Finley,2,m
Mara,2,w
Flynn,2,m
Margaretha,2,w
Frank,2,m
Matilda,2,w
Hannes,2,m
Maxi,2,w
Henrik,2,m
Melody,2,w
Hugo,2,m
Mila,2,w
Jack,2,m
Milaine,2,w
Jacob,2,m
Mira,2,w
Jan,2,m
Monika,2,w
Jannis,2,m
Neele,2,w
Jaro,2,m
Nicole,2,w
Joris,2,m
Philine,2,w
Juri,2,m
Romy,2,w
Jörg,2,m
Rosalie,2,w
Jürgen,2,m
Runa,2,w
Kai,2,m
Scarlett,2,w
Tamina,2,w
Kevin,2,m
Theodora,2,w
Klaus,2,m
Thi,2,w
Kurt,2,m
Vivien,2,w
Lennart,2,m
Lenny,2,m
Leonidas,2,m
Lewin,2,m
Lucas,2,m
Mailo,2,m
Manuel,2,m
Marcel,2,m
Marcus,2,m
Mark,2,m
Marvin,2,m
Mateo,2,m
Mathias,2,m
Maurice,2,m
Milo,2,m
Mio,2,m
Miro,2,m
