vorname,anzahl,geschlecht
Sophie,23,w
Alexander,21,m
Marie,21,w
Luca,13,m
Noah,12,m
Emilia,11,w
Oskar,10,m
Charlotte,10,w
Elias,9,m
Emma,9,w
Felix,9,m
Lena,9,w
Maximilian,9,m
Luisa,9,w
Paul,9,m
Maria,9,w
Mia,9,w
Jakob,8,m
Anna,8,w
Lara,8,w
Sophia,8,w
Anton,7,m
Benjamin,7,m
Daniel,7,m
Friedrich,7,m
Antonia,7,w
Johannes,7,m
Johanna,7,w
Julian,7,m
Clara,6,w
Fabian,6,m
Eva,6,w
Fynn,6,m
Lea,6,w
Gabriel,6,m
Leonie,6,w
Julius,6,m
Mila,6,w
Leon,6,m
Sarah,6,w
Lukas,6,m
Valentina,6,w
Valentin,6,m
Victoria,6,w
Jonas,5,m
Alina,5,w
Michael,5,m
Amalia,5,w
Philipp,5,m
Amelie,5,w
Julia,5,w
Laura,5,w
Ben,4,m
Emil,4,m
Henri,4,m
Carlotta,4,w
Henry,4,m
Elena,4,w
Jan,4,m
Elisa,4,w
Justus,4,m
Elisabeth,4,w
Karl,4,m
Emily,4,w
Lennard,4,m
Florentine,4,w
Lennox,4,m
Frida,4,w
Levi,4,m
Greta,4,w
Liam,4,m
Hannah,4,w
Max,4,m
Helena,4,w
Mika,4,m
Isabel,4,w
Niklas,4,m
Isabella,4,w
Robert,4,m
Lia,4,w
Samuel,4,m
Lilly,4,w
Luise,4,w
Magdalena,4,w
Marlene,4,w
Melina,4,w
Sofia,4,w
Stella,4,w
Susanne,4,w
Adam,3,m
Adrian,3,m
Carl,3,m
Caspar,3,m
Constantin,3,m
Damian,3,m
Finn,3,m
Florian,3,m
Alexandra,3,w
Fritz,3,m
Carmen,3,w
Jannis,3,m
Ella,3,w
Johann,3,m
Emilie,3,w
Jonathan,3,m
Frieda,3,w
Konstantin,3,m
Helene,3,w
Leander,3,m
Josephine,3,w
Leo,3,m
Juli,3,w
Leonard,3,m
Katharina,3,w
Leonidas,3,m
Lucia,3,w
Louis,3,m
Mara,3,w
Ludwig,3,m
Mariella,3,w
Marc,3,m
Olivia,3,w
Mats,3,m
Rose,3,w
Nikita,3,m
Soraya,3,w
Oliver,3,m
Peter,3,m
Philip,3,m
Rafael,3,m
Richard,3,m
Simon,3,m
Theodor,3,m
Tim,3,m
Vladimir,3,m
Wilhelm,3,m
Adele,2,w
Almina,2,w
Anastasia,2,w
Auguste,2,w
Aurelia,2,w
Benita,2,w
Caroline,2,w
Christa,2,w
Christina,2,w
Deborah,2,w
Alexandrovič,2,m
Elise,2,w
Alfred,2,m
Elizaveta,2,w
Antonio,2,m
Erika,2,w
Aurelius,2,m
Fabienne,2,w
Benedikt,2,m
Fiona,2,w
Bennet,2,m
Hermine,2,w
Benno,2,m
Isabell,2,w
Bruno,2,m
Jasmin,2,w
David,2,m
Jennifer,2,w
Dominik,2,m
Jette,2,w
Eduard,2,m
Linda,2,w
Emanuel,2,m
Lisa,2,w
Emilian,2,m
Livia,2,w
Erik,2,m
Lotte,2,w
Finley,2,m
Luna,2,w
Georg,2,m
Lynn,2,w
Hans,2,m
Malia,2,w
Henrik,2,m
Marlen,2,w
Hermann,2,m
Matilda,2,w
Hugo,2,m
Maya,2,w
Ilan,2,m
Mayla,2,w
