vorname,anzahl,geschlecht
Marie,33,w
Sophie,26,w
Luca,19,m
Alexander,16,m
Mia,15,w
Maria,12,w
Maximilian,11,m
Lena,11,w
Noah,10,m
Charlotte,10,w
David,9,m
Jan,9,m
Lukas,9,m
Emma,9,w
Lara,9,w
Sophia,9,w
Ali,8,m
Ben,8,m
Can,8,m
Elisabeth,8,w
Paul,7,m
Anna,7,w
Yasin,7,m
Emilia,7,w
Sarah,7,w
Adrian,6,m
Anton,6,m
Ela,6,w
Benjamin,6,m
Ella,6,w
Felix,6,m
Maja,6,w
Jonas,6,m
Jonathan,6,m
Leon,6,m
Marcel,6,m
Michael,6,m
Amelie,5,w
Elif,5,w
Elisa,5,w
Franziska,5,w
Hannah,5,w
Christian,5,m
Josephine,5,w
Damian,5,m
Lea,5,w
Dominik,5,m
Lilly,5,w
Elias,5,m
Viktoria,5,w
Erik,5,m
Fabian,5,m
Florian,5,m
Joshua,5,m
Louis,5,m
Maxim,5,m
Milan,5,m
Niklas,5,m
Oliver,5,m
Tim,5,m
Eda,4,w
Emily,4,w
Helena,4,w
Johanna,4,w
Katharina,4,w
Laura,4,w
Leonie,4,w
Marlene,4,w
Paula,4,w
Sofia,4,w
Aaron,4,m
Valentina,4,w
Abdullah,4,m
Adam,4,m
Berat,4,m
Daniel,4,m
Efe,4,m
Emil,4,m
Emilian,4,m
Emilio,4,m
Emir,4,m
Eric,4,m
Finn,4,m
Frederik,4,m
Hamza,4,m
Ibrahim,4,m
Johannes,4,m
Leo,4,m
Levi,4,m
Malik,4,m
Mehmet,4,m
Mika,4,m
Raphael,4,m
Robert,4,m
Simon,4,m
Thomas,4,m
Alessia,3,w
Aleyna,3,w
Alissa,3,w
Amina,3,w
Chiara,3,w
Clara,3,w
Ecrin,3,w
Hanna,3,w
Helene,3,w
Isabella,3,w
Jasmin,3,w
Jolie,3,w
Lenja,3,w
Lisa,3,w
Liya,3,w
Luisa,3,w
Luna,3,w
Malea,3,w
Mariam,3,w
Maya,3,w
Mira,3,w
Miriam,3,w
Naz,3,w
Nur,3,w
Ahmed,3,m
Paulina,3,w
Andreas,3,m
Romy,3,w
Arthur,3,m
Selin,3,w
Baran,3,m
Sofie,3,w
Bilal,3,m
Zeynep,3,w
Friedrich,3,m
Zoey,3,w
Heinz,3,m
Henri,3,m
Ilyas,3,m
Jakob,3,m
Julian,3,m
Karl,3,m
Liam,3,m
Linus,3,m
Luis,3,m
Mattis,3,m
Max,3,m
Mohamad,3,m
Mohamed,3,m
Nils,3,m
Oskar,3,m
Philipp,3,m
Prince,3,m
Richard,3,m
Robin,3,m
Sebastian,3,m
Taha,3,m
Taylor,3,m
Theo,3,m
Abigail,2,w
Adrijana,2,w
Aisha,2,w
Alice,2,w
Alisa,2,w
Aliyah,2,w
Alva,2,w
Amelia,2,w
Angelina,2,w
Annabelle,2,w
Aurora,2,w
Azra,2,w
Berfin,2,w
Beritan,2,w
Celina,2,w
Celine,2,w
Chayenne,2,w
Cheyenne,2,w
Daria,2,w
Diana,2,w
Elena,2,w
Emilie,2,w
Eslem,2,w
Albert,2,m
Esma,2,w
Alex,2,m
Fabienne,2,w
Amin,2,m
Flora,2,w
André,2,m
Florentine,2,w
Angelo,2,m
Gabriela,2,w
Arian,2,m
Giulia,2,w
Bastian,2,m
Isabel,2,w
Benedikt,2,m
Isabelle,2,w
Bennet,2,m
Janine,2,w
Bernhard,2,m
Jolien,2,w
Dawid,2,m
Joline,2,w
Dennis,2,m
Kaja,2,w
Devin,2,m
Kimberly,2,w
Dirk,2,m
Käthe,2,w
Elia,2,m
Lana,2,w
Eren,2,m
Leni,2,w
Fabrizio,2,m
Leyla,2,w
Francesco,2,m
Loana,2,w
Franklin,2,m
Lotta,2,w
Franz,2,m
Louisa,2,w
Furkan,2,m
Lucia,2,w
Fynn,2,m
Luise,2,w
Gabriel,2,m
Lynn,2,w
Georg,2,m
Manuela,2,w
Halil,2,m
Marina,2,w
Hans,2,m
Maryam,2,w
Jacob,2,m
Melek,2,w
Jalil,2,m
Melissa,2,w
James,2,m
Merve,2,w
Jamie,2,m
Mila,2,w
Jannick,2,m
Milou,2,w
Jaydan,2,m
Mina,2,w
Jayden,2,m
Naomi,2,w
Jeremia,2,m
Nele,2,w
Joachim,2,m
Nour,2,w
Johann,2,m
Pauline,2,w
Joseph,2,m
Rachel,2,w
Julius,2,m
Rebecca,2,w
Justus,2,m
Ricarda,2,w
Kaan,2,m
Rose,2,w
Karim,2,m
Sara,2,w
Karsten,2,m
Soraya,2,w
Kilian,2,m
Su,2,w
Konrad,2,m
Svea,2,w
Leonard,2,m
Sümeyye,2,w
Leonardo,2,m
Tuana,2,w
Levin,2,m
Valerie,2,w
Lian,2,m
Vanessa,2,w
Lionel,2,m
Victoria,2,w
Lucien,2,m
Yewande,2,w
Luka,2,m
Zahra,2,w
Maddox,2,m
Mahir,2,m
Mahmoud,2,m
Marc,2,m
Marlon,2,m
