vorname,anzahl,geschlecht,position
Adam,24,m,1
Charlotte,16,w,1
Emilia,16,w,1
Malik,16,m,1
Mira,15,w,1
Ali,15,m,1
Hamza,14,m,1
Milan,13,m,1
Noah,13,m,1
Lina,12,w,1
Elias,12,m,1
Levi,12,m,1
Maria,12,w,2
Ella,11,w,1
Mila,11,w,1
Emil,11,m,1
Leo,11,m,1
Omar,11,m,1
Sophie,11,w,2
Elif,10,w,1
Maria,10,w,1
Amir,10,m,1
Jonas,10,m,1
Mohammad,10,m,1
Ela,9,w,1
Leyla,9,w,1
Medina,9,w,1
Mia,9,w,1
Marie,9,w,2
Alexander,9,m,2
Amira,8,w,1
Elisa,8,w,1
Lara,8,w,1
Meryem,8,w,1
Ayaz,8,m,1
Jakob,8,m,1
Linus,8,m,1
Miran,8,m,1
Mohamad,8,m,1
Theo,8,m,1
Yasin,8,m,1
Ali,8,m,2
Elina,7,w,1
Emma,7,w,1
Frieda,7,w,1
Lia,7,w,1
Liya,7,w,1
Liyana,7,w,1
Sophie,7,w,1
Ben,7,m,1
Finn,7,m,1
Liam,7,m,1
Nur,7,w,2
Maximilian,7,m,2
Lea,6,w,1
Lilly,6,w,1
Mara,6,w,1
Maya,6,w,1
Anton,6,m,1
Felix,6,m,1
Hussein,6,m,1
Kian,6,m,1
Leon,6,m,1
Luca,6,m,1
Lukas,6,m,1
Mehmet,6,m,1
Muhammed,6,m,1
Noel,6,m,1
Luise,6,w,2
Valentin,6,m,2
Ada,5,w,1
Aliyah,5,w,1
Amalia,5,w,1
Asya,5,w,1
Ayla,5,w,1
Diana,5,w,1
Elin,5,w,1
Esila,5,w,1
Eva,5,w,1
Hailey,5,w,1
Helena,5,w,1
Jasmin,5,w,1
Julia,5,w,1
Juna,5,w,1
Leonie,5,w,1
Luna,5,w,1
Malia,5,w,1
Mariam,5,w,1
Marie,5,w,1
Nora,5,w,1
Rosa,5,w,1
Sara,5,w,1
Sophia,5,w,1
Aras,5,m,1
Arthur,5,m,1
Emir,5,m,1
Fiete,5,m,1
Frederik,5,m,1
Ilyas,5,m,1
Leander,5,m,1
Leonardo,5,m,1
Louis,5,m,1
Luan,5,m,1
Milo,5,m,1
Mohamed,5,m,1
Mohammed,5,m,1
Mustafa,5,m,1
Oskar,5,m,1
Pepe,5,m,1
Rayan,5,m,1
Samir,5,m,1
Yusuf,5,m,1
Zayn,5,m,1
Elisabeth,5,w,2
Emilia,5,w,2
Sophia,5,w,2
Valentina,5,w,2
Bruno,5,m,2
David,5,m,2
Anna,4,w,1
Dua,4,w,1
Efnan,4,w,1
Emily,4,w,1
Esma,4,w,1
Hannah,4,w,1
Helin,4,w,1
Malea,4,w,1
Masal,4,w,1
Melissa,4,w,1
Mona,4,w,1
Nour,4,w,1
Paula,4,w,1
Sofia,4,w,1
Talia,4,w,1
Adrian,4,m,1
Amar,4,m,1
Benjamin,4,m,1
Bruno,4,m,1
Charlie,4,m,1
Dean,4,m,1
Hasan,4,m,1
Hassan,4,m,1
Henry,4,m,1
Ibrahim,4,m,1
Idris,4,m,1
Jona,4,m,1
Julian,4,m,1
Justus,4,m,1
Kilian,4,m,1
Lio,4,m,1
Liyan,4,m,1
Luke,4,m,1
Mahmoud,4,m,1
Maxim,4,m,1
Mika,4,m,1
Mikail,4,m,1
Musa,4,m,1
Paul,4,m,1
Rafael,4,m,1
Samuel,4,m,1
Tim,4,m,1
Jasmin,4,w,2
Malia,4,w,2
Malou,4,w,2
Pauline,4,w,2
Aras,4,m,2
Aslan,4,m,2
Can,4,m,2
Elias,4,m,2
Emil,4,m,2
Hamza,4,m,2
Kaan,4,m,2
Noah,4,m,2
Samuel,4,m,2
Sebastian,4,m,2
Alma,3,w,1
Amar,3,w,1
Amelie,3,w,1
Anastasia,3,w,1
Aurora,3,w,1
Chiara,3,w,1
Dalia,3,w,1
Defne,3,w,1
Eliana,3,w,1
Elise,3,w,1
Elissa,3,w,1
Hanna,3,w,1
Ida,3,w,1
Johanna,3,w,1
Jolie,3,w,1
Laura,3,w,1
Layan,3,w,1
Leona,3,w,1
Louisa,3,w,1
Malina,3,w,1
Mathilda,3,w,1
Matilda,3,w,1
Mina,3,w,1
Narin,3,w,1
Nefes,3,w,1
Nehir,3,w,1
Nele,3,w,1
Nilay,3,w,1
Nina,3,w,1
Olivia,3,w,1
Selma,3,w,1
Tala,3,w,1
Tilda,3,w,1
Toni,3,w,1
Tuana,3,w,1
Yara,3,w,1
Zeinab,3,w,1
Zoe,3,w,1
Aaron,3,m,1
Ahmet,3,m,1
Alexander,3,m,1
Alparslan,3,m,1
Anes,3,m,1
Antonio,3,m,1
Azad,3,m,1
Batuhan,3,m,1
David,3,m,1
Edgar,3,m,1
Elyas,3,m,1
Eren,3,m,1
Erik,3,m,1
Ferdinand,3,m,1
Fynn,3,m,1
Gabriel,3,m,1
Imran,3,m,1
Isa,3,m,1
Jonathan,3,m,1
Joshua,3,m,1
Karan,3,m,1
Karl,3,m,1
Khaled,3,m,1
Kiyan,3,m,1
Lennox,3,m,1
Lenny,3,m,1
Leonard,3,m,1
Lian,3,m,1
Lias,3,m,1
Luis,3,m,1
Luka,3,m,1
Mahir,3,m,1
Malek,3,m,1
Malte,3,m,1
Marten,3,m,1
Matteo,3,m,1
Maximilian,3,m,1
Muhamed,3,m,1
Muhammad,3,m,1
Ole,3,m,1
Sami,3,m,1
Theodor,3,m,1
Yakup,3,m,1
Yusef,3,m,1
Zaid,3,m,1
Ömer,3,m,1
Amalia,3,w,2
Dua,3,w,2
Ela,3,w,2
Elisa,3,w,2
Hafsa,3,w,2
Hannah,3,w,2
Johanna,3,w,2
Klara,3,w,2
Lina,3,w,2
Liya,3,w,2
Nour,3,w,2
Amin,3,m,2
An,3,m,2
Ben,3,m,2
Christopher,3,m,2
Emilio,3,m,2
Hüseyin,3,m,2
Johannes,3,m,2
Karl,3,m,2
Konstantin,3,m,2
Levi,3,m,2
Max,3,m,2
Mohammed,3,m,2
Paul,3,m,2
Theodor,3,m,2
Yiğit,3,m,2
Maximilian,3,m,3
Aicha,2,w,1
Akasya,2,w,1
Alexandra,2,w,1
Aleyna,2,w,1
Alicia,2,w,1
Alisa,2,w,1
Alissa,2,w,1
Aliya,2,w,1
Alya,2,w,1
Amanda,2,w,1
Amelia,2,w,1
Amina,2,w,1
Amra,2,w,1
Ana,2,w,1
Anita,2,w,1
Aria,2,w,1
Arya,2,w,1
Aseel,2,w,1
Asmin,2,w,1
Aurelia,2,w,1
Ava,2,w,1
Aya,2,w,1
Azra,2,w,1
Basma,2,w,1
Beyza,2,w,1
Bianca,2,w,1
Carlotta,2,w,1
Ceylin,2,w,1
Clara,2,w,1
Cleo,2,w,1
Edda,2,w,1
Eleen,2,w,1
Eleni,2,w,1
Elvana,2,w,1
Ema,2,w,1
Emine,2,w,1
Erla,2,w,1
Evin,2,w,1
Finja,2,w,1
Fritzi,2,w,1
Gina,2,w,1
Güneş,2,w,1
Hafsa,2,w,1
Hana,2,w,1
Hira,2,w,1
Hiranur,2,w,1
Ivana,2,w,1
Jana,2,w,1
Jannah,2,w,1
Jasna,2,w,1
Josephine,2,w,1
Kayra,2,w,1
Keren,2,w,1
Kiara,2,w,1
Klara,2,w,1
Klea,2,w,1
Laila,2,w,1
Lamis,2,w,1
Lana,2,w,1
Lavin,2,w,1
Layal,2,w,1
Layla,2,w,1
Leen,2,w,1
Lena,2,w,1
Leyna,2,w,1
Liana,2,w,1
Lilli,2,w,1
Lisa,2,w,1
Liva,2,w,1
Lou,2,w,1
Luana,2,w,1
Luisa,2,w,1
Lynn,2,w,1
Malak,2,w,1
Maliyah,2,w,1
Malou,2,w,1
Manessa,2,w,1
Marlene,2,w,1
Martha,2,w,1
Marwa,2,w,1
Maryam,2,w,1
Mathea,2,w,1
Mayan,2,w,1
Mayla,2,w,1
Melina,2,w,1
Melody,2,w,1
Merle,2,w,1
Meva,2,w,1
Mihrimah,2,w,1
Milana,2,w,1
Minna,2,w,1
Müjgan,2,w,1
Nami,2,w,1
Natalia,2,w,1
Neele,2,w,1
Nila,2,w,1
Nisa,2,w,1
Nola,2,w,1
Oona,2,w,1
Pauline,2,w,1
Pia,2,w,1
Rayan,2,w,1
Rim,2,w,1
Romy,2,w,1
Samira,2,w,1
Sana,2,w,1
Sare,2,w,1
Sena,2,w,1
Shirin,2,w,1
Sila,2,w,1
Smilla,2,w,1
Thea,2,w,1
Valeria,2,w,1
Vanessa,2,w,1
Victoria,2,w,1
Xenia,2,w,1
Yuna,2,w,1
Yüsra,2,w,1
Zara,2,w,1
Zerya,2,w,1
Zeynep,2,w,1
Zoey,2,w,1
Abbas,2,m,1
Adem,2,m,1
Adnan,2,m,1
Ahmad,2,m,1
Ahmed,2,m,1
Akil,2,m,1
Alessio,2,m,1
Alpay,2,m,1
Alperen,2,m,1
Arda,2,m,1
Arvid,2,m,1
Aziz,2,m,1
Bedirhan,2,m,1
Bela,2,m,1
Bilal,2,m,1
Bo,2,m,1
Can,2,m,1
Carlo,2,m,1
Cem,2,m,1
Clemens,2,m,1
Daniel,2,m,1
Danyal,2,m,1
Deniz,2,m,1
Dian,2,m,1
Diar,2,m,1
Ediz,2,m,1
Elio,2,m,1
