vorname,anzahl,geschlecht,position
Leon,6,m,1
Liam,6,m,1
Anna,5,w,1
Lina,5,w,1
Adam,5,m,1
Mehmet,5,m,1
Sophie,5,w,2
Ela,4,w,1
Emilia,4,w,1
Lea,4,w,1
Amir,4,m,1
Aras,4,m,1
Elias,4,m,1
Louis,4,m,1
Muhammed,4,m,1
Omar,4,m,1
Umut,4,m,1
Emilia,4,w,2
Maria,4,w,2
Marie,4,w,2
Amine,3,w,1
Elina,3,w,1
Ilayda,3,w,1
Jasmin,3,w,1
Leyla,3,w,1
Luna,3,w,1
Maria,3,w,1
Mariam,3,w,1
Maryam,3,w,1
Mila,3,w,1
Mira,3,w,1
Zeynep,3,w,1
Ahmet,3,m,1
Ayaz,3,m,1
Ibrahim,3,m,1
Julian,3,m,1
Luca,3,m,1
Malik,3,m,1
Mohamad,3,m,1
Muhammad,3,m,1
Noah,3,m,1
Noar,3,m,1
Raphael,3,m,1
Valentin,3,m,1
Benjamin,3,m,2
Emilian,3,m,2
Alina,2,w,1
Amelia,2,w,1
Amelie,2,w,1
Amina,2,w,1
Amira,2,w,1
Ayla,2,w,1
Azra,2,w,1
Cleo,2,w,1
Elanur,2,w,1
Elif,2,w,1
Emily,2,w,1
Emma,2,w,1
Frieda,2,w,1
Helin,2,w,1
Josefine,2,w,1
Julia,2,w,1
Lavin,2,w,1
Liana,2,w,1
Lilly,2,w,1
Luisa,2,w,1
Marie,2,w,1
Maya,2,w,1
Medina,2,w,1
Milena,2,w,1
Miray,2,w,1
Nadia,2,w,1
Nele,2,w,1
Neyla,2,w,1
Nisa,2,w,1
Olivia,2,w,1
Paula,2,w,1
Yasmin,2,w,1
Yuna,2,w,1
Yusra,2,w,1
Zoe,2,w,1
Abdullah,2,m,1
Ahmad,2,m,1
Aiden,2,m,1
Ali,2,m,1
Alparslan,2,m,1
Arthur,2,m,1
Bilal,2,m,1
David,2,m,1
Dean,2,m,1
Filip,2,m,1
Fynn,2,m,1
Gabriel,2,m,1
Hamza,2,m,1
Ilyas,2,m,1
Issa,2,m,1
Jakob,2,m,1
John,2,m,1
Joshua,2,m,1
Julius,2,m,1
Kevin,2,m,1
Leander,2,m,1
Levi,2,m,1
Lian,2,m,1
Lias,2,m,1
Lio,2,m,1
Luan,2,m,1
Marcel,2,m,1
Mathias,2,m,1
Matteo,2,m,1
Maxim,2,m,1
Mert,2,m,1
Metehan,2,m,1
Mika,2,m,1
Milan,2,m,1
Milo,2,m,1
Moritz,2,m,1
Nathan,2,m,1
Rayan,2,m,1
Theodor,2,m,1
Travis,2,m,1
Yahya,2,m,1
Younes,2,m,1
Youssef,2,m,1
Yusuf,2,m,1
Anna,2,w,2
Ognyanova,2,w,2
Ahmed,2,m,2
Ayaz,2,m,2
Hassan,2,m,2
Henri,2,m,2
Ibrahim,2,m,2
Josef,2,m,2
Mehmet,2,m,2
Michael,2,m,2
Mikail,2,m,2
Milan,2,m,2
Nael,2,m,2
Simeonov,2,m,2
Yusuf,2,m,2
Maria,2,w,3
Adah,1,w,1
Adina,1,w,1
Adrejana,1,w,1
Aira,1,w,1
Aiša,1,w,1
Ajla,1,w,1
Alea,1,w,1
Alessia,1,w,1
Alexandra,1,w,1
Aleya,1,w,1
Aleyna,1,w,1
Alia,1,w,1
Alice,1,w,1
Alin,1,w,1
Alissia,1,w,1
Aliya,1,w,1
Aliyah,1,w,1
Alma,1,w,1
Alya,1,w,1
Alyssa,1,w,1
Amaya,1,w,1
Anaya,1,w,1
Anda,1,w,1
Aneta,1,w,1
Angelina,1,w,1
Anna-Jennifer,1,w,1
Ariana,1,w,1
Ariya,1,w,1
Armin,1,w,1
Arya,1,w,1
Asena,1,w,1
Asia,1,w,1
Asiya,1,w,1
Atenea,1,w,1
Aurora,1,w,1
Ayat,1,w,1
Ayda,1,w,1
Ayliz,1,w,1
Aysun,1,w,1
Ayça,1,w,1
Azize,1,w,1
Batul,1,w,1
Beatrice,1,w,1
Berra,1,w,1
Bilge,1,w,1
Blanca,1,w,1
Brianna,1,w,1
Calea,1,w,1
Cataleya,1,w,1
Celina,1,w,1
Ceylin,1,w,1
Charlotte,1,w,1
Chinelo,1,w,1
Chloe,1,w,1
Châu,1,w,1
Cila,1,w,1
Cosima,1,w,1
Daila,1,w,1
Damilola,1,w,1
Damla,1,w,1
Dania,1,w,1
Daniela,1,w,1
Davina,1,w,1
Dila,1,w,1
Dilan,1,w,1
Diğdem,1,w,1
Donya,1,w,1
Dschuwairiyah,1,w,1
Dunja,1,w,1
Duru,1,w,1
Ece,1,w,1
Ecrin,1,w,1
Elaia,1,w,1
Eleen,1,w,1
Elene,1,w,1
Elenor,1,w,1
Elenya,1,w,1
Elisabeth,1,w,1
Eliz,1,w,1
Elja,1,w,1
Ella,1,w,1
Elya,1,w,1
Emelie,1,w,1
Emilya,1,w,1
Erva,1,w,1
Esila,1,w,1
Eva,1,w,1
Eylül,1,w,1
Eyram,1,w,1
Farah,1,w,1
Fatima,1,w,1
Fatou,1,w,1
Felia,1,w,1
Frida,1,w,1
Gerda,1,w,1
Giulia,1,w,1
Hafsa,1,w,1
Hailey,1,w,1
Hazal,1,w,1
Hedi,1,w,1
Hina,1,w,1
Hivda,1,w,1
Huda,1,w,1
Ida,1,w,1
Idea,1,w,1
Ikra,1,w,1
Inaya,1,w,1
Irada,1,w,1
Irene,1,w,1
Irsana,1,w,1
Isabella,1,w,1
Jade,1,w,1
Jamila,1,w,1
Janne,1,w,1
Joana,1,w,1
Johanna,1,w,1
Juana,1,w,1
Kainat,1,w,1
Kala,1,w,1
Kaylan,1,w,1
