vorname,anzahl,geschlecht,position
Sophie,63,w,2
Noah,46,m,1
Marie,44,w,2
Emma,42,w,1
Maria,36,w,2
Adam,33,m,1
Liam,33,m,1
Charlotte,30,w,1
Emil,30,m,1
Mia,28,w,1
Emilia,27,w,1
Mila,26,w,1
Anton,26,m,1
Leon,26,m,1
Malik,26,m,1
Lina,24,w,1
Elias,24,m,1
Charlotte,23,w,2
Elisa,22,w,1
Luca,22,m,1
Levi,21,m,1
Anna,20,w,1
Ella,20,w,1
Olivia,20,w,1
Sofia,20,w,1
Felix,20,m,1
Paul,20,m,2
Frieda,19,w,1
Helena,19,w,1
Maya,19,w,1
Finn,19,m,1
Jonas,19,m,1
Alexander,19,m,2
Maximilian,19,m,2
Ava,18,w,1
Lea,18,w,1
Maria,18,w,1
Oskar,18,m,1
Theodor,18,m,1
Emilia,18,w,2
Leonie,17,w,1
Alexander,17,m,1
Ali,17,m,1
David,17,m,1
Leo,17,m,1
Milan,17,m,1
Paul,17,m,1
Theo,17,m,1
Elisabeth,17,w,2
Sophia,17,w,2
Sophia,16,w,1
Lukas,16,m,1
Ali,16,m,2
Alma,15,w,1
Amelie,15,w,1
Emily,15,w,1
Tilda,15,w,1
Karl,15,m,1
Milo,15,m,1
Emil,15,m,2
Jonathan,15,m,2
Elisabeth,14,w,1
Ida,14,w,1
Lilly,14,w,1
Luna,14,w,1
Mira,14,w,1
Bruno,14,m,1
Emir,14,m,1
Jakob,14,m,1
Matteo,14,m,1
Muhammed,14,m,1
Vincent,14,m,1
Lena,13,w,1
Leni,13,w,1
Zoe,13,w,1
Ben,13,m,1
Jonah,13,m,1
Luis,13,m,1
Levi,13,m,2
Malik,13,m,2
Ayla,12,w,1
Clara,12,w,1
Liya,12,w,1
Mathilda,12,w,1
Romy,12,w,1
Zeynep,12,w,1
Amir,12,m,1
Frederik,12,m,1
Henry,12,m,1
Louis,12,m,1
Mateo,12,m,1
Maximilian,12,m,1
Luise,12,w,2
Gabriel,12,m,2
Karl,12,m,2
Michael,12,m,2
Theodor,12,m,2
Hannah,11,w,1
Johanna,11,w,1
Lara,11,w,1
Lia,11,w,1
Mina,11,w,1
Nora,11,w,1
Edgar,11,m,1
Gabriel,11,m,1
Hamza,11,m,1
Ilyas,11,m,1
Jonathan,11,m,1
Leonard,11,m,1
Linus,11,m,1
Ole,11,m,1
Raphael,11,m,1
Carlotta,11,w,2
Lou,11,w,2
Marlene,11,w,2
Nur,11,w,2
James,11,m,2
Ada,10,w,1
Alina,10,w,1
Amelia,10,w,1
Amira,10,w,1
Elif,10,w,1
Eva,10,w,1
Frida,10,w,1
Laura,10,w,1
Matilda,10,w,1
Sophie,10,w,1
Valentina,10,w,1
Aras,10,m,1
Elio,10,m,1
Henri,10,m,1
Lio,10,m,1
Marlon,10,m,1
Musa,10,m,1
Niklas,10,m,1
Johanna,10,w,2
Rose,10,w,2
Anton,10,m,2
Elias,10,m,2
Cleo,9,w,1
Elena,9,w,1
Eliana,9,w,1
Hanna,9,w,1
Mariam,9,w,1
Paula,9,w,1
Aaron,9,m,1
Ahmad,9,m,1
Benjamin,9,m,1
