vorname,anzahl,geschlecht,position
Liam,25,m,1
Elias,20,m,1
Charlotte,17,w,1
Adam,17,m,1
Leon,17,m,1
Theodor,17,m,1
Emilia,16,w,1
Mila,16,w,1
Ben,16,m,1
Sophie,16,w,2
Emma,15,w,1
Mia,15,w,1
Lena,14,w,1
Emil,14,m,1
Oskar,14,m,1
Luca,13,m,1
Luna,12,w,1
Noah,12,m,1
Theo,12,m,1
Alexander,12,m,2
Paul,12,m,2
Henry,11,m,1
Milan,11,m,1
Moritz,11,m,1
Muhammad,11,m,1
Alina,10,w,1
Leonie,10,w,1
Arthur,10,m,1
Felix,10,m,1
Levi,10,m,1
Anna,9,w,1
Emily,9,w,1
Eva,9,w,1
Maria,9,w,1
Maya,9,w,1
Sophie,9,w,1
Alexander,9,m,1
Lukas,9,m,1
Max,9,m,1
Paul,9,m,1
Valentin,9,m,1
Maria,9,w,2
Marie,9,w,2
Amelie,8,w,1
Hannah,8,w,1
Ida,8,w,1
Lia,8,w,1
Mara,8,w,1
Melissa,8,w,1
Sofia,8,w,1
Sophia,8,w,1
Alex,8,m,1
Anton,8,m,1
Bruno,8,m,1
Daniel,8,m,1
Emilio,8,m,1
Karl,8,m,1
Maximilian,8,m,1
Sophia,8,w,2
Elias,8,m,2
Elena,7,w,1
Ella,7,w,1
Frieda,7,w,1
Josephine,7,w,1
Klara,7,w,1
Lara,7,w,1
Leni,7,w,1
Lilly,7,w,1
Lina,7,w,1
Marie,7,w,1
Mira,7,w,1
Sara,7,w,1
David,7,m,1
Jakob,7,m,1
Jonas,7,m,1
Leo,7,m,1
Lio,7,m,1
Matteo,7,m,1
Maxim,7,m,1
Mika,7,m,1
Omar,7,m,1
Samuel,7,m,1
Luisa,7,w,2
Alicia,6,w,1
Isabella,6,w,1
Johanna,6,w,1
Lea,6,w,1
Mariam,6,w,1
Merle,6,w,1
Nele,6,w,1
Olivia,6,w,1
Talia,6,w,1
Victoria,6,w,1
Finn,6,m,1
Jason,6,m,1
Linus,6,m,1
Mark,6,m,1
Niklas,6,m,1
Elisa,6,w,2
Maximilian,6,m,2
Alisa,5,w,1
Amelia,5,w,1
Elina,5,w,1
Hanna,5,w,1
Julia,5,w,1
Lisa,5,w,1
Luisa,5,w,1
Maja,5,w,1
Mathilda,5,w,1
Melina,5,w,1
Adrian,5,m,1
Amir,5,m,1
Arian,5,m,1
Bela,5,m,1
Fynn,5,m,1
Johann,5,m,1
Kian,5,m,1
Lian,5,m,1
Marlon,5,m,1
Mats,5,m,1
Milo,5,m,1
Mohammad,5,m,1
Vincent,5,m,1
William,5,m,1
Emilia,5,w,2
Johanna,5,w,2
Marlene,5,w,2
Rosa,5,w,2
Emil,5,m,2
Franz,5,m,2
Noah,5,m,2
Ada,4,w,1
Alexandra,4,w,1
Amira,4,w,1
Amy,4,w,1
Antonia,4,w,1
Aurelia,4,w,1
Cataleya,4,w,1
Clara,4,w,1
Diana,4,w,1
Elisa,4,w,1
Ellie,4,w,1
Emilie,4,w,1
Fiona,4,w,1
Flora,4,w,1
Helena,4,w,1
Jana,4,w,1
Jasmin,4,w,1
Leyla,4,w,1
Malia,4,w,1
Marlene,4,w,1
Milana,4,w,1
Nora,4,w,1
Paula,4,w,1
Romy,4,w,1
Sarah,4,w,1
Viktoria,4,w,1
Ahmad,4,m,1
Alessio,4,m,1
Ali,4,m,1
Benjamin,4,m,1
Benno,4,m,1
Carlo,4,m,1
Charlie,4,m,1
Edgar,4,m,1
Enno,4,m,1
Erik,4,m,1
Fabian,4,m,1
Fiete,4,m,1
Fritz,4,m,1
Ilyas,4,m,1
James,4,m,1
Jonah,4,m,1
Leander,4,m,1
Leonardo,4,m,1
Mateo,4,m,1
Mattis,4,m,1
Mohamed,4,m,1
Robin,4,m,1
Thomas,4,m,1
Toni,4,m,1
Tony,4,m,1
Charlotte,4,w,2
Elisabeth,4,w,2
Laura,4,w,2
Lea,4,w,2
Lucia,4,w,2
Malou,4,w,2
Rosalie,4,w,2
Benjamin,4,m,2
Fiete,4,m,2
Henry,4,m,2
Justus,4,m,2
Leon,4,m,2
Noel,4,m,2
Oskar,4,m,2
Alice,3,w,1
Alma,3,w,1
Amalia,3,w,1
Amilia,3,w,1
An,3,w,1
Aurora,3,w,1
Ava,3,w,1
Ayla,3,w,1
Chloe,3,w,1
Dua,3,w,1
Elise,3,w,1
Eliza,3,w,1
Fenja,3,w,1
Finja,3,w,1
Freya,3,w,1
Hailey,3,w,1
Karla,3,w,1
Katharina,3,w,1
Kira,3,w,1
Leona,3,w,1
Linh,3,w,1
Louisa,3,w,1
Luise,3,w,1
Malea,3,w,1
Marija,3,w,1
Marla,3,w,1
Marta,3,w,1
Maryam,3,w,1
Matilda,3,w,1
Mina,3,w,1
Nala,3,w,1
Nika,3,w,1
Ronja,3,w,1
Stella,3,w,1
Theresa,3,w,1
Tiara,3,w,1
Valentina,3,w,1
Zoe,3,w,1
Abdullah,3,m,1
Aiden,3,m,1
Anthony,3,m,1
Arvid,3,m,1
Cedric,3,m,1
Christopher,3,m,1
Damian,3,m,1
Emilian,3,m,1
Florian,3,m,1
Hamza,3,m,1
Henri,3,m,1
Ibrahim,3,m,1
Jack,3,m,1
Janosch,3,m,1
Jayden,3,m,1
Julian,3,m,1
Julius,3,m,1
Junis,3,m,1
Justus,3,m,1
Kasimir,3,m,1
Lennard,3,m,1
Lennox,3,m,1
Leopold,3,m,1
Louis,3,m,1
Matheo,3,m,1
Miro,3,m,1
Mohammed,3,m,1
Mustafa,3,m,1
Philipp,3,m,1
Rayan,3,m,1
Richard,3,m,1
Rio,3,m,1
Simon,3,m,1
Timur,3,m,1
Tom,3,m,1
Vito,3,m,1
Yannis,3,m,1
Younes,3,m,1
Alma,3,w,2
Anh,3,w,2
Anna,3,w,2
Chi,3,w,2
Dorothea,3,w,2
Elena,3,w,2
Eva,3,w,2
Helene,3,w,2
Leonie,3,w,2
Lou,3,w,2
Luise,3,w,2
Melody,3,w,2
Rose,3,w,2
Vy,3,w,2
Arthur,3,m,2
Daniel,3,m,2
David,3,m,2
Emilio,3,m,2
Erik,3,m,2
Finn,3,m,2
Jakob,3,m,2
Joel,3,m,2
Josef,3,m,2
Luis,3,m,2
Mario,3,m,2
Martin,3,m,2
Matteo,3,m,2
Max,3,m,2
Maxim,3,m,2
Oliver,3,m,2
Richard,3,m,2
Ryan,3,m,2
Simon,3,m,2
Viktor,3,m,2
Vincent,3,m,2
Anh,3,w,3
Abigail,2,w,1
Adelina,2,w,1
Agnes,2,w,1
Alessia,2,w,1
Alica,2,w,1
Alissa,2,w,1
Aliyah,2,w,1
Amanda,2,w,1
Amari,2,w,1
Amina,2,w,1
Ana,2,w,1
Asal,2,w,1
Aylin,2,w,1
Ayva,2,w,1
Bảo,2,w,1
Carla,2,w,1
Carlotta,2,w,1
Chelsea,2,w,1
Cleo,2,w,1
Dahab,2,w,1
Dahlia,2,w,1
Daria,2,w,1
Elaine,2,w,1
Elea,2,w,1
Eleonora,2,w,1
Elif,2,w,1
Elisabeth,2,w,1
Elsa,2,w,1
Emelie,2,w,1
Emely,2,w,1
Enna,2,w,1
Enny,2,w,1
Erika,2,w,1
Feline,2,w,1
Fina,2,w,1
Florentine,2,w,1
Frida,2,w,1
Fritzi,2,w,1
Greta,2,w,1
Hedi,2,w,1
Hermine,2,w,1
Ilayda,2,w,1
Ina,2,w,1
Irina,2,w,1
Isabelle,2,w,1
Josephin,2,w,1
Kaja,2,w,1
Kalea,2,w,1
Laila,2,w,1
Lana,2,w,1
Lavin,2,w,1
Leonora,2,w,1
Leonore,2,w,1
Liana,2,w,1
Lilia,2,w,1
Lilith,2,w,1
Liv,2,w,1
Livia,2,w,1
Lorena,2,w,1
Lotta,2,w,1
Lucia,2,w,1
Lucy,2,w,1
Magdalena,2,w,1
Malou,2,w,1
Mariella,2,w,1
Medina,2,w,1
Michelle,2,w,1
Milla,2,w,1
Naima,2,w,1
Nela,2,w,1
Nicoleta,2,w,1
Noela,2,w,1
Ophelia,2,w,1
Otilia,2,w,1
Paulina,2,w,1
Pauline,2,w,1
Rita,2,w,1
Rosalie,2,w,1
Ruby,2,w,1
Sama,2,w,1
Samantha,2,w,1
Samira,2,w,1
Samiya,2,w,1
Skyla,2,w,1
Tamina,2,w,1
Tasneem,2,w,1
Tessa,2,w,1
Vanessa,2,w,1
Veronika,2,w,1
Violetta,2,w,1
Wally,2,w,1
Yasmin,2,w,1
Zuzanna,2,w,1
Aaron,2,m,1
Aboubacar,2,m,1
Adnan,2,m,1
Ajan,2,m,1
Aleksander,2,m,1
Alexandru,2,m,1
Anas,2,m,1
Anatoli,2,m,1
Andrew,2,m,1
Ari,2,m,1
Arijan,2,m,1
Arman,2,m,1
Ayaz,2,m,1
Aziz,2,m,1
Bennet,2,m,1
Benyamin,2,m,1
Brayan,2,m,1
Bryan,2,m,1
Christian,2,m,1
Christoph,2,m,1
Colin,2,m,1
Connor,2,m,1
Deni,2,m,1
Dennis,2,m,1
Dimitris,2,m,1
Eduard,2,m,1
Elyas,2,m,1
Eric,2,m,1
Ethan,2,m,1
Filip,2,m,1
Finley,2,m,1
Frederik,2,m,1
Friedrich,2,m,1
Gia,2,m,1
Hannes,2,m,1
Hasan,2,m,1
Heinrich,2,m,1
Hussein,2,m,1
Idris,2,m,1
