vorname,anzahl,geschlecht,position
Mia,8,w,1
Sophie,8,w,2
Mira,7,w,1
Liam,7,m,1
Mila,6,w,1
Ben,6,m,1
Daniel,6,m,1
Lukas,6,m,1
Emily,5,w,1
Emma,5,w,1
Lia,5,w,1
Erik,5,m,1
Felix,5,m,1
Finn,5,m,1
Jonas,5,m,1
Linus,5,m,1
Mark,5,m,1
Milan,5,m,1
Alexander,5,m,2
Eva,4,w,1
Hanna,4,w,1
Johanna,4,w,1
Lilly,4,w,1
Lina,4,w,1
Marie,4,w,1
David,4,m,1
Karl,4,m,1
Leon,4,m,1
Mohammed,4,m,1
Noah,4,m,1
Oskar,4,m,1
Tim,4,m,1
Elisabeth,4,w,2
Elias,4,m,2
Alma,3,w,1
Elena,3,w,1
Elisa,3,w,1
Ella,3,w,1
Emilia,3,w,1
Evelina,3,w,1
Hannah,3,w,1
Ida,3,w,1
Lara,3,w,1
Leni,3,w,1
Linda,3,w,1
Malina,3,w,1
Olivia,3,w,1
Sarah,3,w,1
Sophia,3,w,1
Thea,3,w,1
Yuna,3,w,1
Alexander,3,m,1
Anton,3,m,1
Charlie,3,m,1
Florian,3,m,1
Hugo,3,m,1
Jakob,3,m,1
Kevin,3,m,1
Leo,3,m,1
Levi,3,m,1
Lucas,3,m,1
Moritz,3,m,1
Theodor,3,m,1
Lucia,3,w,2
Maria,3,w,2
Emil,3,m,2
Noah,3,m,2
Ajna,2,w,1
Alina,2,w,1
Amilia,2,w,1
Anna,2,w,1
Annabelle,2,w,1
Arina,2,w,1
Arya,2,w,1
Aurora,2,w,1
Carlotta,2,w,1
Charlotte,2,w,1
Frida,2,w,1
Gabriella,2,w,1
Hailey,2,w,1
Isabella,2,w,1
Jenny,2,w,1
Karina,2,w,1
Layla,2,w,1
Lea,2,w,1
Leana,2,w,1
Lene,2,w,1
Leonie,2,w,1
Leyla,2,w,1
Lilith,2,w,1
Lola,2,w,1
Lucy,2,w,1
Malena,2,w,1
Malia,2,w,1
Martha,2,w,1
Melissa,2,w,1
Merle,2,w,1
Nora,2,w,1
Paula,2,w,1
Ruby,2,w,1
Shanvi,2,w,1
Sonja,2,w,1
Valea,2,w,1
Valentina,2,w,1
Yasmina,2,w,1
Zoe,2,w,1
Adam,2,m,1
Artur,2,m,1
August,2,m,1
Bjarne,2,m,1
Carl,2,m,1
Carlo,2,m,1
Charles,2,m,1
Constantin,2,m,1
Damian,2,m,1
Darius,2,m,1
Dominik,2,m,1
