vorname,anzahl,geschlecht,position
Marie,34,w,2
Emilia,21,w,1
Emil,21,m,1
Sophie,21,w,2
Ella,19,w,1
Jonas,19,m,1
Levi,18,m,1
Anton,17,m,1
Jakob,17,m,1
Louis,17,m,1
Oskar,17,m,1
Adam,16,m,1
Leon,16,m,1
Maria,16,w,2
Alma,15,w,1
Leni,15,w,1
Paul,15,m,1
Ben,14,m,1
Noah,14,m,1
Luca,13,m,1
Ida,12,w,1
Marie,12,w,1
David,12,m,1
Leo,12,m,1
Theodor,12,m,1
Emilia,12,w,2
Elias,12,m,2
Paul,12,m,2
Charlotte,11,w,1
Emily,11,w,1
Lea,11,w,1
Mia,11,w,1
Mila,11,w,1
Felix,11,m,1
Matheo,11,m,1
Milan,11,m,1
Karl,11,m,2
Amelie,10,w,1
Clara,10,w,1
Nele,10,w,1
Elias,10,m,1
Finn,10,m,1
Fritz,10,m,1
Leonard,10,m,1
Liam,10,m,1
Malik,10,m,1
Maximilian,10,m,1
Elisabeth,10,w,2
Mathilda,10,w,2
Sophia,10,w,2
Alexander,10,m,2
Anna,9,w,1
Ayla,9,w,1
Emma,9,w,1
Helena,9,w,1
Lena,9,w,1
Lilly,9,w,1
Lina,9,w,1
Luna,9,w,1
Sophia,9,w,1
Jonathan,9,m,1
Milo,9,m,1
Lou,9,w,2
David,9,m,2
Leon,9,m,2
Levi,9,m,2
Antonia,8,w,1
Isabella,8,w,1
Johanna,8,w,1
Julia,8,w,1
Leonie,8,w,1
Liv,8,w,1
Maria,8,w,1
Nora,8,w,1
Romy,8,w,1
Sofia,8,w,1
Carl,8,m,1
Daniel,8,m,1
Jannis,8,m,1
Lio,8,m,1
Lukas,8,m,1
Theo,8,m,1
Maximilian,8,m,2
Alina,7,w,1
Alva,7,w,1
Amelia,7,w,1
Ava,7,w,1
Juna,7,w,1
Lotta,7,w,1
Mathilda,7,w,1
Matilda,7,w,1
Maya,7,w,1
Merle,7,w,1
Olivia,7,w,1
Rosalie,7,w,1
Aras,7,m,1
Gabriel,7,m,1
Matteo,7,m,1
Mika,7,m,1
Moritz,7,m,1
Alexandra,7,w,2
Anna,7,w,2
