vorname,anzahl,geschlecht,position
Sophie,11,w,2
Leon,10,m,1
Marie,10,w,2
Emil,9,m,1
Leo,9,m,1
Elias,7,m,1
Livia,6,w,1
Luna,6,w,1
Mia,6,w,1
Adam,6,m,1
Levi,6,m,1
Maximilian,6,m,1
Noah,6,m,1
Paul,6,m,1
Alexander,6,m,2
Anton,6,m,2
Charlotte,5,w,1
Emilia,5,w,1
Emma,5,w,1
Maja,5,w,1
Mila,5,w,1
Mira,5,w,1
Sophia,5,w,1
Benjamin,5,m,1
Felix,5,m,1
Fynn,5,m,1
Julian,5,m,1
Karl,5,m,1
Oskar,5,m,1
Tim,5,m,1
Charlotte,5,w,2
Emilia,5,w,2
Louise,5,w,2
Maria,5,w,2
Sophia,5,w,2
Louis,5,m,2
Paul,5,m,2
Anna,4,w,1
Elina,4,w,1
Ella,4,w,1
Hailey,4,w,1
Lilia,4,w,1
Marie,4,w,1
Maya,4,w,1
Nora,4,w,1
Adrian,4,m,1
Anton,4,m,1
Jasper,4,m,1
Jonas,4,m,1
Jonathan,4,m,1
Joshua,4,m,1
Lukas,4,m,1
Mikail,4,m,1
Moritz,4,m,1
Theodor,4,m,1
Katharina,4,w,2
Valentin,4,m,2
Alma,3,w,1
Arianna,3,w,1
Carlotta,3,w,1
Eva,3,w,1
Helena,3,w,1
Helene,3,w,1
Ida,3,w,1
Lara,3,w,1
Lea,3,w,1
Leonie,3,w,1
Lia,3,w,1
Lucia,3,w,1
Luisa,3,w,1
Maria,3,w,1
Mariam,3,w,1
Marlene,3,w,1
Nele,3,w,1
Olivia,3,w,1
Thea,3,w,1
Victoria,3,w,1
Elyas,3,m,1
Henry,3,m,1
Ian,3,m,1
Jakob,3,m,1
Jonah,3,m,1
Julius,3,m,1
Konstantin,3,m,1
Leonardo,3,m,1
Liam,3,m,1
Luca,3,m,1
Mats,3,m,1
Mika,3,m,1
Nicolas,3,m,1
Noel,3,m,1
Theo,3,m,1
Timo,3,m,1
Vincent,3,m,1
Helene,3,w,2
Lara,3,w,2
Anthony,3,m,2
David,3,m,2
Emil,3,m,2
Felix,3,m,2
Gabriel,3,m,2
Leonard,3,m,2
Lukas,3,m,2
Maximilian,3,m,2
Samuel,3,m,2
Alexandra,2,w,1
Alicja,2,w,1
Amalia,2,w,1
Anni,2,w,1
Cleo,2,w,1
Elisabeth,2,w,1
Elise,2,w,1
Emily,2,w,1
Finja,2,w,1
Fiona,2,w,1
Frida,2,w,1
Hannah,2,w,1
Iris,2,w,1
Isabella,2,w,1
Klara,2,w,1
Laila,2,w,1
Laura,2,w,1
Lena,2,w,1
Lene,2,w,1
Leonora,2,w,1
Leyla,2,w,1
Lilly,2,w,1
Liya,2,w,1
Louisa,2,w,1
Malea,2,w,1
Marla,2,w,1
Mathilda,2,w,1
Melina,2,w,1
Minna,2,w,1
Mona,2,w,1
Nahla,2,w,1
Naima,2,w,1
Paula,2,w,1
Romy,2,w,1
Ronja,2,w,1
Rosa,2,w,1
Yael,2,w,1
Yasna,2,w,1
Yuna,2,w,1
Zoe,2,w,1
Abdul,2,m,1
Alessio,2,m,1
Alexander,2,m,1
Ari,2,m,1
Arian,2,m,1
Ben,2,m,1
Benedikt,2,m,1
Carlo,2,m,1
Caspar,2,m,1
Dean,2,m,1
Friedrich,2,m,1
Fritz,2,m,1
Gabriel,2,m,1
Gustav,2,m,1
Jannis,2,m,1
Johannes,2,m,1
Jona,2,m,1
Jonte,2,m,1
Justus,2,m,1
Leander,2,m,1
Leonard,2,m,1
Leopold,2,m,1
Lian,2,m,1
Louis,2,m,1
Ludwig,2,m,1
Malik,2,m,1
Mark,2,m,1
Mateo,2,m,1
Matteo,2,m,1
Maxim,2,m,1
Nino,2,m,1
Rafael,2,m,1
Raphael,2,m,1
Rayan,2,m,1
Rio,2,m,1
Ryan,2,m,1
Samuel,2,m,1
Silas,2,m,1
Xavier,2,m,1
Yasin,2,m,1
Alexandra,2,w,2
Elina,2,w,2
Elisabeth,2,w,2
Frieda,2,w,2
Gabriela,2,w,2
Irene,2,w,2
June,2,w,2
Kerstin,2,w,2
Lia,2,w,2
Lynn,2,w,2
Madita,2,w,2
Malia,2,w,2
Marlene,2,w,2
Mila,2,w,2
Nur,2,w,2
Rahel,2,w,2
Sofia,2,w,2
Benjamin,2,m,2
Bo,2,m,2
Bruno,2,m,2
Cornelius,2,m,2
Elian,2,m,2
Erich,2,m,2
Erik,2,m,2
Ibrahim,2,m,2
Jakob,2,m,2
Johann,2,m,2
Leander,2,m,2
Leonas,2,m,2
Luca,2,m,2
Luis,2,m,2
Malachi,2,m,2
Nikolas,2,m,2
Otto,2,m,2
Pepe,2,m,2
Raphael,2,m,2
Robin,2,m,2
Simon,2,m,2
Luise,2,w,3
Richard,2,m,3
Ada,1,w,1
Adeline,1,w,1
Adrena,1,w,1
Adriti,1,w,1
Aivi,1,w,1
Alexander,1,w,1
Alina,1,w,1
Aliya,1,w,1
Aliyah,1,w,1
Alva,1,w,1
Amelia,1,w,1
Amelie-Louise,1,w,1
Amelie,1,w,1
Amilia,1,w,1
Amina,1,w,1
Amira,1,w,1
Anaaya,1,w,1
Anastasia,1,w,1
Anastasija,1,w,1
Anhelina,1,w,1
Anna-Katharina,1,w,1
Annika,1,w,1
Antonia,1,w,1
Antonina,1,w,1
Artemis,1,w,1
Atara,1,w,1
Augusta,1,w,1
Auri,1,w,1
Ava,1,w,1
Averie,1,w,1
Bianka,1,w,1
Calina,1,w,1
Cara,1,w,1
Carlie,1,w,1
Cataleya,1,w,1
Catalina,1,w,1
Cato,1,w,1
Charlotte-Annemarie,1,w,1
Chloé,1,w,1
Christine,1,w,1
Claire,1,w,1
Clara,1,w,1
Cloé,1,w,1
Cosima,1,w,1
Céline,1,w,1
Deborah,1,w,1
Dimyana,1,w,1
Dua,1,w,1
Effi,1,w,1
Ela,1,w,1
Elea,1,w,1
Eleanor,1,w,1
Eleni,1,w,1
Elia,1,w,1
Eliana,1,w,1
Elif,1,w,1
Elisa,1,w,1
Eliza,1,w,1
Elma,1,w,1
Elsa,1,w,1
Emelie,1,w,1
Emilie,1,w,1
Enna,1,w,1
Erene,1,w,1
Etika,1,w,1
Eve,1,w,1
Felicia,1,w,1
Felina,1,w,1
Felipa,1,w,1
Feven,1,w,1
Flora,1,w,1
Fulya,1,w,1
Genevieve,1,w,1
Gesa,1,w,1
Geschbin,1,w,1
Giulia,1,w,1
Greta,1,w,1
Gwendolyn,1,w,1
Halla,1,w,1
Hanna,1,w,1
Hanni,1,w,1
Harleen-Eva,1,w,1
Helen,1,w,1
Iga,1,w,1
Ilsa,1,w,1
Ioanna,1,w,1
Ira,1,w,1
Isabelle,1,w,1
Izabel,1,w,1
Izzah,1,w,1
Janne,1,w,1
Jasmin,1,w,1
Jinora,1,w,1
Johanna,1,w,1
Julia,1,w,1
Juliana,1,w,1
Juna,1,w,1
June,1,w,1
Junice,1,w,1
Kadar,1,w,1
Kaia,1,w,1
Kaja,1,w,1
Karline,1,w,1
Katharina,1,w,1
Khutulun,1,w,1
Kseniya,1,w,1
Käthe,1,w,1
Laila-Angelie,1,w,1
Lani,1,w,1
Lavinia,1,w,1
Layla,1,w,1
Leana,1,w,1
Leandros,1,w,1
Lelia,1,w,1
Leni,1,w,1
Lidia-Lotta,1,w,1
Lidia,1,w,1
Lila,1,w,1
Lilana,1,w,1
Lili,1,w,1
Liliana,1,w,1
Lilith,1,w,1
Lillia,1,w,1
Lillian,1,w,1
Lily,1,w,1
Lina,1,w,1
Linn,1,w,1
Linnea,1,w,1
Liv,1,w,1
Livi,1,w,1
Lizay,1,w,1
Lizzy,1,w,1
Lotta,1,w,1
Lotte,1,w,1
Lou,1,w,1
Loujain,1,w,1
Lua,1,w,1
Luana,1,w,1
Lyra,1,w,1
Maeva,1,w,1
Maeve,1,w,1
Magdalena,1,w,1
Mailys,1,w,1
Malia,1,w,1
Mariella,1,w,1
Marisa,1,w,1
Marlena,1,w,1
Marley,1,w,1
Marta-Matilda,1,w,1
Masha,1,w,1
Mayra,1,w,1
Medine,1,w,1
Melissa,1,w,1
Merle,1,w,1
Meryem,1,w,1
Miana,1,w,1
Mija,1,w,1
Mika,1,w,1
Mila-Hannah,1,w,1
Milina,1,w,1
Milli,1,w,1
Mimi,1,w,1
Mina,1,w,1
Miriam,1,w,1
Miroslava,1,w,1
Mischa,1,w,1
Monika,1,w,1
Muqaddas,1,w,1
Nada,1,w,1
Nami,1,w,1
Naomi,1,w,1
Naya,1,w,1
Neta,1,w,1
Nicole,1,w,1
Nika,1,w,1
Nisa,1,w,1
Nuria,1,w,1
Ocean,1,w,1
Ozioma,1,w,1
Paulina,1,w,1
Pauline,1,w,1
Philine,1,w,1
Philomena,1,w,1
Pia,1,w,1
Pina,1,w,1
Pola,1,w,1
Qinghe,1,w,1
Rana,1,w,1
Rashel,1,w,1
Rena,1,w,1
Romi,1,w,1
Rosalie,1,w,1
Rosemary,1,w,1
Safiya,1,w,1
Sarah,1,w,1
Selah,1,w,1
Selena,1,w,1
Selin,1,w,1
Siloé,1,w,1
Skye,1,w,1
Skyla,1,w,1
Skyler,1,w,1
Smilla,1,w,1
Sofija,1,w,1
Stella,1,w,1
Svea,1,w,1
Svetlana,1,w,1
Talia,1,w,1
Talya,1,w,1
Talía-Aylin,1,w,1
Tara,1,w,1
Tessa,1,w,1
Tona,1,w,1
Varvara,1,w,1
Viana,1,w,1
Wilhelmine,1,w,1
Ylvie,1,w,1
Zahide,1,w,1
Zoey,1,w,1
Zoë,1,w,1
Éléa,1,w,1
Aaron,1,m,1
Abolfazl,1,m,1
Adem,1,m,1
Adian,1,m,1
Advik,1,m,1
Agelos,1,m,1
Aiden,1,m,1
Ajan,1,m,1
Akhim,1,m,1
Akili,1,m,1
Akram,1,m,1
Alan,1,m,1
Albin,1,m,1
Alemekezeke,1,m,1
Alex,1,m,1
Alexey,1,m,1
Alisher,1,m,1
Alkinoos,1,m,1
Alpay,1,m,1
Alwin,1,m,1
Amadeus,1,m,1
Anakin,1,m,1
Antony,1,m,1
Aras,1,m,1
Aron,1,m,1
Arthur,1,m,1
Arwin,1,m,1
Ata,1,m,1
Aurelio,1,m,1
Aurelius,1,m,1
Avi,1,m,1
Aviel,1,m,1
Ayoub,1,m,1
Baran,1,m,1
Bas,1,m,1
Bela,1,m,1
Ben-Elias,1,m,1
Benjamin-Hasan,1,m,1
Benjamín,1,m,1
Bernard,1,m,1
Bruno,1,m,1
Carl,1,m,1
Carlos,1,m,1
Celio,1,m,1
Chahinez,1,m,1
Charles,1,m,1
Charlie,1,m,1
Charly,1,m,1
Christian,1,m,1
Clint,1,m,1
Conrad,1,m,1
Constantin,1,m,1
Daniel,1,m,1
Danyel,1,m,1
Darryn,1,m,1
David,1,m,1
Derek,1,m,1
Dominik,1,m,1
Eckart,1,m,1
Edgar,1,m,1
Eduard,1,m,1
Elay,1,m,1
Elijah,1,m,1
Elio,1,m,1
Elliot,1,m,1
Emilio,1,m,1
Emilius,1,m,1
Emin,1,m,1
Emir,1,m,1
Erik-Matteo,1,m,1
Erik,1,m,1
Fabian,1,m,1
Fabio,1,m,1
Faddei,1,m,1
Ferenc,1,m,1
Fiete,1,m,1
Finn-Julius,1,m,1
Finn,1,m,1
Finneas,1,m,1
Fino,1,m,1
Flinn,1,m,1
Florenz,1,m,1
Foday,1,m,1
Franz,1,m,1
Fred,1,m,1
Frederik,1,m,1
Fynn-Leo,1,m,1
Gabrijel,1,m,1
Gregor,1,m,1
Habib,1,m,1
Hamza,1,m,1
Hannes,1,m,1
Hany,1,m,1
Harvey,1,m,1
Haydar,1,m,1
Hector,1,m,1
Hendrik,1,m,1
Henrik,1,m,1
Hordii,1,m,1
Hugo,1,m,1
Idris,1,m,1
Ilay,1,m,1
Ilian,1,m,1
Ilyas,1,m,1
Isa,1,m,1
Ivano,1,m,1
Iwan,1,m,1
Iza,1,m,1
İshak,1,m,1
Jacob,1,m,1
Jakub,1,m,1
Jameson,1,m,1
Jan,1,m,1
Jannik,1,m,1
Jante,1,m,1
Janusch,1,m,1
Jari,1,m,1
Jaro,1,m,1
Jasser,1,m,1
Jayden,1,m,1
Jayu,1,m,1
Jesper,1,m,1
Joaquin,1,m,1
Joel,1,m,1
Johann,1,m,1
Josif,1,m,1
Josée,1,m,1
Jud,1,m,1
Jug,1,m,1
Juri,1,m,1
Kaleo,1,m,1
Kaya,1,m,1
Kean,1,m,1
Kemo,1,m,1
Keon,1,m,1
Kerem,1,m,1
Kian,1,m,1
Kito,1,m,1
Kojiro,1,m,1
Konstantinos,1,m,1
Krishna,1,m,1
Kylian,1,m,1
Laif,1,m,1
Lauri,1,m,1
Laurin,1,m,1
Leando,1,m,1
Leano,1,m,1
Leevi,1,m,1
Lenn,1,m,1
Levy,1,m,1
Lewis,1,m,1
Liano,1,m,1
Lino,1,m,1
Lio,1,m,1
Lionell,1,m,1
Lior,1,m,1
Loui,1,m,1
Louie,1,m,1
Luano,1,m,1
Luc,1,m,1
