vorname,anzahl,geschlecht
Sophie,69,w
Marie,61,w
Maria,52,w
Anna,48,w
Charlotte,47,w
Paul,46,m
Alexander,45,m
Maximilian,40,m
Elias,36,m
Ali,33,m
Emilia,33,w
Anton,31,m
Felix,28,m
Henry,28,m
Noah,28,m
Theodor,28,m
Ben,26,m
Luise,25,w
Sophia,24,w
Daniel,24,m
Ella,23,w
Johanna,23,w
Louis,23,m
Max,23,m
David,22,m
Helena,21,w
Marlene,21,w
Adam,21,m
Emil,21,m
Jakob,21,m
Jonas,21,m
Jonathan,21,m
Leon,21,m
Oskar,21,m
Elisabeth,20,w
Johann,20,m
Philipp,20,m
Lena,19,w
Mia,19,w
Benjamin,19,m
Friedrich,19,m
Mohammad,19,m
Amalia,18,w
Elif,18,w
Emily,18,w
Lina,18,w
Mira,18,w
Julius,18,m
Muhammed,18,m
Fatima,17,w
Matilda,17,w
Sara,17,w
Hamza,17,m
Jan,17,m
Liam,17,m
Luca,17,m
Michael,17,m
Samuel,17,m
Lara,16,w
Leonie,16,w
Olivia,16,w
Valentina,16,w
Johannes,16,m
Karl,16,m
Vincent,16,m
Elisa,15,w
Greta,15,w
Helene,15,w
Mila,15,w
Nur,15,w
Emir,15,m
Henri,15,m
Leo,15,m
Leonard,15,m
Alexandra,14,w
Emma,14,w
Eva,14,w
Ida,14,w
Lucia,14,w
Victoria,14,w
Arthur,14,m
Ferdinand,14,m
Milan,14,m
Omar,14,m
Yasin,14,m
Alma,13,w
Amelie,13,w
Luisa,13,w
Meryem,13,w
Konstantin,13,m
Lucas,13,m
Luis,13,m
Lukas,13,m
Mohamed,13,m
Tim,13,m
Ömer,13,m
Katharina,12,w
Laura,12,w
Lilly,12,w
Martha,12,w
Bruno,12,m
Carl,12,m
Fritz,12,m
Gabriel,12,m
Ibrahim,12,m
Joel,12,m
John,12,m
Leopold,12,m
Anastasia,11,w
Ava,11,w
Mathilda,11,w
Viktoria,11,w
Adrian,11,m
Christian,11,m
Georg,11,m
Otto,11,m
Sebastian,11,m
Carlotta,10,w
Clara,10,w
Hanna,10,w
Hannah,10,w
Julia,10,w
Lisa,10,w
Mariam,10,w
Maya,10,w
Medina,10,w
Sarah,10,w
Yasmin,10,w
Zehra,10,w
Zeynep,10,w
Ahmad,10,m
Amir,10,m
Can,10,m
Emilio,10,m
Erik,10,m
Finn,10,m
Linus,10,m
Maxim,10,m
Moritz,10,m
Simon,10,m
Thomas,10,m
Valentin,10,m
Yusuf,10,m
Alva,9,w
Antonia,9,w
Elena,9,w
Josephine,9,w
Lea,9,w
Luna,9,w
Maryam,9,w
Melek,9,w
Philippa,9,w
August,9,m
Constantin,9,m
Franz,9,m
Joshua,9,m
Julian,9,m
Malik,9,m
Mohamad,9,m
Mohammed,9,m
Ole,9,m
Aylin,8,w
Leni,8,w
Louisa,8,w
Rosa,8,w
Rosalie,8,w
Sofia,8,w
Aaron,8,m
Albert,8,m
Alessio,8,m
Aras,8,m
Eduard,8,m
Ismail,8,m
Josef,8,m
Justus,8,m
Muhammad,8,m
Mustafa,8,m
Noel,8,m
Peter,8,m
Richard,8,m
Theo,8,m
Wilhelm,8,m
Alice,7,w
Carla,7,w
Ela,7,w
Emine,7,w
Fatma,7,w
Frieda,7,w
Isabella,7,w
Josefine,7,w
Leyla,7,w
Mina,7,w
Miray,7,w
Monika,7,w
Nisa,7,w
Paula,7,w
Pauline,7,w
Rose,7,w
Stella,7,w
Alex,7,m
Benedikt,7,m
Caspar,7,m
Christoph,7,m
Efe,7,m
Elyas,7,m
Eren,7,m
Fabian,7,m
Frederik,7,m
Hasan,7,m
Joseph,7,m
Levi,7,m
Maria,7,m
Matteo,7,m
Mehmet,7,m
Mert,7,m
