vorname,anzahl,geschlecht
Marie,23,w
Maximilian,20,m
Maria,19,w
Alexander,18,m
Sophie,18,w
Theodor,16,m
Charlotte,16,w
Emma,14,w
Sophia,14,w
David,12,m
Elias,12,m
Jonas,12,m
Paul,12,m
Anna,12,w
Elisabeth,12,w
Emily,11,w
Luisa,11,w
Clara,10,w
Leo,9,m
Leon,9,m
Luca,9,m
Lukas,9,m
Philipp,9,m
Elisa,9,w
Johanna,9,w
Aaron,8,m
Jakob,8,m
Antonia,8,w
Joshua,8,m
Emilia,8,w
Leonard,8,m
Amelie,7,w
Karl,7,m
Hannah,7,w
Lennard,7,m
Julia,7,w
Liam,7,m
Lea,7,w
Simon,7,m
Luise,7,w
Tim,7,m
Ella,6,w
Gabriel,6,m
Helene,6,w
Jonathan,6,m
Katharina,6,w
Julian,6,m
Leni,6,w
Milan,6,m
Lotta,6,w
Oliver,6,m
Marlene,6,w
Samuel,6,m
Mathilda,6,w
Vincent,6,m
Mila,6,w
Adam,5,m
Helena,5,w
Ben,5,m
Leonie,5,w
Christian,5,m
Lilly,5,w
Damian,5,m
Maya,5,w
Daniel,5,m
Merle,5,w
Felix,5,m
Mia,5,w
Finn,5,m
Michelle,5,w
Henry,5,m
Nora,5,w
Jan,5,m
Olivia,5,w
Luis,5,m
Victoria,5,w
Noah,5,m
Tobias,5,m
Eva,4,w
Friederike,4,w
Andreas,4,m
Ida,4,w
Anton,4,m
Isabell,4,w
Emil,4,m
Lena,4,w
Friedrich,4,m
Lia,4,w
Ilyas,4,m
Lisa,4,w
Joel,4,m
Mira,4,w
Johann,4,m
Sarah,4,w
Johannes,4,m
Sofia,4,w
Julius,4,m
Justus,4,m
Lasse,4,m
Leopold,4,m
Louis,4,m
Martin,4,m
Moritz,4,m
Oscar,4,m
Raphael,4,m
Timon,4,m
Valentin,4,m
Aliya,3,w
Aria,3,w
Aurora,3,w
Ava,3,w
Dorothea,3,w
Elena,3,w
Elif,3,w
Elsa,3,w
Emilie,3,w
Finja,3,w
Fiona,3,w
Adrian,3,m
Frida,3,w
Arthur,3,m
Hanna,3,w
