vorname,anzahl,geschlecht
Sophie,70,w
Marie,59,w
Charlotte,37,w
Emil,36,m
Paul,36,m
Emilia,35,w
Alexander,34,m
Elias,34,m
Mia,34,w
Ben,30,m
Louis,30,m
Oskar,30,m
Emma,29,w
Luca,29,m
Felix,28,m
Leon,27,m
Sophia,26,w
Anna,25,w
Johanna,25,w
Anton,23,m
Maximilian,22,m
Noah,22,m
Ella,21,w
Maria,21,w
Hannah,20,w
Leonie,20,w
Friedrich,20,m
Jonas,20,m
Theo,20,m
Emily,19,w
Lena,19,w
Elisabeth,18,w
Oliver,18,m
Ida,18,w
Karl,17,m
Isabella,17,w
Niklas,17,m
Lina,17,w
Theodor,17,m
Laura,16,w
Tim,16,m
Mila,16,w
Erik,15,m
Julia,15,w
Finn,15,m
Lea,15,w
Pepe,15,m
Luisa,15,w
Nele,15,w
Fabian,14,m
Joel,14,m
Hanna,14,w
Liam,14,m
Lilly,14,w
Tom,14,m
Lucy,14,w
Pauline,14,w
Aaron,13,m
Adrian,13,m
Mathilda,13,w
Benjamin,13,m
Nora,13,w
David,13,m
Johann,13,m
Lukas,13,m
Alina,12,w
Clara,12,w
Leni,12,w
Edgar,12,m
Luise,12,w
Maxim,12,m
Melina,12,w
Moritz,12,m
Nils,12,m
Philipp,12,m
Samuel,12,m
Sebastian,12,m
Katharina,11,w
Mina,11,w
Sarah,11,w
Bruno,11,m
Fynn,11,m
Henry,11,m
Jan,11,m
Levi,11,m
Tobias,11,m
Luna,10,w
Emilio,10,m
Florian,10,m
Julius,10,m
Konstantin,10,m
Leonard,10,m
Lucas,10,m
Luis,10,m
Malte,10,m
Milan,10,m
Oscar,10,m
Amelia,9,w
Frieda,9,w
Greta,9,w
Helena,9,w
Isabelle,9,w
Lara,9,w
Magdalena,9,w
Maja,9,w
Marlene,9,w
Martha,9,w
Victoria,9,w
Viktoria,9,w
Constantin,9,m
Frederik,9,m
Hannes,9,m
Jakob,9,m
Jonathan,9,m
Julian,9,m
Max,9,m
Richard,9,m
Amelie,8,w
Elena,8,w
Elise,8,w
Eva,8,w
Frida,8,w
Joleen,8,w
Jolie,8,w
Josephine,8,w
Klara,8,w
Livia,8,w
Lotta,8,w
Rosalie,8,w
Christian,8,m
Jamie,8,m
Lennard,8,m
Noel,8,m
Ole,8,m
Raphael,8,m
