vorname,anzahl,geschlecht
Marie,22,w
Emilia,19,w
Sophie,18,w
Maximilian,14,m
Alexander,13,m
Ali,13,m
Elias,13,m
Luca,13,m
Sophia,11,w
David,11,m
Noah,11,m
Paul,11,m
Julian,10,m
Laura,9,w
Maria,9,w
Mia,9,w
Adam,9,m
Michael,9,m
Emily,8,w
Emma,8,w
Lena,8,w
Lina,8,w
Felix,8,m
Melina,8,w
Leon,8,m
Mira,8,w
Luis,8,m
Charlotte,7,w
Anton,7,m
Josephine,7,w
Can,7,m
Finn,7,m
Jakob,7,m
Joel,7,m
Lukas,7,m
Valentin,7,m
Anna,6,w
Aylin,6,w
Jan,6,m
Jonas,6,m
Liam,6,m
Muhammed,6,m
Oliver,6,m
Alina,5,w
Elif,5,w
Ella,5,w
Fiona,5,w
Lea,5,w
Melek,5,w
Meryem,5,w
Nur,5,w
Sofie,5,w
Ben,5,m
Zehra,5,w
Georg,5,m
Jonathan,5,m
Joshua,5,m
Leo,5,m
Louis,5,m
Pascal,5,m
Philip,5,m
Amy,4,w
Antonia,4,w
Azra,4,w
Carla,4,w
Ela,4,w
Elisa,4,w
Elisabeth,4,w
Adrian,4,m
Fatima,4,w
Andreas,4,m
Isabella,4,w
Benjamin,4,m
Johanna,4,w
Damian,4,m
Luisa,4,w
Emilian,4,m
Maja,4,w
Emir,4,m
Mila,4,w
Fabian,4,m
Sara,4,w
Johann,4,m
Sarah,4,w
Karl,4,m
Victoria,4,w
Marcel,4,m
Marlon,4,m
Mika,4,m
Nico,4,m
Nino,4,m
Rafael,4,m
Richard,4,m
Theo,4,m
Tobias,4,m
Adriana,3,w
Aleyna,3,w
Alissa,3,w
Amalia,3,w
Amelie,3,w
Amira,3,w
Anastasia,3,w
Annika,3,w
Ceylin,3,w
Ahmad,3,m
Clara,3,w
Aleks,3,m
Eliana,3,w
Antonio,3,m
Frieda,3,w
Bennet,3,m
Hannah,3,w
Carl,3,m
Isabell,3,w
Cassian,3,m
Jana,3,w
Christian,3,m
Jolie,3,w
Christoph,3,m
Lara,3,w
Colin,3,m
Leonie,3,w
Daniel,3,m
Magdalena,3,w
Efe,3,m
Marlene,3,w
Emil,3,m
Medina,3,w
Filip,3,m
Nele,3,w
Ilyas,3,m
Nisa,3,w
Ismail,3,m
Pia,3,w
Jayden,3,m
Sofia,3,w
Johannes,3,m
Summer,3,w
Justus,3,m
Viktoria,3,w
Klaus,3,m
Zeynep,3,w
Levi,3,m
Zoey,3,w
Marco,3,m
Maurice,3,m
Maxim,3,m
Maxime,3,m
Mehmet,3,m
Milan,3,m
Milo,3,m
Niklas,3,m
Peter,3,m
Philipp,3,m
René,3,m
Samuel,3,m
Sebastian,3,m
Simon,3,m
Theodor,3,m
Tim,3,m
Tom,3,m
Valentino,3,m
Yasin,3,m
Yusuf,3,m
Ömer,3,m
Ada,2,w
Alia,2,w
Alicja,2,w
Alisha,2,w
Alma,2,w
Alya,2,w
Amal,2,w
Amara,2,w
Amelia,2,w
Ana,2,w
Annalena,2,w
Barbara,2,w
Beritan,2,w
Beyza,2,w
Chiara,2,w
Dılda,2,w
Elena,2,w
Elin,2,w
Elise,2,w
Elizabeth,2,w
Elli,2,w
Aaron,2,m
Elsa,2,w
Abdullah,2,m
Emelie,2,w
Abdurrahman,2,m
Esila,2,w
Alfred,2,m
Esma,2,w
Amin,2,m
Estelle,2,w
Amos,2,m
Eva,2,w
Arafat,2,m
Evelyn,2,w
Armando,2,m
Ezgi,2,w
Axel,2,m
Fabienne,2,w
Baran,2,m
Franziska,2,w
Berat,2,m
Gabriela,2,w
Bernhard,2,m
Golda,2,w
Björn,2,m
Hanna,2,w
Carlos,2,m
Helena,2,w
Chris,2,m
Helin,2,w
Cihan,2,m
Hira,2,w
Dario,2,m
Izabela,2,w
Diego,2,m
Jael,2,w
Dieter,2,m
Janna,2,w
Elyas,2,m
Jara,2,w
Enes,2,m
Jessica,2,w
Ensar,2,m
Joline,2,w
Ferdinand,2,m
Josefine,2,w
Fynn,2,m
Joyce,2,w
Gabriel,2,m
Julia,2,w
Gerhard,2,m
Julie,2,w
Hanno,2,m
Katrin,2,w
Henri,2,m
Lana,2,w
Isaac,2,m
Leana,2,w
Jari,2,m
Leyla,2,w
Jason,2,m
Lia,2,w
Jonah,2,m
Lilly,2,w
Karim,2,m
Lisa,2,w
Kerem,2,m
Lotte,2,w
Kerim,2,m
Luise,2,w
Kevin,2,m
Madeleine,2,w
Kuzey,2,m
Margarete,2,w
Lars,2,m
Martina,2,w
Lennard,2,m
Maryam,2,w
Leonard,2,m
Mathilda,2,w
Mahir,2,m
Matilda,2,w
Maik,2,m
Merle,2,w
Malik,2,m
Mina,2,w
Malte,2,m
Miriam,2,w
Manfred,2,m
Monika,2,w
Manuel,2,m
Naila,2,w
Mats,2,m
Olivia,2,w
Max,2,m
Paula,2,w
Metin,2,m
Rachel,2,w
Milow,2,m
Rana,2,w
Miro,2,m
Rosa,2,w
Moritz,2,m
Safija,2,w
Muhammad,2,m
Samantha,2,w
Musa,2,m
Samira,2,w
Noel,2,m
Scarlett,2,w
Ole,2,m
Sila,2,w
Oliwier,2,m
Susanna,2,w
Oscar,2,m
Tamira,2,w
Oskar,2,m
Yara,2,w
Raphael,2,m
Zelal,2,w
Robin,2,m
Zilan,2,w
Ryszard,2,m
Zoe,2,w
Said,2,m
Sylwester,2,m
Talha,2,m
Thorin,2,m
Timo,2,m
Tomasz,2,m
Toni,2,m
Tristan,2,m
Tyler,2,m
Veit,2,m
Acelya,1,w
Ademidun,1,w
Agata,1,w
Aimee,1,w
Alamea,1,w
Alessa,1,w
Alexandra,1,w
Alexandrovna,1,w
Alica,1,w
Alima,1,w
Aarav,1,m
Aliya,1,w
Aarne,1,m
Almila,1,w
Abdoulaye,1,m
Alycha,1,w
Abdul,1,m
Alysha,1,w
Abdulhameed,1,m
Amalie,1,w
Abdulrahman,1,m
Aman,1,w
Achilleus,1,m
Amanda,1,w
Ada,1,m
Amar,1,w
Adburrahman,1,m
Amatullah,1,w
Adel,1,m
Amela,1,w
Adem,1,m
Amelie-Sophie,1,w
Ahmed,1,m
Amilia,1,w
Ahmet,1,m
Amine,1,w
Al,1,m
Amine-Ece,1,w
Al-Rida,1,m
Amne,1,w
Alan,1,m
Amritha,1,w
Albert,1,m
Anabel,1,w
Alejandro,1,m
Anabell,1,w
Aleksander,1,m
Anabelle,1,w
Aleksandrov,1,m
Anastacie,1,w
Aleksei,1,m
Angel,1,w
Alen,1,m
Angelika,1,w
Alexei,1,m
Angelina,1,w
Alfons,1,m
Aniela,1,w
Alim,1,m
Anika,1,w
Allan,1,m
Anina,1,w
Allen,1,m
Anisa,1,w
Alperen,1,m
Anissa,1,w
Alphonse,1,m
Annabelle,1,w
Amar,1,m
Antwiwaa,1,w
Amias,1,m
Apollonia,1,w
Amir,1,m
Arianna,1,w
Anas,1,m
Arin,1,w
Anastasios,1,m
Arnesa,1,w
Anderson,1,m
Arya,1,w
Andonov,1,m
Ashley,1,w
André,1,m
Ashmita,1,w
Angelo,1,m
Asmahan,1,w
Antoine,1,m
Audrey,1,w
Arda,1,m
Aurela,1,w
Arkın,1,m
Aurelia,1,w
Aron,1,m
Aurora,1,w
Arslan,1,m
Aviva,1,w
Arthur,1,m
Aybüke,1,w
Arvid,1,m
Ayla,1,w
Asante,1,m
Ayse,1,w
Aslan,1,m
Ayşegül,1,w
Atahan,1,m
Ayşenaz,1,w
Ayaz,1,m
Aziza,1,w
Aydin,1,m
Açelya,1,w
Azad,1,m
Bahar,1,w
Babatunde,1,m
Beate,1,w
Baharov,1,m
Bella,1,w
Bartosz,1,m
Bellange,1,w
Bastian,1,m
Benews,1,w
Bedir,1,m
Beril,1,w
Bekir,1,m
Beriwan,1,w
Belkacem,1,m
Bernice,1,w
Benedikt,1,m
Betül,1,w
Benito,1,m
Blessing,1,w
Berjin,1,m
Bojana,1,w
Berkan,1,m
Briella,1,w
Berkay,1,m
Brielle,1,w
Bianco,1,m
Camila,1,w
Bilal,1,m
Canise,1,w
Bo,1,m
Carlotta,1,w
Bodo,1,m
Carola,1,w
Botan,1,m
Caroline,1,w
Braden,1,m
Celina,1,w
Brieuc,1,m
Celine,1,w
Bruce,1,m
Ceren,1,w
Bruno,1,m
Ceyda,1,w
Burak,1,m
Charis,1,w
Caleb,1,m
Chavah,1,w
Carmine,1,m
Chi,1,w
Casimir,1,m
Christabel,1,w
Cem,1,m
Christina,1,w
Charlie,1,m
Claire,1,w
Chefor,1,m
Cleo-Ira,1,w
Chimkasi,1,m
Coco,1,w
Christof,1,m
Colette,1,w
Christophe,1,m
Cora,1,w
Christopher,1,m
Cäcilia,1,w
Colin-Joel,1,m
Dahlia,1,w
Conner,1,m
Dakini,1,w
Connor,1,m
Dala,1,w
Conrad,1,m
Dalia,1,w
Constantin,1,m
Damaris,1,w
Damien-Joel,1,m
Daniela,1,w
Damir,1,m
Danielle,1,w
Damon,1,m
Danuta,1,w
Danilo,1,m
Daria,1,w
Danny,1,m
Deana,1,w
Davide,1,m
Defne,1,w
Davit,1,m
Denisa,1,w
Davud,1,m
Deniz,1,w
Dean,1,m
Desiré,1,w
Dean-Aidan,1,m
Diana,1,w
Dean-Taylor,1,m
Didem,1,w
Demir,1,m
Diellza,1,w
Deni,1,m
Dilara,1,w
Deniz,1,m
Dilber,1,w
Dennis,1,m
Dina,1,w
Dewin,1,m
Doris,1,w
Didier,1,m
Ecem,1,w
Diego-Minas,1,m
Ecrin,1,w
Dimitriević,1,m
Elaine,1,w
Djondala,1,m
Elektra,1,w
Dogan,1,m
Elia,1,w
Domenik,1,m
Elife,1,w
Dominic,1,m
Eliina,1,w
Dominik,1,m
Elina,1,w
Doruk,1,m
Eliona,1,w
Doğukan,1,m
Elisabeta,1,w
Duncan,1,m
Elisha,1,w
Dylan-Daniel,1,m
Elizan,1,w
Díego,1,m
Ellen,1,w
Edin,1,m
Elma,1,w
Edis,1,m
Elmas,1,w
Edmond,1,m
Elona,1,w
Edwin,1,m
Elvin,1,w
Efe-Kaan,1,m
Elyssa,1,w
Ege,1,m
Emeli,1,w
Eldin,1,m
Emely,1,w
Elian,1,m
Emili,1,w
Elio,1,m
Emily-Joline,1,w
Elisei,1,m
Emine,1,w
Elnathan,1,m
Emy,1,w
Elom,1,m
Enie,1,w
Elyes,1,m
Enricovna,1,w
Emanuel,1,m
Enya,1,w
Emiliev,1,m
Ernestine,1,w
Emilio,1,m
Eseosa,1,w
Emin,1,m
Esmeralda,1,w
Emircan,1,m
Esra,1,w
Emre,1,m
Eva-Marie,1,w
Eniola,1,m
Evalotta,1,w
Eniz,1,m
Evamaria,1,w
Enuar,1,m
Ewa,1,w
Ercan,1,m
Eylül,1,w
Eren,1,m
Fairyda,1,w
Eric,1,m
Farah,1,w
Erik,1,m
Fatme,1,w
Eron,1,m
Fee,1,w
Evann,1,m
Felicia,1,w
Evin,1,m
Felicitas,1,w
Eymen,1,m
Felina,1,w
Eyüp,1,m
Felizitas,1,w
Fabrizio,1,m
Feyza,1,w
Fathy,1,m
Fiene,1,w
Fehim,1,m
Finja,1,w
Ferenc,1,m
Finya,1,w
Fero,1,m
Flor,1,w
Fiete,1,m
Florentine,1,w
Filippo,1,m
Francesca,1,w
Fillip,1,m
Franka,1,w
Finian,1,m
Freya,1,w
Finnley,1,m
Frida,1,w
Fiorenzo,1,m
Friederike,1,w
Fırat,1,m
Georgia,1,w
Florian,1,m
Gia,1,w
Flynn,1,m
Gioia,1,w
Frank,1,m
Gloria,1,w
Franz,1,m
Greta,1,w
Frederik,1,m
Grete,1,w
Frido,1,m
Gursirat,1,w
Friedrich,1,m
Gyunay,1,w
Fritz,1,m
Hadia,1,w
Fukiau,1,m
Hadiya,1,w
Gabriel-Thiago,1,m
Hafsa,1,w
Gaius,1,m
Hailie,1,w
George,1,m
Halima,1,w
Gero,1,m
Hana,1,w
Gianluca,1,m
Hanim,1,w
Giovanni,1,m
Hanni,1,w
Giulio,1,m
Hasima,1,w
Gracjan,1,m
Hatice,1,w
Guettel,1,m
Hatune,1,w
Guillermo,1,m
Hawa,1,w
Gustave,1,m
Hazal,1,w
Gyunay,1,m
Helene,1,w
Günther,1,m
Henriette,1,w
Hadi,1,m
Hermine,1,w
Hagen,1,m
Hilal,1,w
Haldor,1,m
Hiranur,1,w
Halil,1,m
Houria,1,w
Hamza,1,m
Héloïse,1,w
Hari,1,m
Hümeyra,1,w
Harley,1,m
Hüsna,1,w
Harry,1,m
Ida,1,w
Harun,1,m
Iffet,1,w
Hasan,1,m
Ilaine,1,w
Hashim,1,m
