vorname,anzahl,geschlecht
Sophie,25,w
Marie,22,w
Alexander,21,m
Emil,21,m
Charlotte,20,w
Maria,18,w
Anna,17,w
Paul,16,m
Elisabeth,15,w
Felix,14,m
Oskar,14,m
Sophia,14,w
Karl,13,m
Max,13,m
Luise,13,w
Ben,12,m
Emma,12,w
Elias,11,m
Emilia,11,w
Hanna,11,w
Hannah,11,w
Lina,11,w
Luca,10,m
Greta,10,w
Johanna,10,w
Anton,9,m
Friedrich,9,m
Jakob,9,m
Leon,9,m
Lea,9,w
Nele,9,w
Pauline,9,w
Arthur,8,m
Levi,8,m
Lukas,8,m
Martin,8,m
Maximilian,8,m
Clara,8,w
Moritz,8,m
Mia,8,w
Noah,8,m
Amelie,7,w
Benjamin,7,m
Elise,7,w
Finn,7,m
Frida,7,w
Florian,7,m
Helene,7,w
Jonathan,7,m
Luisa,7,w
Liam,7,m
Maja,7,w
Niklas,7,m
Mathilda,7,w
Richard,7,m
Pia,7,w
Tim,7,m
Helena,6,w
Constantin,6,m
Jasmin,6,w
Jan,6,m
Lena,6,w
Johann,6,m
Lisa,6,w
Jonas,6,m
Marlene,6,w
Julius,6,m
Matilda,6,w
Konstantin,6,m
Paula,6,w
Louis,6,m
Luis,6,m
Matteo,6,m
Theodor,6,m
Antonia,5,w
Laura,5,w
Lotta,5,w
Tessa,5,w
Carl,5,m
Michael,5,m
Pepe,5,m
Peter,5,m
Samuel,5,m
Alexandra,4,w
Alina,4,w
Aurelia,4,w
Ella,4,w
Eva,4,w
Albert,4,m
Fiona,4,w
Bruno,4,m
Frieda,4,w
Christian,4,m
Friederike,4,w
Erik,4,m
Fritzi,4,w
Fabian,4,m
Julia,4,w
Fiete,4,m
Katharina,4,w
Jayden,4,m
Klara,4,w
Joel,4,m
Leni,4,w
Juri,4,m
Mara,4,w
Justus,4,m
Mila,4,w
Lars,4,m
Mina,4,w
Leo,4,m
Nora,4,w
Malte,4,m
Zoe,4,w
Matthias,4,m
Maxim,4,m
Milan,4,m
Oliver,4,m
Otto,4,m
Pascal,4,m
Tobias,4,m
Vincent,4,m
Anne,3,w
Anni,3,w
Ava,3,w
Carla,3,w
Carlotta,3,w
Elisa,3,w
Elsa,3,w
Emilie,3,w
Aaron,3,m
Emily,3,w
Andreas,3,m
Finja,3,w
André,3,m
Florentine,3,w
August,3,m
Gerda,3,w
Bastian,3,m
Henriette,3,w
Christopher,3,m
Ida,3,w
Edgar,3,m
Jane,3,w
Emilio,3,m
Janne,3,w
Franz,3,m
Käthe,3,w
Henry,3,m
Lara,3,w
Hermann,3,m
Larissa,3,w
Hugo,3,m
Lene,3,w
James,3,m
Leonie,3,w
Janosch,3,m
Lilli,3,w
Jasper,3,m
Lilly,3,w
Julian,3,m
Linda,3,w
Kai,3,m
Luna,3,w
Kasimir,3,m
Malou,3,w
Lennox,3,m
Martha,3,w
Lucas,3,m
Merle,3,w
Mario,3,m
Milena,3,w
Mark,3,m
Paulina,3,w
Matheo,3,m
Rosalie,3,w
Mika,3,m
Rosemarie,3,w
Milo,3,m
Sarah,3,w
Nico,3,m
Selma,3,w
Ole,3,m
Sofia,3,w
Oscar,3,m
Svea,3,w
Philipp,3,m
Vanessa,3,w
Tamino,3,m
Theo,3,m
Thore,3,m
Till,3,m
Tristan,3,m
Valentin,3,m
Amélie,2,w
Anastasia,2,w
Angelina,2,w
Anika,2,w
Annelie,2,w
Celine,2,w
Adam,2,m
Cleo,2,w
Adrian,2,m
Elena,2,w
Alex,2,m
Emely,2,w
Arne,2,m
Erika,2,w
Artur,2,m
Esther,2,w
Aurelius,2,m
Frederike,2,w
Benedikt,2,m
Henrike,2,w
Benno,2,m
Irene,2,w
Carlo,2,m
Isabel,2,w
Casimir,2,m
Isabella,2,w
Damian,2,m
Isabelle,2,w
David,2,m
Josefine,2,w
Dean,2,m
Josephine,2,w
Eddy,2,m
Julie,2,w
Eliah,2,m
June,2,w
Enno,2,m
Karin,2,w
Frank,2,m
Karla,2,w
Frederik,2,m
Kiara,2,w
Gustav,2,m
Leia,2,w
Heinrich,2,m
Leona,2,w
Henri,2,m
Lia,2,w
Jack,2,m
Lilian,2,w
Jaden,2,m
Lilith,2,w
Jelle,2,m
Lily,2,w
Joachim,2,m
Lorelai,2,w
Johannes,2,m
Lotte,2,w
Jonte,2,m
Louise,2,w
Joshua,2,m
Lucia,2,w
Jörg,2,m
Luzie,2,w
Kaspar,2,m
Madita,2,w
Magdalena,2,w
Konrad,2,m
Malea,2,w
Lee,2,m
Margarethe,2,w
Lennart,2,m
Mariella,2,w
Leonard,2,m
Melina,2,w
Leonas,2,m
Melissa,2,w
Leopold,2,m
Michelle,2,w
Linus,2,m
Milla,2,w
Luka,2,m
Minna,2,w
Luke,2,m
Mira,2,w
Matti,2,m
Monika,2,w
Maurice,2,m
Natalie,2,w
Mike,2,m
Nea,2,w
Miro,2,m
Nela,2,w
Neo,2,m
Noa,2,w
Nikolai,2,m
Patricia,2,w
Noam,2,m
Rahel,2,w
Rebecca,2,w
Noel,2,m
Rebekka,2,w
Norwin,2,m
Regina,2,w
Phil,2,m
Rosa,2,w
Philip,2,m
Samira,2,w
Rainer,2,m
Sky,2,w
Raphael,2,m
Soraya,2,w
Robert,2,m
Thea,2,w
Rolf,2,m
Tilda,2,w
Sami,2,m
Vivien,2,w
Sean,2,m
Yuna,2,w
Sebastian,2,m
Zoé,2,w
Sven,2,m
Taylor,2,m
Teodor,2,m
Thilo,2,m
Til,2,m
Tom,2,m
Ulrich,2,m
Viktor,2,m
Vitus,2,m
Werner,2,m
Wilhelm,2,m
William,2,m
Yannis,2,m
Aaliyah,1,w
Ada,1,w
Adanna,1,w
Adele,1,w
Aenna,1,w
Aimee,1,w
Aimée,1,w
Alana,1,w
Alea,1,w
Alexis,1,w
Alica,1,w
Alina-Cesslyn,1,w
Alissia,1,w
Alycia,1,w
Achim,1,m
Alyx,1,w
Adolf,1,m
Amalie,1,w
Adrian-Erijon,1,m
Amanda,1,w
Akeomai,1,m
Amata,1,w
Alaric,1,m
Amelia,1,w
Alen,1,m
Amrita,1,w
Alfred,1,m
An-Vy,1,w
Alojz,1,m
Anastasija,1,w
Alvar,1,m
Anastassia,1,w
Alwin,1,m
Anastazia,1,w
Amar,1,m
Anaïs,1,w
Ambroise,1,m
Andrea,1,w
Amon,1,m
Anja,1,w
Ananda,1,m
Annabel,1,w
Andjelino,1,m
Annegret,1,w
Anh,1,m
Annegreth,1,w
Anthony,1,m
Anneke,1,w
Antonio,1,m
Annemieke,1,w
Antonín,1,m
Annerose,1,w
Ari,1,m
Annie,1,w
Arjen,1,m
Anouk,1,w
Armani,1,m
Aria,1,w
Armin,1,m
Aulona,1,w
Arndt,1,m
Aurélia,1,w
Arno,1,m
Ayla,1,w
Artyom,1,m
Batoul,1,w
Aslanovič,1,m
Beatrice,1,w
Atreyu,1,m
Belana,1,w
Autumn,1,m
Belinda,1,w
Baran,1,m
Beyhan,1,w
Batu,1,m
Birgit,1,w
Bela,1,m
Brunhilde,1,w
Bennet,1,m
Caitlyn,1,w
Bent,1,m
Camille,1,w
Bertil,1,m
Carlie,1,w
Bjarne,1,m
Carolin,1,w
Bo,1,m
Carolina,1,w
Brough,1,m
Caroline,1,w
Béla,1,m
Catalina,1,w
Carsten,1,m
Catharina,1,w
Caspar,1,m
Cecilia,1,w
Castiel,1,m
Celin,1,w
Castor,1,m
Celina,1,w
Claus,1,m
Charleen,1,w
Conner,1,m
Charlott,1,w
Cyano,1,m
Charlotta,1,w
Damir,1,m
Chellama,1,w
Damon-Alexander,1,m
Christiane,1,w
Daniel,1,m
Christina,1,w
Danijel,1,m
Christine,1,w
Dario,1,m
Cimberley-Sunja,1,w
Darius,1,m
Claudia,1,w
Davin,1,m
Coco,1,w
Denis,1,m
Cornelia,1,w
Deniz,1,m
Célina,1,w
Dinari,1,m
Dana,1,w
Dmitrij,1,m
Danjelle,1,w
Domenik,1,m
Daria,1,w
Duc,1,m
Destiny,1,w
Dzan,1,m
Dilara,1,w
Eddie,1,m
Dilazer,1,w
Eduard,1,m
Divya,1,w
Edwin,1,m
Djamila,1,w
Egon,1,m
Dorothea,1,w
Elia,1,m
Edda,1,w
Elijah,1,m
Eftichia,1,w
Elmar,1,m
Ela,1,w
Elvis,1,m
Elaine,1,w
Emilian,1,m
Elea,1,w
Eren,1,m
Eleana,1,w
Erich,1,m
Elenah,1,w
Erwin,1,m
Eleonor,1,w
Eskil,1,m
Elfrieda,1,w
Ezra,1,m
Eliane,1,w
Fabio,1,m
Elina,1,w
Farell,1,m
Elli,1,w
Farooq,1,m
Ellie,1,w
Felix-Fritz,1,m
Elouise,1,w
Ferdinand,1,m
Elsbeth,1,w
Finley,1,m
Elvira,1,w
Finnlay,1,m
Emelie,1,w
Florenz,1,m
Emelina,1,w
Floyd,1,m
Emilia-Maria,1,w
Fred,1,m
Emina,1,w
Fridolin,1,m
Emine,1,w
Frithjof,1,m
Enya,1,w
Fritz,1,m
Erna,1,w
Fynn,1,m
Esmi,1,w
Gani,1,m
Fabiene,1,w
Giulian,1,m
Fabienne,1,w
Glenn,1,m
Famke,1,w
Gurmann,1,m
Fay,1,w
Hagen,1,m
Faye,1,w
Haicim,1,m
Fee,1,w
Hajo,1,m
Felicitas,1,w
Hannes,1,m
Felize,1,w
Hans,1,m
Fenna,1,w
Harald,1,m
Fiefe,1,w
Harrison,1,m
Fiene,1,w
