vorname,anzahl,geschlecht
Marie,25,w
Sophie,25,w
Alexander,16,m
Emma,16,w
Felix,15,m
Mia,14,w
Ben,13,m
Elias,13,m
Leon,13,m
Emily,13,w
Maximilian,11,m
Paul,11,m
Charlotte,10,w
Emilia,10,w
Joel,10,m
Lea,10,w
John,10,m
Luca,10,m
Anna,8,w
Johanna,8,w
Julian,8,m
Leonie,8,w
Louis,8,m
Maria,8,w
Noah,8,m
Sofia,8,w
Jonas,7,m
Luise,7,w
Melina,7,w
Jan,6,m
Jayden,6,m
Hannah,6,w
Lukas,6,m
Isabella,6,w
Tom,6,m
Lilly,6,w
Paula,6,w
Benjamin,5,m
Daniel,5,m
Alina,5,w
David,5,m
Amelie,5,w
Emil,5,m
Elisabeth,5,w
Fabian,5,m
Fabienne,5,w
Finn,5,m
Helena,5,w
Jason,5,m
Lara,5,w
Jonathan,5,m
Leni,5,w
Linus,5,m
Mila,5,w
Maxim,5,m
Nele,5,w
Mika,5,m
Sophia,5,w
Noel,5,m
Annabelle,4,w
Florian,4,m
Charleen,4,w
Friedrich,4,m
Greta,4,w
Hannes,4,m
Helene,4,w
Karl,4,m
Isabell,4,w
Lennard,4,m
Jasmin,4,w
Lennox,4,m
Julia,4,w
Lucas,4,m
Laura,4,w
Luis,4,m
Mathilda,4,w
Mark,4,m
Nicole,4,w
Oliver,4,m
Sarah,4,w
Oskar,4,m
Pascal,4,m
Philipp,4,m
Simon,4,m
Till,4,m
Tim,4,m
Alexandra,3,w
Annika,3,w
Bảo,3,w
Ella,3,w
Emelie,3,w
Emilie,3,w
Anh,3,m
Frieda,3,w
Anton,3,m
Hanna,3,w
Arne,3,m
Ida,3,w
Arthur,3,m
Joleen,3,w
Christian,3,m
Jolie,3,w
Christopher,3,m
Jolina,3,w
Dominik,3,m
Josefine,3,w
Finley,3,m
Katharina,3,w
Fynn,3,m
Klara,3,w
Henry,3,m
Lia,3,w
Johannes,3,m
Lina,3,w
Kai,3,m
Luisa,3,w
Leonard,3,m
Miley,3,w
Levin,3,m
Nina,3,w
Liam,3,m
Nora,3,w
Marco,3,m
Pauline,3,w
Marlon,3,m
Pia,3,w
Maurice,3,m
Ronja,3,w
Max,3,m
Samira,3,w
Pepe,3,m
Sina,3,w
Raphael,3,m
Sophie-Marie,3,w
Robert,3,m
Tamina,3,w
Sebastian,3,m
Theresa,3,w
Til,3,m
Valentina,3,w
Zoey,3,w
Alex,2,m
Andreas,2,m
Aileen,2,w
Anik,2,m
Alicia,2,w
Artur,2,m
Amelié,2,w
Baran,2,m
Amina,2,w
Brian,2,m
Amira,2,w
Constantin,2,m
Anastasia,2,w
Devon,2,m
Angelina,2,w
Elyas,2,m
Annabell,2,w
Georg,2,m
Annalena,2,w
Hans,2,m
Antonia,2,w
Henri,2,m
Arina,2,w
Jaden,2,m
Ayleen,2,w
Jamie,2,m
Beritan,2,w
Jaron,2,m
Betty,2,w
Jean,2,m
Carolin,2,w
Jens,2,m
Celina,2,w
Johnny,2,m
Cheyenne,2,w
Joél,2,m
Christin,2,w
Julien,2,m
Clara,2,w
Julius,2,m
Elisa,2,w
Konstantin,2,m
Ellie,2,w
Lian,2,m
Eva,2,w
Lias,2,m
Finja,2,w
Lio,2,m
Gina,2,w
Magnus,2,m
Haylie,2,w
Malte,2,m
Hedwig,2,w
Marc,2,m
Ilona,2,w
Marek,2,m
Ina,2,w
Markus,2,m
Jane,2,w
Martin,2,m
Jolien,2,w
Matteo,2,m
Josephine,2,w
Merlin,2,m
Joyce,2,w
Michael,2,m
Juna,2,w
Miguel,2,m
Kalea,2,w
Nikita,2,m
Karolina,2,w
Niklas,2,m
Kate,2,w
Nikolas,2,m
Kaur,2,w
Nils,2,m
Kiara,2,w
Nino,2,m
Kira,2,w
Norbert,2,m
Laila,2,w
Oscar,2,m
Laureen,2,w
Rolf,2,m
Lena,2,w
Sam,2,m
Lisa,2,w
Sascha,2,m
Luna,2,w
Scott,2,m
Maja,2,w
Steffen,2,m
Malia,2,w
Steve,2,m
Mara,2,w
Steven,2,m
Margarethe,2,w
Theo,2,m
Marleen,2,w
Thomas,2,m
Marlena,2,w
Timm,2,m
Maya,2,w
Tobias,2,m
Melissa,2,w
Toni,2,m
Merle,2,w
Uwe,2,m
Milana,2,w
Viktor,2,m
Miriam,2,w
Willi,2,m
Ngọc,2,w
William,2,m
Olivia,2,w
Yusuf,2,m
Samantha,2,w
Đức,2,m
Saphira,2,w
Sofie,2,w
Stella,2,w
Summer,2,w
Victoria,2,w
Viktoria,2,w
Yasmin,2,w
Zoe,2,w
Aaron,1,m
Adam,1,m
Adrian,1,m
Adriel,1,m
Aiden,1,m
Alessandro,1,m
Alexandros,1,m
Alfred,1,m
Abigail,1,w
Amadou,1,m
Adela,1,w
Aman,1,m
Adenike,1,w
An,1,m
Adriana,1,w
Anakin,1,m
Aenny-Ellen,1,w
Andrei,1,m
Ahmed,1,w
Andrej,1,m
Ainara,1,w
Andrew,1,m
Alana,1,w
André,1,m
Alea,1,w
Anjo,1,m
Aleksandra,1,w
Arnold,1,m
Alesya,1,w
Arsalan,1,m
Alexis-Leonie,1,w
Artemiy,1,m
Alfina,1,w
Arvid,1,m
Alisa,1,w
Asad,1,m
Alissa,1,w
August,1,m
Amalia,1,w
Aurel,1,m
Amanda,1,w
Ayden,1,m
Amandine,1,w
Azad,1,m
Amelia,1,w
Barry,1,m
Ameline,1,w
Bartosz,1,m
Amely,1,w
Ben-Elias,1,m
Amilia-Josephine,1,w
Bennet,1,m
Amy-Sophie,1,w
Bennie,1,m
Amée,1,w
Benny-Joel,1,m
An,1,w
Benz,1,m
Angelina-Joy,1,w
Bernd,1,m
Anh,1,w
Blend,1,m
Anisa,1,w
Borys,1,m
Anja,1,w
Béla,1,m
Annabella,1,w
Cailen,1,m
Anny,1,w
Carl,1,m
Anta-Jada,1,w
Cedric,1,m
Anthea,1,w
Charlie,1,m
April,1,w
Chris,1,m
Arminia,1,w
Christopher-Gino,1,m
Ashlee,1,w
Chrysanthus,1,m
Auri,1,w
Clemens,1,m
Ava,1,w
Collin,1,m
Ayla,1,w
Connor,1,m
Bianca,1,w
Corleone,1,m
Billy-Jane,1,w
Cris,1,m
Birgit,1,w
Cristiano,1,m
Blandine,1,w
Cyris,1,m
Borislava,1,w
Daciano,1,m
Bärbel,1,w
Damian,1,m
Bùi,1,w
Damien,1,m
Carla,1,w
Damon,1,m
Carola,1,w
Danny,1,m
Cassandra,1,w
Darian,1,m
Cassandra-Maria,1,w
Davi,1,m
Cathy,1,w
Dean,1,m
Celine-Sophie,1,w
Delano,1,m
Charlene,1,w
Demian,1,m
Charlie,1,w
Demir-Liam,1,m
Chayenne,1,w
Dennis,1,m
Chiara,1,w
Deé,1,m
Christa,1,w
Diego,1,m
Clarissa,1,w
Dmitrij,1,m
Cleo,1,w
Dmitriy,1,m
Daniela,1,w
Domenic,1,m
Danuta,1,w
Domenik,1,m
Desteny,1,w
Dominic,1,m
Destiny,1,w
Duncan,1,m
Diana,1,w
Dustin,1,m
Dijana,1,w
Dustin-Tyler,1,m
Dilara,1,w
Dylan,1,m
Doreen,1,w
Eberhard,1,m
Dương,1,w
Eddie,1,m
Edda,1,w
Eddy,1,m
Ekatarina,1,w
Edgar,1,m
Ekjot,1,w
Edin,1,m
Elane,1,w
Eduard,1,m
Eleanore,1,w
Edward,1,m
Eleonore,1,w
Eike,1,m
Elia,1,w
Ejiro,1,m
Elina,1,w
Ekam,1,m
Elli,1,w
Elian,1,m
Eloise,1,w
Elijah,1,m
Elva,1,w
Emanuel,1,m
Elvira,1,w
Enes,1,m
Emely,1,w
Enrico,1,m
Emily-Sophie,1,w
Eric,1,m
Emmelina-Sophie,1,w
Erik,1,m
Enni,1,w
Eugéne,1,m
Esila,1,w
Ewald,1,m
Esma,1,w
Fa,1,m
Estelle,1,w
Fabian-Tyler,1,m
Estrella,1,w
Fabrice,1,m
Eve,1,w
Falk,1,m
Evelyn,1,w
Farell,1,m
Fee,1,w
Filip,1,m
Feenja,1,w
Fin-Luca,1,m
Felicia,1,w
Finnley,1,m
Fenja,1,w
Flo-Martin,1,m
Finja-Joy,1,w
Flynn,1,m
Fiona,1,w
Frank,1,m
Flora,1,w
Fred,1,m
Frederike,1,w
Frederik,1,m
Freya,1,w
Fynn-Jerome,1,m
Freyja,1,w
Gabriel,1,m
Frida,1,w
Gernot,1,m
Friederike,1,w
Glen,1,m
Fynnia-Marie,1,w
Gorden-James,1,m
Gabriele,1,w
Gordon,1,m
Gabriella,1,w
Gregor,1,m
Gennadievna,1,w
Götz,1,m
Hailey,1,w
Harald,1,m
Haily,1,w
Hasib,1,m
Hannah-Sophie,1,w
Heiko,1,m
Hayden,1,w
Henning,1,m
Helen,1,w
Hennri,1,m
Helin,1,w
Hennrik,1,m
Henriette,1,w
Henrick,1,m
Hermina,1,w
Henrik,1,m
Hollie,1,w
Herbert,1,m
Hà,1,w
Hermann,1,m
Ilse,1,w
Horst,1,m
Iris,1,w
Ilyas,1,m
Irmgard,1,w
Jabari,1,m
Isabel,1,w
Jace,1,m
Izabella,1,w
Jakob,1,m
Jannah,1,w
Jamal,1,m
Jemina-Joyce,1,w
Jamie-Lee,1,m
Jennifer,1,w
Janek,1,m
Jezebel,1,w
Jannick,1,m
Joan,1,w
Jannik,1,m
Joanna,1,w
Janosz,1,m
Joell,1,w
Jari,1,m
Johanne,1,w
Jason-Mario,1,m
Jolee,1,w
Jasper,1,m
Joleena,1,w
Jennes-Milan,1,m
Joleene,1,w
Jenrik,1,m
Jolin,1,w
Jeremy,1,m
Josefina,1,w
Jeromé,1,m
Josephin-Saphira,1,w
Jerony,1,m
Joséfin,1,w
Jesse,1,m
Joy,1,w
Jessur,1,m
Juliana,1,w
Jeycob,1,m
Julina,1,w
Joel-Marc,1,m
Junalie,1,w
Joel-Princé,1,m
Juniper,1,w
Johann,1,m
Juno,1,w
Jonah,1,m
Katarina,1,w
Jordan,1,m
Kathleen,1,w
Josef,1,m
Katrin,1,w
Joshua,1,m
Kerstin,1,w
Josia,1,m
Khira,1,w
Joszko,1,m
Kim,1,w
Joy,1,m
Kimberly,1,w
Justus,1,m
Kristina,1,w
Jörg,1,m
Kyara,1,w
Jörn,1,m
Lani,1,w
Karim,1,m
Latoya,1,w
Karlo,1,m
Lavinia,1,w
Karsten,1,m
Leah,1,w
Kasimir,1,m
Leia,1,w
Keanu,1,m
Lene-Marlen,1,w
Kersten,1,m
Lenia,1,w
Kevin,1,m
Leona-Sophie,1,w
Kingston,1,m
Letizia,1,w
Kiro,1,m
Leyla,1,w
Klaus,1,m
Lika,1,w
Knut,1,m
Liliana,1,w
Kuno,1,m
Lilly-Ann,1,w
Kyril,1,m
Lina-Marie,1,w
Laurin,1,m
Linda,1,w
Leander,1,m
