vorname,anzahl,geschlecht
Marie,122,w
Sophie,93,w
Charlotte,66,w
Paul,63,m
Maria,62,w
Alexander,56,m
Emilia,53,w
Elias,51,m
Emil,48,m
Emma,48,w
Oskar,47,m
Luise,47,w
Anton,44,m
Johanna,44,w
Felix,41,m
Maximilian,41,m
Mia,41,w
Karl,37,m
Sophia,37,w
Hannah,35,w
Anna,34,w
Lea,34,w
Lina,33,w
Ben,31,m
Leon,31,m
Moritz,31,m
Louis,30,m
Ole,30,m
Hanna,30,w
Finn,28,m
Elisabeth,28,w
Greta,28,w
Noah,27,m
Max,26,m
Frieda,26,w
Mathilda,26,w
Luca,25,m
Nele,25,w
Pauline,25,w
Emily,24,w
Lena,24,w
Luisa,24,w
Pepe,23,m
Vincent,23,m
Clara,23,w
Ella,23,w
Benjamin,22,m
Erik,22,m
Leonard,22,m
Theodor,22,m
Helena,22,w
Helene,22,w
Isabella,22,w
Laura,22,w
Marlene,22,w
Arthur,21,m
Liam,21,m
Elisa,21,w
Ida,21,w
Lilly,21,w
Bruno,20,m
Friedrich,20,m
Jonas,20,m
Linus,20,m
Lara,20,w
Paula,20,w
Richard,19,m
Alma,19,w
Katharina,19,w
Jakob,18,m
Jonathan,18,m
Levi,18,m
Milan,18,m
Tim,18,m
Eva,18,w
Leonie,18,w
Aaron,17,m
Johann,17,m
Michael,17,m
Samuel,17,m
Elise,17,w
Mila,17,w
Luis,16,m
Mattis,16,m
Maxim,16,m
Leni,16,w
Sebastian,16,m
Lotta,16,w
Theo,16,m
Maja,16,w
Tom,16,m
Matilda,16,w
Daniel,15,m
Amelie,15,w
David,15,m
Martha,15,w
Ferdinand,15,m
Jan,15,m
Josephine,14,w
Magdalena,14,w
Joel,14,m
Mira,14,w
Johannes,14,m
Pia,14,w
Jonah,14,m
Sarah,14,w
Julian,14,m
Leo,14,m
Lukas,14,m
Mats,14,m
Philipp,14,m
Antonia,13,w
Julia,13,w
Lisa,13,w
Lotte,13,w
Mara,13,w
Fabian,13,m
Mina,13,w
Gustav,13,m
Nora,13,w
Henri,13,m
Victoria,13,w
Henry,13,m
Zoe,13,w
Joshua,13,m
Oliver,13,m
Carlotta,12,w
Elena,12,w
Florian,12,m
Josefine,12,w
Franz,12,m
Sofia,12,w
Fynn,12,m
Finja,11,w
Carl,11,m
Frida,11,w
John,11,m
Jasmin,11,w
Julius,11,m
Louisa,11,w
Ludwig,11,m
Louise,11,w
Peter,11,m
Lucia,11,w
Raphael,11,m
Maya,11,w
Rosa,11,w
Valentina,11,w
Constantin,10,m
Damian,10,m
Edgar,10,m
Amy,10,w
Eric,10,m
Bella,10,w
Frederik,10,m
Linda,10,w
Georg,10,m
Melina,10,w
Hugo,10,m
Merle,10,w
Lennard,10,m
Nina,10,w
Leopold,10,m
Matteo,10,m
Mika,10,m
Milo,10,m
Niklas,10,m
Piet,10,m
Thomas,10,m
Valentin,10,m
Wilhelm,10,m
Anni,9,w
Elli,9,w
Lia,9,w
Paulina,9,w
