vorname,anzahl,geschlecht,position
Sophie,17,w,2
Marie,16,w,2
Alexander,15,m,2
Charlotte,14,w,1
Emma,14,w,1
Emilia,13,w,1
Clara,11,w,1
Maria,9,w,2
Sophia,9,w,2
Noah,9,m,1
Paul,9,m,1
Leon,8,m,1
Maria,8,w,1
Alexander,7,m,1
Jakob,7,m,1
Jonas,7,m,1
Anna,7,w,1
Julian,7,m,1
Eva,7,w,1
Max,7,m,1
Greta,7,w,1
Leonie,7,w,1
Mia,7,w,1
Benjamin,6,m,2
Maximilian,6,m,2
Charlotte,6,w,2
Emilia,6,w,2
Adam,6,m,1
Ben,6,m,1
David,6,m,1
Elena,6,w,1
Emil,6,m,1
Emily,6,w,1
Karl,6,m,1
Lina,6,w,1
Liam,6,m,1
Theodor,6,m,1
Marie,5,w,3
Anton,5,m,2
Elias,5,m,2
Felix,5,m,2
Michael,5,m,2
Elisabeth,5,w,2
Ella,5,w,1
Hannah,5,w,1
Amir,5,m,1
Johanna,5,w,1
Anton,5,m,1
Lara,5,w,1
Carl,5,m,1
Maya,5,w,1
Gustav,5,m,1
Merle,5,w,1
Kian,5,m,1
Sophie,5,w,1
Louis,5,m,1
Lukas,5,m,1
Oskar,5,m,1
Tom,5,m,1
Ali,4,m,2
Henry,4,m,2
Leon,4,m,2
Luca,4,m,2
Alina,4,w,1
Ida,4,w,1
Luisa,4,w,1
Marie,4,w,1
Adrian,4,m,1
Mila,4,w,1
Arthur,4,m,1
Mira,4,w,1
Bruno,4,m,1
Olivia,4,w,1
Felix,4,m,1
Sofia,4,w,1
Finn,4,m,1
Sophia,4,w,1
Franz,4,m,1
Frederik,4,m,1
Janne,4,m,1
Johann,4,m,1
Jonathan,4,m,1
Levi,4,m,1
Maximilian,4,m,1
Milan,4,m,1
Mohamed,4,m,1
Moritz,4,m,1
Philipp,4,m,1
Carlotta,3,w,2
Elisa,3,w,2
Grace,3,w,2
Lina,3,w,2
Anh,3,m,2
Magdalena,3,w,2
Martin,3,m,2
Rosa,3,w,2
Paul,3,m,2
Viktoria,3,w,2
Richard,3,m,2
Roland,3,m,2
Samuel,3,m,2
Sebastian,3,m,2
Ada,3,w,1
Alexandra,3,w,1
Amelia,3,w,1
Anastasia,3,w,1
Ava,3,w,1
Elina,3,w,1
Elsa,3,w,1
Frieda,3,w,1
Helena,3,w,1
Katharina,3,w,1
Klara,3,w,1
Dominik,3,m,1
Laura,3,w,1
Elias,3,m,1
Lena,3,w,1
Gabriel,3,m,1
Leni,3,w,1
Henry,3,m,1
Leyla,3,w,1
Leonhard,3,m,1
Liv,3,w,1
Martin,3,m,1
Livia,3,w,1
Matteo,3,m,1
Lucia,3,w,1
Maxim,3,m,1
Luna,3,w,1
Michael,3,m,1
Magdalena,3,w,1
Robin,3,m,1
Malia,3,w,1
Theo,3,m,1
Mara,3,w,1
Valentin,3,m,1
Matilda,3,w,1
Nina,3,w,1
Paula,3,w,1
Rosa,3,w,1
Sarah,3,w,1
Stella,3,w,1
Theresa,3,w,1
Zoe,3,w,1
Constantin,2,m,3
Leon,2,m,3
Wolfgang,2,m,3
Antonia,2,w,2
Elise,2,w,2
Emily,2,w,2
Franziska,2,w,2
Arthur,2,m,2
Gabriela,2,w,2
Ben,2,m,2
Helga,2,w,2
Clemens,2,m,2
Isabel,2,w,2
David,2,m,2
Johanna,2,w,2
Elvis,2,m,2
Katharina,2,w,2
Frederik,2,m,2
Lara,2,w,2
Friedrich,2,m,2
Leni,2,w,2
Fritz,2,m,2
Lucia,2,w,2
Gabriel,2,m,2
Malou,2,w,2
Johann,2,m,2
Matilda,2,w,2
Johannes,2,m,2
Sarah,2,w,2
Julian,2,m,2
Sofia,2,w,2
Leonard,2,m,2
Liam,2,m,2
Linus,2,m,2
Nikolai,2,m,2
Otto,2,m,2
Rafael,2,m,2
Ralf,2,m,2
Robert,2,m,2
Theodor,2,m,2
Valentin,2,m,2
Vincent,2,m,2
Wilhelm,2,m,2
Benjamin,2,m,1
Carlo,2,m,1
Daniel,2,m,1
Edward,2,m,1
Emilian,2,m,1
Emilio,2,m,1
Erik,2,m,1
Ferdinand,2,m,1
Alessia,2,w,1
Filip,2,m,1
Amalia,2,w,1
Friedrich,2,m,1
Amanda,2,w,1
Henrik,2,m,1
Amelie,2,w,1
Ilja,2,m,1
Daria,2,w,1
Jacob,2,m,1
Diana,2,w,1
Jamie,2,m,1
Elisa,2,w,1
Jaron,2,m,1
Elisabeth,2,w,1
Joshua,2,m,1
Hanna,2,w,1
Juri,2,m,1
Inara,2,w,1
Justus,2,m,1
Isabel,2,w,1
Konstantin,2,m,1
Jolina,2,w,1
Lars,2,m,1
Julia,2,w,1
Lennard,2,m,1
Juna,2,w,1
Lennox,2,m,1
Leonora,2,w,1
Leo,2,m,1
Lia,2,w,1
Leonard,2,m,1
Lotta,2,w,1
Leonardo,2,m,1
Lucy,2,w,1
Lorenz,2,m,1
Malina,2,w,1
Luan,2,m,1
Mariella,2,w,1
Luis,2,m,1
Marlene,2,w,1
Marlon,2,m,1
Mathilda,2,w,1
Matti,2,m,1
Melina,2,w,1
Neo,2,m,1
Minou,2,w,1
Nico,2,m,1
Nika,2,w,1
Nicolas,2,m,1
Rieke,2,w,1
Niklas,2,m,1
Sara,2,w,1
Nils,2,m,1
Talina,2,w,1
Ole,2,m,1
Tilda,2,w,1
Oscar,2,m,1
Valentina,2,w,1
Patrick,2,m,1
Viktoria,2,w,1
Richard,2,m,1
Till,2,m,1
Timo,2,m,1
Vincent,2,m,1
Yassin,2,m,1
Granna,1,m,6
Einar,1,m,5
Elisabeth,1,w,5
Silveré,1,m,5
Benny,1,m,4
Helga,1,w,4
Carl,1,m,4
Juliane,1,w,4
Daniel,1,m,4
Margarita,1,w,4
Frederik,1,m,4
Marta,1,w,4
Morten,1,m,4
Sabine,1,w,4
Wolfgang,1,m,4
Almuth,1,w,3
Amelie,1,w,3
Alex,1,m,3
Ann,1,w,3
Alexander,1,m,3
Annie,1,w,3
Alune,1,m,3
Asel,1,w,3
Bao,1,m,3
Berlin,1,w,3
Bảo,1,m,3
Brigitta,1,w,3
Darion,1,m,3
Christine,1,w,3
Eduard,1,m,3
