vorname,anzahl,geschlecht
Marie,80,w
Sophie,64,w
Maria,60,w
Alexander,46,m
Charlotte,46,w
Anna,45,w
Maximilian,42,m
Elias,39,m
Sophia,37,w
Paul,34,m
Johanna,34,w
Ali,31,m
Leon,31,m
Luise,30,w
Anton,28,m
Jonas,28,m
Louis,28,m
David,27,m
Clara,26,w
Benjamin,25,m
Noah,25,m
Daniel,24,m
Oskar,24,m
Friedrich,23,m
Emilia,22,w
Johann,22,m
Jonathan,22,m
Karl,22,m
Theodor,22,m
Elisabeth,21,w
Mila,21,w
Jakob,21,m
Moritz,21,m
Leonie,20,w
Emil,20,m
Felix,20,m
Hanna,19,w
Julia,19,w
Lina,19,w
Amir,19,m
Julian,19,m
Leonard,19,m
Richard,19,m
Luca,18,m
Alma,17,w
Amelie,17,w
Helene,17,w
Katharina,17,w
Marlene,17,w
Mia,17,w
Leo,17,m
Max,17,m
Lara,16,w
Luisa,16,w
Mira,16,w
Carl,16,m
Frederik,16,m
Philipp,16,m
Robert,16,m
Emily,15,w
Emma,15,w
Martha,15,w
Mina,15,w
Victoria,15,w
Johannes,15,m
Lukas,15,m
Muhammed,15,m
Vincent,15,m
Mathilda,14,w
Maya,14,w
Ben,14,m
Julius,14,m
Levi,14,m
Linus,14,m
Samuel,14,m
Valentin,14,m
Hannah,13,w
Laura,13,w
Luna,13,w
Pauline,13,w
Sofia,13,w
Adam,13,m
Ahmad,13,m
Florian,13,m
Hamza,13,m
Michael,13,m
Tom,13,m
Yasin,13,m
Elisa,12,w
Helena,12,w
Louisa,12,w
Nur,12,w
Can,12,m
Emir,12,m
Georg,12,m
Henry,12,m
Jan,12,m
Konstantin,12,m
Lasse,12,m
Niklas,12,m
Peter,12,m
Tim,12,m
Wilhelm,12,m
Greta,11,w
Lotta,11,w
Rosa,11,w
Sarah,11,w
Arthur,11,m
Finn,11,m
Henri,11,m
Hussein,11,m
Joel,11,m
Milan,11,m
Yusuf,11,m
Ada,10,w
Alexandra,10,w
Amalia,10,w
Elena,10,w
Lea,10,w
Lena,10,w
Magdalena,10,w
Melina,10,w
Sara,10,w
Zeynep,10,w
Alex,10,m
Andreas,10,m
August,10,m
Berat,10,m
Hugo,10,m
Luis,10,m
Mohamed,10,m
Mustafa,10,m
Sebastian,10,m
Theo,10,m
Anastasia,9,w
Elif,9,w
Ella,9,w
Frieda,9,w
Isabella,9,w
Josephine,9,w
Lou,9,w
Lucia,9,w
Matilda,9,w
Adrian,9,m
Ahmet,9,m
Emilio,9,m
Hans,9,m
Jasper,9,m
Kaan,9,m
Leander,9,m
Liam,9,m
Mehmet,9,m
Mika,9,m
Omar,9,m
Ömer,9,m
Alina,8,w
Amira,8,w
Angelina,8,w
Elise,8,w
Elsa,8,w
Eva,8,w
Frida,8,w
Lilly,8,w
Maja,8,w
Mariam,8,w
Medina,8,w
Meryem,8,w
Nisa,8,w
Nora,8,w
Olivia,8,w
Viktoria,8,w
Ahmed,8,m
Azad,8,m
Benedikt,8,m
Bruno,8,m
Christian,8,m
Constantin,8,m
Deniz,8,m
Erik,8,m
Hannes,8,m
Joshua,8,m
Malik,8,m
Manuel,8,m
Matthias,8,m
Maxim,8,m
Muhammad,8,m
Nicolas,8,m
Amelia,7,w
Ava,7,w
Henriette,7,w
Josefine,7,w
Juno,7,w
Klara,7,w
Lia,7,w
Lisa,7,w
Mathilde,7,w
Michelle,7,w
Rosalie,7,w
Caspar,7,m
Efe,7,m
Fabian,7,m
Fritz,7,m
Gustav,7,m
Levin,7,m
Lucas,7,m
Magnus,7,m
Malte,7,m
Oscar,7,m
Otto,7,m
Alisa,6,w
Ana,6,w
Antonia,6,w
Aurora,6,w
Azra,6,w
Carla,6,w
Carlotta,6,w
Ela,6,w
Ellen,6,w
Emilie,6,w
Fatma,6,w
Hermine,6,w
Hira,6,w
Ida,6,w
Isabel,6,w
Jane,6,w
Liv,6,w
Maryam,6,w
Miray,6,w
Nina,6,w
Paula,6,w
Pia,6,w
Rose,6,w
Stella,6,w
Valeria,6,w
Zainab,6,w
Zoe,6,w
Aaron,6,m
Zoé,6,w
Albert,6,m
Anh,6,m
Antonio,6,m
Enes,6,m
Gabriel,6,m
George,6,m
Hasan,6,m
Jacob,6,m
Johan,6,m
John,6,m
Leopold,6,m
Luka,6,m
Maria,6,m
Martin,6,m
Maurice,6,m
Mert,6,m
Milo,6,m
Mohamad,6,m
Nam,6,m
Piet,6,m
Sami,6,m
Simon,6,m
Willi,6,m
Youssef,6,m
Alicia,5,w
Alva,5,w
Annemarie,5,w
Beyza,5,w
Charlie,5,w
Christina,5,w
Erika,5,w
Fatima,5,w
Florentine,5,w
Friederike,5,w
Joleen,5,w
Lana,5,w
Layla,5,w
Leni,5,w
Leyla,5,w
Livia,5,w
Louise,5,w
Malak,5,w
Margarete,5,w
Marla,5,w
Regina,5,w
Safiya,5,w
Thea,5,w
Theresa,5,w
Amin,5,m
Vanessa,5,w
Carlos,5,m
Casper,5,m
Charlie,5,m
Edgar,5,m
Edward,5,m
Elyas,5,m
Ferdinand,5,m
Frederick,5,m
Ibrahim,5,m
Jamal,5,m
Jayden,5,m
Jeremy,5,m
Juri,5,m
Karim,5,m
Konrad,5,m
Lian,5,m
Mateo,5,m
Matteo,5,m
Mohammad,5,m
Mohammed,5,m
Nikolai,5,m
Ole,5,m
Oliver,5,m
Rafael,5,m
Raphael,5,m
Ronny,5,m
Timothy,5,m
Tristan,5,m
Viktor,5,m
William,5,m
Yiğit,5,m
Amal,4,w
Amina,4,w
Angela,4,w
Ann,4,w
Annabelle,4,w
Anouk,4,w
Aya,4,w
Cataleya,4,w
Daniela,4,w
Edith,4,w
Eleonore,4,w
Emely,4,w
Esila,4,w
Esma,4,w
Gerda,4,w
Grace,4,w
Isabell,4,w
Jette,4,w
Jonna,4,w
Kübra,4,w
Larissa,4,w
Leticia,4,w
Lilith,4,w
Lilli,4,w
Lotte,4,w
Lucie,4,w
Marleen,4,w
Medine,4,w
Melisa,4,w
Melissa,4,w
Monika,4,w
Abdul,4,m
Nour,4,w
Abdullah,4,m
Paulina,4,w
Adem,4,m
Ronja,4,w
Alessio,4,m
Selina,4,w
Andrei,4,m
Tara,4,w
André,4,m
Teresa,4,w
Angelo,4,m
Tia,4,w
Arne,4,m
Valentina,4,w
Conrad,4,m
Zeinab,4,w
Dejan,4,m
Zerda,4,w
Denis,4,m
Zoey,4,w
Dennis,4,m
Zofia,4,w
Elia,4,m
Franz,4,m
Furkan,4,m
Hadi,4,m
Halil,4,m
Harry,4,m
Heinrich,4,m
Ilay,4,m
Jack,4,m
Janosch,4,m
Josef,4,m
Justus,4,m
Kaspar,4,m
Kenan,4,m
Kerem,4,m
