vorname,anzahl,geschlecht
Marie,25,w
Sophie,21,w
Emma,20,w
Anton,16,m
Oskar,16,m
Johanna,16,w
Maximilian,14,m
Emil,13,m
Leon,13,m
Charlotte,12,w
Luca,12,m
Emilia,12,w
Alexander,11,m
Lina,11,w
Ben,11,m
Karl,11,m
Paul,11,m
Elias,10,m
Moritz,10,m
Helena,9,w
Luise,9,w
Maria,9,w
Rosa,9,w
Finn,9,m
Frida,8,w
Hannah,8,w
Erik,8,m
Mathilda,8,w
Jakob,8,m
Lukas,8,m
Emily,7,w
Leonie,7,w
Felix,7,m
Marlene,7,w
Liam,7,m
Matilda,7,w
Phil,7,m
Mia,7,w
Theo,7,m
Nora,7,w
Theodor,7,m
Paula,7,w
David,6,m
Anna,6,w
Friedrich,6,m
Elisa,6,w
Fynn,6,m
Ella,6,w
Henry,6,m
Frieda,6,w
Johannes,6,m
Helene,6,w
John,6,m
Lea,6,w
Jonas,6,m
Luisa,6,w
Leonard,6,m
Melina,6,w
Levi,6,m
Nele,6,w
Max,6,m
Pauline,6,w
Robert,6,m
Pia,6,w
Thomas,6,m
Valentin,6,m
Vincent,6,m
Clara,5,w
Emilie,5,w
Greta,5,w
Fabian,5,m
Hanna,5,w
Joel,5,m
Lena,5,w
Konstantin,5,m
Merle,5,w
Louis,5,m
Mila,5,w
Michael,5,m
Sophia,5,w
Mika,5,m
Milan,5,m
Nils,5,m
Amelie,4,w
Carlotta,4,w
Elena,4,w
Benedikt,4,m
Elisabeth,4,w
Benjamin,4,m
Isabelle,4,w
Fritz,4,m
Josephine,4,w
Julius,4,m
Katharina,4,w
Maik,4,m
Klara,4,w
Martin,4,m
Lara,4,w
Maxim,4,m
Leni,4,w
Noah,4,m
Lucia,4,w
Ole,4,m
Maja,4,w
Oliver,4,m
Martha,4,w
Philipp,4,m
Nina,4,w
Robin,4,m
Sofia,4,w
Samuel,4,m
Tim,4,m
Tobias,4,m
Tom,4,m
Werner,4,m
Willi,4,m
Alina,3,w
Alma,3,w
Angelika,3,w
Antonia,3,w
Dorothea,3,w
Elli,3,w
Arthur,3,m
Elsa,3,w
Bela,3,m
Emelie,3,w
Carl,3,m
Eva,3,w
Carlo,3,m
Friederike,3,w
Christian,3,m
Heidi,3,w
Eliah,3,m
Ida,3,w
Finley,3,m
Josefine,3,w
Gustav,3,m
Juna,3,w
Henri,3,m
Karla,3,w
Herbert,3,m
Laura,3,w
Jonathan,3,m
Lieselotte,3,w
Josef,3,m
Lotta,3,w
Julian,3,m
Lotte,3,w
Juri,3,m
Magdalena,3,w
Justus,3,m
Mara,3,w
Lennard,3,m
Maya,3,w
Leopold,3,m
Melissa,3,w
Linus,3,m
Romy,3,w
Luke,3,m
Victoria,3,w
Malik,3,m
Marvin,3,m
Matthias,3,m
Matti,3,m
Mattis,3,m
Niklas,3,m
Noel,3,m
Pepe,3,m
Ragnar,3,m
Timo,3,m
Uwe,3,m
Veit,3,m
Willy,3,m
Alexandra,2,w
Amilia,2,w
Amy,2,w
Annabell,2,w
Annelie,2,w
Annika,2,w
Ava,2,w
Carla,2,w
Caroline,2,w
Celina,2,w
Christina,2,w
Elaine,2,w
Elin,2,w
Adam,2,m
Emmi,2,w
Adrian,2,m
Erna,2,w
Amadeus,2,m
Fenja,2,w
Andreas,2,m
Finja,2,w
André,2,m
Fiona,2,w
Anthony,2,m
Flora,2,w
Bennet,2,m
Franziska,2,w
Bennett,2,m
Holly,2,w
Bernhard,2,m
Ina,2,w
Bo,2,m
Ira,2,w
Charlie,2,m
Isabel,2,w
Chris,2,m
Joelina,2,w
Christoph,2,m
Judith,2,w
Connor,2,m
Karoline,2,w
