vorname,anzahl,geschlecht
Marie,115,w
Sophie,109,w
Charlotte,79,w
Maria,77,w
Alexander,62,m
Emilia,60,w
Maximilian,59,m
Emma,48,w
Paul,46,m
Elias,45,m
Noah,44,m
Anna,43,w
Luise,43,w
Sophia,42,w
Anton,41,m
Jakob,40,m
Jonathan,40,m
Clara,40,w
Emil,38,m
Felix,38,m
Elisabeth,38,w
Jonas,34,m
Valentin,33,m
Mia,33,w
David,32,m
Johanna,32,w
Mila,31,w
Julian,30,m
Oskar,30,m
Hannah,29,w
Gabriel,29,m
Moritz,29,m
Benjamin,28,m
Julius,28,m
Theodor,28,m
Helene,27,w
Adam,27,m
Elisa,26,w
Lina,26,w
Johannes,26,m
Philipp,26,m
Samuel,26,m
Laura,25,w
Mathilda,25,w
Lara,24,w
Carl,24,m
Friedrich,24,m
Ben,23,m
Daniel,23,m
Henri,23,m
Johann,23,m
Liam,23,m
Lukas,23,m
Katharina,22,w
Marlene,22,w
Matilda,22,w
Nora,22,w
Henry,22,m
Karl,22,m
Leon,22,m
Ella,21,w
Helena,21,w
Luis,21,m
Lucia,20,w
Victoria,20,w
Louis,20,m
Max,20,m
Antonia,19,w
Frieda,19,w
Louisa,19,w
Sofia,19,w
Leopold,19,m
Levi,19,m
Linus,19,m
Tim,19,m
Carlotta,18,w
Elif,18,w
Ida,18,w
Isabella,18,w
Luisa,18,w
Ali,18,m
Luca,18,m
Michael,18,m
Vincent,18,m
Lea,17,w
Mira,17,w
Adrian,17,m
Leonard,17,m
Hanna,16,w
Lena,16,w
Paula,16,w
Sara,16,w
Ferdinand,16,m
Finn,16,m
Amalia,15,w
Amelie,15,w
Lotta,15,w
Arthur,15,m
Kilian,15,m
Leo,15,m
Matteo,15,m
Milan,15,m
Milo,15,m
Niklas,15,m
Peter,15,m
Simon,15,m
Tom,15,m
Ava,14,w
Elena,14,w
Greta,14,w
Josephine,14,w
Martha,14,w
Maya,14,w
Christian,14,m
Georg,14,m
Jonah,14,m
Konrad,14,m
Leander,14,m
Martin,14,m
Richard,14,m
Ela,13,w
Emily,13,w
Leonie,13,w
Lisa,13,w
Livia,13,w
Valentina,13,w
Viktoria,13,w
Aaron,13,m
Emilio,13,m
Fritz,13,m
Jannis,13,m
Jasper,13,m
Raphael,13,m
Alina,12,w
Alma,12,w
Frida,12,w
Lilly,12,w
Olivia,12,w
Paulina,12,w
Antonio,12,m
Constantin,12,m
Franz,12,m
Frederik,12,m
Jacob,12,m
Jan,12,m
Justus,12,m
Mateo,12,m
Maxim,12,m
Josefine,11,w
Louise,11,w
Luna,11,w
Mina,11,w
Tilda,11,w
Emilian,11,m
Florian,11,m
Hannes,11,m
Ludwig,11,m
Mika,11,m
Muhammed,11,m
Ole,11,m
Oliver,11,m
Rafael,11,m
Theo,11,m
William,11,m
Amelia,10,w
Isabel,10,w
Julia,10,w
Lia,10,w
Magdalena,10,w
Maja,10,w
Nele,10,w
Rosa,10,w
Sarah,10,w
Amir,10,m
Benedikt,10,m
Konstantin,10,m
Luka,10,m
Mattis,10,m
Wilhelm,10,m
Alexandra,9,w
Amira,9,w
Anastasia,9,w
Carla,9,w
Emilie,9,w
Malou,9,w
Mara,9,w
Milena,9,w
Rosalie,9,w
Zoe,9,w
Can,9,m
Caspar,9,m
Fabian,9,m
Jürgen,9,m
Karim,9,m
Lennard,9,m
Leonardo,9,m
Malik,9,m
Mohamed,9,m
Nicolas,9,m
Thomas,9,m
Tobias,9,m
Ada,8,w
Amina,8,w
Anni,8,w
Elise,8,w
Lana,8,w
Lotte,8,w
Madeleine,8,w
Melina,8,w
Selma,8,w
Theresa,8,w
Andreas,8,m
August,8,m
Bruno,8,m
Emin,8,m
Erik,8,m
Hugo,8,m
Joshua,8,m
Kaan,8,m
Lasse,8,m
Levin,8,m
Lucas,8,m
Nikolas,8,m
Noel,8,m
Otto,8,m
Stefan,8,m
Elina,7,w
Elli,7,w
Estelle,7,w
Finja,7,w
Florentine,7,w
Franziska,7,w
Isabelle,7,w
Karla,7,w
Klara,7,w
Lilith,7,w
Liv,7,w
Lola,7,w
Pauline,7,w
Pia,7,w
Elyas,7,m
Emanuel,7,m
Emir,7,m
Gustav,7,m
James,7,m
Kian,7,m
Lionel,7,m
Mark,7,m
Philip,7,m
Robert,7,m
Sami,7,m
Victor,7,m
Ömer,7,m
Amélie,6,w
Aurelia,6,w
Christina,6,w
Edda,6,w
Eva,6,w
Gerda,6,w
Leni,6,w
Leyla,6,w
Melissa,6,w
Miriam,6,w
Mona,6,w
Philine,6,w
Rose,6,w
Ruth,6,w
Su,6,w
Yade,6,w
Zeynep,6,w
Alfred,6,m
Edgar,6,m
Fynn,6,m
Hans,6,m
Hendrik,6,m
Jona,6,m
Josef,6,m
Kalle,6,m
Kenan,6,m
Malte,6,m
Mats,6,m
Mikail,6,m
Neo,6,m
Nikolai,6,m
Sebastian,6,m
Valentino,6,m
Willi,6,m
Wolfgang,6,m
Andrea,5,w
Anouk,5,w
Caroline,5,w
Cataleya,5,w
Christine,5,w
Elaine,5,w
Ellen,5,w
Elsa,5,w
Erika,5,w
Fatima,5,w
Fiona,5,w
Helin,5,w
Henriette,5,w
Jasmin,5,w
Jonna,5,w
Juna,5,w
Larissa,5,w
Lili,5,w
Linda,5,w
Liya,5,w
Lou,5,w
Malea,5,w
Malia,5,w
Manuela,5,w
Marla,5,w
Marleen,5,w
Arda,5,m
Marta,5,w
Berat,5,m
Mathilde,5,w
Christoph,5,m
Medina,5,w
Christopher,5,m
Miray,5,w
Conrad,5,m
Noa,5,w
Elia,5,m
Sofie,5,w
Elian,5,m
Sofía,5,w
Enes,5,m
Yasmin,5,w
Eric,5,m
Zahra,5,w
Eymen,5,m
Zoey,5,w
Frank,5,m
Zoë,5,w
Frederick,5,m
Fridolin,5,m
Hamza,5,m
Heinrich,5,m
Ibrahim,5,m
Ilyas,5,m
Issa,5,m
Janosch,5,m
Joachim,5,m
Joel,5,m
Kasimir,5,m
Lorenz,5,m
Luke,5,m
Maksim,5,m
Manuel,5,m
Markus,5,m
Miran,5,m
Mohammed,5,m
Nathaniel,5,m
Oscar,5,m
Pepe,5,m
Piet,5,m
Sam,5,m
Tarik,5,m
Viktor,5,m
Vito,5,m
Yusuf,5,m
Çınar,5,m
Aleksandra,4,w
Aleyna,4,w
Alice,4,w
Angelika,4,w
Asya,4,w
Aurora,4,w
Azra,4,w
Camille,4,w
Cecilia,4,w
Charlotta,4,w
Elin,4,w
Emmi,4,w
Freya,4,w
Helen,4,w
Isabell,4,w
Karoline,4,w
Käthe,4,w
Layan,4,w
Layla,4,w
Leila,4,w
Lilia,4,w
Lilli,4,w
Lily,4,w
Linn,4,w
Lucie,4,w
Mariam,4,w
Marina,4,w
Melek,4,w
Ahmad,4,m
Meta,4,w
Ahmed,4,m
Meyra,4,w
Alan,4,m
Michelle,4,w
Alessandro,4,m
Mohamed,4,w
Amar,4,m
Monika,4,w
André,4,m
Naz,4,w
Artur,4,m
Nellie,4,w
Benno,4,m
Nisa,4,w
Berkay,4,m
Noemi,4,w
Bilal,4,m
Nola,4,w
Clemens,4,m
Nur,4,w
Connor,4,m
Stella,4,w
Cornelius,4,m
Talia,4,w
Deniz,4,m
Ursula,4,w
Dennis,4,m
Valerie,4,w
Edward,4,m
Yael,4,w
Eliah,4,m
Zoé,4,w
Elijah,4,m
Elliot,4,m
Emre,4,m
George,4,m
Giuseppe,4,m
Henrik,4,m
Immanuel,4,m
Jakub,4,m
Jannes,4,m
John,4,m
Jonte,4,m
Joseph,4,m
Karol,4,m
Kerim,4,m
Lars,4,m
Lennart,4,m
Lino,4,m
Maria,4,m
Marius,4,m
Marlon,4,m
Matheo,4,m
Matthias,4,m
Mert,4,m
Nathanael,4,m
Nick,4,m
Patrick,4,m
Robin,4,m
Rufus,4,m
Ryan,4,m
Selim,4,m
Thore,4,m
Till,4,m
Timo,4,m
Timur,4,m
Titus,4,m
Willem,4,m
Yasin,4,m
Yiğit,4,m
Alissa,3,w
Alva,3,w
Amanda,3,w
Ana,3,w
Annabell,3,w
Annabelle,3,w
Annemarie,3,w
Annette,3,w
Annika,3,w
Ariana,3,w
Arina,3,w
Arya,3,w
Auguste,3,w
Barbara,3,w
Beren,3,w
Brigitte,3,w
Carolin,3,w
Carolina,3,w
Christa,3,w
Derin,3,w
Eleonore,3,w
Elis,3,w
Ellie,3,w
Ewa,3,w
Eylül,3,w
Francesca,3,w
Friederike,3,w
Gabriele,3,w
Giulia,3,w
Henrike,3,w
Ina,3,w
Inga,3,w
Ivy,3,w
Jessica,3,w
Jette,3,w
Jolie,3,w
Joséphine,3,w
Jule,3,w
Ahmet,3,m
Juno,3,w
Albert,3,m
Karlotta,3,w
Amadeo,3,m
Kübra,3,w
Amadeus,3,m
Lavin,3,w
Arian,3,m
Leah,3,w
Armin,3,m
Leilani,3,w
Aurel,3,m
Leona,3,w
Aurelius,3,m
Letizia,3,w
Azad,3,m
Liah,3,w
Baltasar,3,m
Liana,3,w
Bennet,3,m
Lila,3,w
Bo,3,m
Lilian,3,w
Caio,3,m
Lilo,3,w
Cameron,3,m
Lilou,3,w
Casimir,3,m
Linnea,3,w
Charles,3,m
Lisbeth,3,w
Cihan,3,m
Luca,3,w
Damian,3,m
Lucy,3,w
Dario,3,m
Lumi,3,w
Dietrich,3,m
Lydia,3,w
Efe,3,m
Maia,3,w
Egon,3,m
Malak,3,w
Emmanuel,3,m
Malina,3,w
Ensar,3,m
Malu,3,w
Eugen,3,m
Margarete,3,w
Ezra,3,m
Margarethe,3,w
Fiete,3,m
Marija,3,w
Filip,3,m
Merle,3,w
Francis,3,m
Mika,3,w
Friedemann,3,m
Milana,3,w
Hadi,3,m
Milla,3,w
Hussein,3,m
Nahla,3,w
Ilja,3,m
Nelly,3,w
Jens,3,m
Nicole,3,w
Johan,3,m
Nike,3,w
Jonne,3,m
Patricia,3,w
Junior,3,m
Romy,3,w
Juri,3,m
Ronja,3,w
Keanu,3,m
Rosemarie,3,w
Kerem,3,m
Sabine,3,w
Khaled,3,m
Salome,3,w
Kolja,3,m
Salomé,3,w
Kurt,3,m
Samira,3,w
Laurenz,3,m
Solveig,3,w
Lennox,3,m
Soraya,3,w
Lev,3,m
Stefania,3,w
Lewin,3,m
Tara,3,w
Lincoln,3,m
Thea,3,w
Lio,3,m
Tuana,3,w
Lion,3,m
Vera,3,w
Mael,3,m
Wilhelmine,3,w
Marcel,3,m
Yuna,3,w
Marco,3,m
Zahraa,3,w
Marten,3,m
Mathias,3,m
Matthis,3,m
Maxime,3,m
Minh,3,m
Mio,3,m
Mohamad,3,m
Musa,3,m
Mustafa,3,m
Nico,3,m
Nikolaus,3,m
Nils,3,m
Noa,3,m
Rainer,3,m
Rasmus,3,m
René,3,m
Romeo,3,m
Rudi,3,m
Rudolf,3,m
Shayan,3,m
Taha,3,m
Talha,3,m
Taylan,3,m
Thierry,3,m
Thorin,3,m
Tiberius,3,m
Tristan,3,m
Uwe,3,m
Yannis,3,m
Younes,3,m
Zacharias,3,m
Adriana,2,w
Ahmed,2,w
Aimée,2,w
Alessia,2,w
Alexandrovna,2,w
Alexia,2,w
Alicia,2,w
Alicja,2,w
Alisha,2,w
Aliya,2,w
Aliyah,2,w
Aliza,2,w
Amani,2,w
Amaya,2,w
Amilia,2,w
Anandi,2,w
Andia,2,w
Angela,2,w
Anisa,2,w
Anita,2,w
Anja,2,w
Ann,2,w
Anne,2,w
Annelie,2,w
Antje,2,w
Apollonia,2,w
Arin,2,w
Assia,2,w
Aviva,2,w
Ayla,2,w
Açelya,2,w
Abbas,2,m
Beatrice,2,w
Abdullah,2,m
Belinay,2,w
Abdulrahman,2,m
Berenike,2,w
Adem,2,m
Berta,2,w
Aleksandar,2,m
Beyza,2,w
Aleksander,2,m
Camie,2,w
Alessio,2,m
Cara,2,w
