vorname,anzahl,geschlecht,position
Leon,14,m,1
Marie,12,w,2
Emma,12,w,1
Felix,11,m,1
Lena,10,w,1
Ben,10,m,1
Sophie,9,w,2
Hanna,8,w,1
Simon,8,m,1
Hannah,8,w,1
Oskar,7,m,1
Charlotte,7,w,1
Samuel,7,m,1
Ella,7,w,1
Frieda,7,w,1
Lara,7,w,1
Mia,7,w,1
Elias,6,m,1
Emil,6,m,1
Liam,6,m,1
Luca,6,m,1
Lea,6,w,1
Maximilian,6,m,1
Melissa,6,w,1
Noah,6,m,1
Sophie,6,w,1
Theo,6,m,1
Alexander,5,m,2
Charlotte,5,w,2
Maria,5,w,2
Anna,5,w,1
Alexander,5,m,1
Elisa,5,w,1
Benjamin,5,m,1
Johanna,5,w,1
Daniel,5,m,1
Luisa,5,w,1
David,5,m,1
Sophia,5,w,1
Finn,5,m,1
Karl,5,m,1
Louis,5,m,1
Lukas,5,m,1
Valentin,5,m,1
Johannes,4,m,2
Elena,4,w,2
Luise,4,w,2
Rose,4,w,2
Victoria,4,w,2
Alina,4,w,1
Alma,4,w,1
Amelie,4,w,1
Emilia,4,w,1
Fiona,4,w,1
Anton,4,m,1
Helena,4,w,1
Dominik,4,m,1
Isabel,4,w,1
Henry,4,m,1
Lina,4,w,1
Jonas,4,m,1
Maya,4,w,1
Julius,4,m,1
Melina,4,w,1
Leo,4,m,1
Mila,4,w,1
Luis,4,m,1
Paula,4,w,1
Tim,4,m,1
Pauline,4,w,1
Vanessa,4,w,1
Elias,3,m,2
Luca,3,m,2
Noah,3,m,2
Sebastian,3,m,2
Willi,3,m,2
Lena,3,w,2
Mia,3,w,2
Adam,3,m,1
Amar,3,m,1
Clara,3,w,1
Erik,3,m,1
Elina,3,w,1
Fynn,3,m,1
Emilie,3,w,1
Jakob,3,m,1
Emily,3,w,1
Jan,3,m,1
Eva,3,w,1
Jannis,3,m,1
Finja,3,w,1
Joshua,3,m,1
Ida,3,w,1
Leonard,3,m,1
Leni,3,w,1
Leopold,3,m,1
Lia,3,w,1
Lucas,3,m,1
Liana,3,w,1
Mats,3,m,1
Lilly,3,w,1
Maxim,3,m,1
Luana,3,w,1
Mohammad,3,m,1
Luise,3,w,1
Oliver,3,m,1
Nina,3,w,1
Pepe,3,m,1
Rosalie,3,w,1
Philipp,3,m,1
Piet,3,m,1
Tobias,3,m,1
Andreas,2,m,2
Ben,2,m,2
Benjamin,2,m,2
Bruno,2,m,2
Alexandra,2,w,2
Daniel,2,m,2
An,2,w,2
Emilian,2,m,2
Anh,2,w,2
Jean,2,m,2
Elisa,2,w,2
Jonathan,2,m,2
Emilia,2,w,2
Kurt,2,m,2
Eva,2,w,2
Leopold,2,m,2
Grace,2,w,2
Louis,2,m,2
Jane,2,w,2
Maria,2,m,2
Johanna,2,w,2
Matteo,2,m,2
Louisa,2,w,2
Michael,2,m,2
Lucia,2,w,2
Oskar,2,m,2
Madita,2,w,2
Otto,2,m,2
Marina,2,w,2
Paul,2,m,2
Rosa,2,w,2
Thomas,2,m,2
Sophia,2,w,2
Theres,2,w,2
Zoe,2,w,2
Alicia,2,w,1
Amira,2,w,1
Anastasia,2,w,1
Alessio,2,m,1
Annabelle,2,w,1
Aron,2,m,1
Annalena,2,w,1
Bastian,2,m,1
Anneliese,2,w,1
Carlo,2,m,1
Annemarie,2,w,1
Caspar,2,m,1
Anni,2,w,1
Charlie,2,m,1
Ariana,2,w,1
Conor,2,m,1
Elisabeth,2,w,1
Edgar,2,m,1
Emelie,2,w,1
Eduard,2,m,1
Emely,2,w,1
Egon,2,m,1
Frida,2,w,1
Elio,2,m,1
Hailey,2,w,1
Eric,2,m,1
Hana,2,w,1
Finnley,2,m,1
Hilda,2,w,1
Jacob,2,m,1
Julia,2,w,1
Johan,2,m,1
Karla,2,w,1
Julian,2,m,1
Kiara,2,w,1
Kevin,2,m,1
Larissa,2,w,1
Leander,2,m,1
Layla,2,w,1
Leonardo,2,m,1
Leonie,2,w,1
Levi,2,m,1
Liliana,2,w,1
Lian,2,m,1
Linda,2,w,1
Lio,2,m,1
Lisa,2,w,1
Luke,2,m,1
Lotte,2,w,1
Mario,2,m,1
Lucy,2,w,1
Marvin,2,m,1
Maja,2,w,1
Matteo,2,m,1
Malia,2,w,1
Max,2,m,1
Malina,2,w,1
Michael,2,m,1
Malou,2,w,1
Moritz,2,m,1
Maria,2,w,1
Owen,2,m,1
Marlene,2,w,1
Paul,2,m,1
Marta,2,w,1
Phillip,2,m,1
Martha,2,w,1
Sam,2,m,1
Mathilda,2,w,1
Theodor,2,m,1
Melisa,2,w,1
Till,2,m,1
Melody,2,w,1
Timo,2,m,1
Merle,2,w,1
Youssef,2,m,1
Mika,2,w,1
Natalie,2,w,1
Nele,2,w,1
Nicole,2,w,1
Nora,2,w,1
Olivia,2,w,1
Paulina,2,w,1
Pia,2,w,1
Rebecca,2,w,1
Rosa,2,w,1
Sara,2,w,1
Theresa,2,w,1
Victoria,2,w,1
Viktoria,2,w,1
Yasmin,2,w,1
Ylvi,2,w,1
Yuna,2,w,1
Công,1,m,4
Arthur,1,m,3
An,1,w,3
Athos,1,m,3
Anaïs,1,w,3
Bela,1,m,3
Anh,1,w,3
David,1,m,3
Charlotte,1,w,3
Emanuel,1,m,3
Eliza,1,w,3
Emilian,1,m,3
Erianna,1,w,3
Eon,1,m,3
Funke,1,w,3
Floki,1,m,3
Gerda,1,w,3
