vorname,anzahl,geschlecht,position
Marie,44,w,2
Sophie,38,w,2
Noah,29,m,1
Elias,26,m,1
Emma,25,w,1
Alexander,22,m,2
Lina,22,w,1
Ben,21,m,1
Emilia,20,w,1
Emil,20,m,1
Charlotte,19,w,2
Maria,19,w,2
Liam,19,m,1
Luise,18,w,2
Ella,18,w,1
Leonie,18,w,1
Alexander,18,m,1
Jonathan,18,m,1
Charlotte,17,w,1
Frieda,17,w,1
Paul,17,m,1
Lena,17,w,1
Mia,17,w,1
Mila,17,w,1
Anton,16,m,1
Noah,15,m,2
Louis,15,m,1
Clara,15,w,1
Hanna,15,w,1
Henry,14,m,1
Jakob,14,m,1
Leon,14,m,1
Frida,14,w,1
Leni,14,w,1
Emilia,13,w,2
Adam,13,m,1
Luca,13,m,1
Hannah,13,w,1
Theo,13,m,1
Ida,13,w,1
Theodor,13,m,1
Alma,12,w,1
David,12,m,1
Elisa,12,w,1
Felix,12,m,1
Matilda,12,w,1
Luis,12,m,1
Nele,12,w,1
Oskar,12,m,1
Paula,12,w,1
Maximilian,11,m,2
Paul,11,m,2
Adrian,11,m,1
Amelie,11,w,1
Leo,11,m,1
Julia,11,w,1
Tim,11,m,1
Luise,11,w,1
Mira,11,w,1
Elisabeth,10,w,2
Aaron,10,m,1
Finn,10,m,1
Lara,10,w,1
Frederik,10,m,1
Olivia,10,w,1
Karl,10,m,1
Sophie,10,w,1
Leonard,10,m,1
Matteo,10,m,1
Christian,9,m,2
Emil,9,m,2
Theodor,9,m,2
Emily,9,w,1
Greta,9,w,1
Daniel,9,m,1
Maja,9,w,1
Jonas,9,m,1
Mohammed,9,m,1
Moritz,9,m,1
Niklas,9,m,1
Vincent,9,m,1
Benjamin,8,m,2
Anna,8,w,2
Luis,8,m,2
Michael,8,m,2
Anna,8,w,1
Aurelia,8,w,1
Nina,8,w,1
Tilda,8,w,1
Ali,8,m,1
Carl,8,m,1
Gabriel,8,m,1
Jan,8,m,1
Julian,8,m,1
Levin,8,m,1
Lukas,8,m,1
Mika,8,m,1
Milo,8,m,1
Elisa,7,w,2
Emma,7,w,2
Felix,7,m,2
Helene,7,w,2
Friedrich,7,m,2
Johanna,7,w,2
Jonathan,7,m,2
Sophia,7,w,2
Levi,7,m,2
Louis,7,m,2
Oskar,7,m,2
Samuel,7,m,2
Valentin,7,m,2
Ada,7,w,1
Amelia,7,w,1
Diana,7,w,1
Elisabeth,7,w,1
Finja,7,w,1
Hailey,7,w,1
Isabella,7,w,1
Jana,7,w,1
Marlene,7,w,1
Martha,7,w,1
Fabian,7,m,1
Melina,7,w,1
Ilyas,7,m,1
Milena,7,w,1
Jasper,7,m,1
Sophia,7,w,1
Julius,7,m,1
Levi,7,m,1
Luka,7,m,1
Maximilian,7,m,1
Miran,7,m,1
Lea,6,w,2
Lou,6,w,2
Mathilda,6,w,2
