vorname,anzahl,geschlecht,position
Sophie,19,w,2
Marie,15,w,2
Emma,12,w,1
Emil,10,m,1
Luis,10,m,1
Charlotte,9,w,2
Charlotte,8,w,1
Jonas,8,m,1
Julius,8,m,1
Leon,8,m,1
Leonard,8,m,1
Ella,7,w,1
Emilia,7,w,1
Johanna,7,w,1
Mia,7,w,1
Benjamin,7,m,1
Sophia,7,w,1
Jonathan,7,m,1
Noah,7,m,1
Paul,7,m,1
Friedrich,6,m,2
Emma,6,w,2
Anna,6,w,1
Lea,6,w,1
Sophie,6,w,1
Anton,6,m,1
Felix,6,m,1
Louis,6,m,1
Emilia,5,w,2
Maria,5,w,2
Helena,5,w,1
Klara,5,w,1
Laura,5,w,1
Ben,5,m,1
Mathilda,5,w,1
Gabriel,5,m,1
Mila,5,w,1
Jakob,5,m,1
Mina,5,w,1
Milan,5,m,1
Nele,5,w,1
David,4,m,2
Emil,4,m,2
Elisabeth,4,w,2
Luise,4,w,2
Marlene,4,w,2
Sophia,4,w,2
Finn,4,m,1
Clara,4,w,1
Julian,4,m,1
Elena,4,w,1
Leo,4,m,1
Emily,4,w,1
Linus,4,m,1
Hanna,4,w,1
Luka,4,m,1
Lena,4,w,1
Maximilian,4,m,1
Leni,4,w,1
Oskar,4,m,1
Luna,4,w,1
Raphael,4,m,1
Marie,4,w,1
Tim,4,m,1
Pauline,4,w,1
Stella,4,w,1
Alexander,3,m,3
Otto,3,m,3
Peter,3,m,3
Adrian,3,m,2
Alexander,3,m,2
Anton,3,m,2
August,3,m,2
Caspar,3,m,2
Fritz,3,m,2
Johannes,3,m,2
Jonas,3,m,2
Ida,3,w,2
Louis,3,m,2
Lou,3,w,2
Manuel,3,m,2
Lucia,3,w,2
Maximilian,3,m,2
Victoria,3,w,2
Milan,3,m,2
Nicolas,3,m,2
Noah,3,m,2
Noel,3,m,2
Paul,3,m,2
Theodor,3,m,2
Adam,3,m,1
Adrian,3,m,1
Alva,3,w,1
Arthur,3,m,1
Amy,3,w,1
Bruno,3,m,1
Esther,3,w,1
Daniel,3,m,1
Hannah,3,w,1
David,3,m,1
Isabelle,3,w,1
Elias,3,m,1
Juna,3,w,1
Elyas,3,m,1
Lara,3,w,1
Erik,3,m,1
Leonie,3,w,1
Henri,3,m,1
Lia,3,w,1
Jannis,3,m,1
Liya,3,w,1
Johann,3,m,1
Lotta,3,w,1
Kilian,3,m,1
Luisa,3,w,1
Levin,3,m,1
Mayla,3,w,1
Max,3,m,1
Olivia,3,w,1
Maxim,3,m,1
Paulina,3,w,1
Nathan,3,m,1
Viktoria,3,w,1
Samuel,3,m,1
Theo,3,m,1
Thomas,3,m,1
Victor,3,m,1
Elisabeth,2,w,3
Maria,2,w,3
Wilhelm,2,m,3
Alea,2,w,2
Anna,2,w,2
Annabelle,2,w,2
Ella,2,w,2
Franziska,2,w,2
Helene,2,w,2
Arthur,2,m,2
Hermine,2,w,2
Bela,2,m,2
Isabella,2,w,2
Dennis,2,m,2
Isabelle,2,w,2
Dominik,2,m,2
Johanna,2,w,2
Elias,2,m,2
Josephine,2,w,2
Emilian,2,m,2
Lea,2,w,2
Enno,2,m,2
Leilani,2,w,2
Fernando,2,m,2
Linnea,2,w,2
Gabriel,2,m,2
Lotta,2,w,2
Jan,2,m,2
Lucie,2,w,2
Jonah,2,m,2
Lynn,2,w,2
Joseph,2,m,2
Mila,2,w,2
Lio,2,m,2
Riva,2,w,2
Lukas,2,m,2
Luke,2,m,2
Nikolas,2,m,2
Otto,2,m,2
Peter,2,m,2
Philipp,2,m,2
René,2,m,2
Selim,2,m,2
Vitus,2,m,2
Alice,2,w,1
Alma,2,w,1
Amanda,2,w,1
Ava,2,w,1
Aaron,2,m,1
Cecilia,2,w,1
Alexander,2,m,1
Chiara,2,w,1
Arne,2,m,1
Elif,2,w,1
Aron,2,m,1
Elisa,2,w,1
Bente,2,m,1
Emilie,2,w,1
Emilian,2,m,1
Frieda,2,w,1
Fynn,2,m,1
Friederike,2,w,1
Georg,2,m,1
Greta,2,w,1
Giovanni,2,m,1
Helene,2,w,1
Hans,2,m,1
Luana,2,w,1
Henning,2,m,1
Lucia,2,w,1
Henry,2,m,1
Lucie,2,w,1
Johannes,2,m,1
Luise,2,w,1
Jonah,2,m,1
Magdalena,2,w,1
Joshua,2,m,1
Maria,2,w,1
Justus,2,m,1
Matilda,2,w,1
Lennard,2,m,1
Maya,2,w,1
Lenny,2,m,1
Melina,2,w,1
Leonas,2,m,1
Melissa,2,w,1
Levi,2,m,1
Merle,2,w,1
Liam,2,m,1
Milla,2,w,1
Lian,2,m,1
Mira,2,w,1
Mateo,2,m,1
Naomi,2,w,1
Mats,2,m,1
Nina,2,w,1
Matti,2,m,1
Nora,2,w,1
Mattis,2,m,1
Romy,2,w,1
Mika,2,m,1
Ronja,2,w,1
Miran,2,m,1
Rosalie,2,w,1
Ole,2,m,1
Salome,2,w,1
Phil,2,m,1
Sofia,2,w,1
Philipp,2,m,1
Thea,2,w,1
Piet,2,m,1
Tilda,2,w,1
Richard,2,m,1
Simon,2,m,1
Theodor,2,m,1
Till,2,m,1
Tom,2,m,1
Crixus,1,m,5
Savanna,1,w,5
Andrasch,1,m,4
Koen,1,w,4
Emil,1,m,4
Marisa,1,w,4
Klaus,1,m,4
Nova,1,w,4
Leon,1,m,4
Zeynep,1,w,4
Liam,1,m,4
Moses,1,m,4
Albulena,1,w,3
Andrea,1,w,3
Ape,1,m,3
Anh,1,w,3
Aron,1,m,3
Antwiwaa,1,w,3
Christian,1,m,3
Beate,1,w,3
Christopher,1,m,3
Cecile,1,w,3
Daniel,1,m,3
Cecilia,1,w,3
Emil,1,m,3
Cornelia,1,w,3
Ephraim,1,m,3
Ellie,1,w,3
Erich,1,m,3
Emilia,1,w,3
Favilli,1,m,3
Hasan,1,w,3
Florian,1,m,3
Helene,1,w,3
Francesco,1,m,3
Helga,1,w,3
Fritz,1,m,3
Helma,1,w,3
Hartmut,1,m,3
Isgard,1,w,3
Ilo-Oju,1,m,3
Jessica,1,w,3
Jakob,1,m,3
Johanna,1,w,3
Jaron,1,m,3
Jolanda,1,w,3
Jasper,1,m,3
Julia,1,w,3
Leandro,1,m,3
Karin,1,w,3
Leo,1,m,3
Klara,1,w,3
Leopold,1,m,3
Leonie,1,w,3
Lieven,1,m,3
Luise,1,w,3
Mahan,1,m,3
Magnolia,1,w,3
Martin,1,m,3
Marie,1,w,3
Matthias,1,m,3
Marija,1,w,3
Max,1,m,3
Marina,1,w,3
Messiah,1,m,3
Mathilda,1,w,3
Michael,1,m,3
Meyso,1,w,3
Mohamad,1,m,3
Michaela,1,w,3
Nikolas,1,m,3
Moon,1,w,3
Nino,1,m,3
Nea,1,w,3
Olivier,1,m,3
Noël,1,w,3
Quintus,1,m,3
Ottilie,1,w,3
Silvère,1,m,3
Rose,1,w,3
Suong,1,m,3
Seline,1,w,3
Svensson,1,m,3
Sonja,1,w,3
Thaddeo,1,m,3
Sophia,1,w,3
Thiago,1,m,3
Sophie,1,w,3
Tuan,1,m,3
Theresa,1,w,3
Vladimir,1,m,3
Therese,1,w,3
Werner,1,m,3
Theresia,1,w,3
Wotan,1,m,3
Thora,1,w,3
Xiafei,1,m,3
Valentina,1,w,3
Yvonne,1,w,3
Aimee,1,w,2
Alina,1,w,2
Alisa,1,w,2
Amalia,1,w,2
Aniela,1,w,2
Anne,1,w,2
Antonia,1,w,2
Arabella,1,w,2
Arielle,1,w,2
Aaron,1,m,2
Arina,1,w,2
Adam,1,m,2
Augusta,1,w,2
Agustín,1,m,2
Auguste,1,w,2
Ahmad,1,m,2
Ayanda,1,w,2
Alexandrovič,1,m,2
Aylin,1,w,2
Alfred,1,m,2
Ayumi,1,w,2
Ali,1,m,2
Burçin,1,w,2
Alper,1,m,2
Camila,1,w,2
Amaru,1,m,2
Carina,1,w,2
Anand,1,m,2
Carla,1,w,2
Andrew,1,m,2
Carolann,1,w,2
Andrik,1,m,2
Charlott,1,w,2
Anh,1,m,2
Christiane,1,w,2
Arno,1,m,2
Christine,1,w,2
Aydın,1,m,2
Clea,1,w,2
Batın,1,m,2
Cora,1,w,2
Benedikt,1,m,2
Daphne,1,w,2
Benjamin,1,m,2
Deva,1,w,2
Bodo,1,m,2
Dora,1,w,2
Botho,1,m,2
Ebube,1,w,2
Calian,1,m,2
Edith,1,w,2
Can,1,m,2
Effi,1,w,2
Carl,1,m,2
Ela,1,w,2
Charlie,1,m,2
Eliene,1,w,2
Christian,1,m,2
Erika,1,w,2
Christoph,1,m,2
Esmeralda,1,w,2
Clemens,1,m,2
Estelle,1,w,2
Collin,1,m,2
Estera,1,w,2
Constantin,1,m,2
Felicia,1,w,2
Daniel,1,m,2
Filou,1,w,2
Doron,1,m,2
Finja,1,w,2
Duc,1,m,2
Flourish,1,w,2
Edi,1,m,2
Freyja,1,w,2
Edward,1,m,2
Frieda,1,w,2
Elay,1,m,2
Friederike,1,w,2
Elyas,1,m,2
Geneviève,1,w,2
Elías,1,m,2
Grace,1,w,2
Erik,1,m,2
Greta,1,w,2
Erwin,1,m,2
Haley,1,w,2
Eryk,1,m,2
Hanna,1,w,2
Fabian,1,m,2
Helena,1,w,2
Farouk,1,m,2
Helma,1,w,2
Faruk,1,m,2
Henriette,1,w,2
Felix,1,m,2
Inara,1,w,2
Feodor,1,m,2
Inga,1,w,2
Filip,1,m,2
Irmgard,1,w,2
Finn,1,m,2
Itohanosa,1,w,2
Frank,1,m,2
Janina,1,w,2
Frederik,1,m,2
Jennah,1,w,2
Fromhold,1,m,2
Joan,1,w,2
Gabriele,1,m,2
Josefine,1,w,2
Gençay,1,m,2
Josey,1,w,2
Gerard,1,m,2
Judy,1,w,2
Gerhard,1,m,2
Julie,1,w,2
Gregor,1,m,2
Juna,1,w,2
Hagen,1,m,2
Kaisa,1,w,2
Hakeem,1,m,2
Kalinda,1,w,2
Hamza,1,m,2
Karla,1,w,2
