vorname,anzahl,geschlecht,position
Marie,12,w,2
Emil,9,m,1
Mia,8,w,1
Sophie,7,w,2
Leon,7,m,1
Louis,7,m,1
Milan,7,m,1
Elias,6,m,1
Maria,5,w,2
Elena,5,w,1
Elif,5,w,1
Sophia,5,w,1
Adam,5,m,1
Liam,5,m,1
Muhammad,5,m,1
Yasin,5,m,1
Anna,4,w,1
Ella,4,w,1
Emilia,4,w,1
Lina,4,w,1
Maria,4,w,1
Ali,4,m,1
Melissa,4,w,1
Ben,4,m,1
Sara,4,w,1
Jonah,4,m,1
Sofia,4,w,1
Miran,4,m,1
Zeynep,4,w,1
Mohammad,4,m,1
Paul,4,m,1
Ali,3,m,2
Jan,3,m,2
Joel,3,m,2
Rose,3,w,2
Aurora,3,w,1
Ayla,3,w,1
Aras,3,m,1
Elisabeth,3,w,1
Emir,3,m,1
Emma,3,w,1
Ibrahim,3,m,1
Hira,3,w,1
Jonas,3,m,1
Lucy,3,w,1
Julian,3,m,1
Mara,3,w,1
Kerem,3,m,1
Maryam,3,w,1
Lian,3,m,1
Medina,3,w,1
Lio,3,m,1
Mira,3,w,1
Luis,3,m,1
Malik,3,m,1
Muhammed,3,m,1
Mustafa,3,m,1
Noah,3,m,1
Noel,3,m,1
Rafael,3,m,1
Yakup,3,m,1
Yusuf,3,m,1
Karin,2,w,4
Benjamin,2,m,3
Sophie,2,w,3
Loki,2,m,3
Aaron,2,m,2
Asaf,2,m,2
Leni,2,w,2
Aziz,2,m,2
Lia,2,w,2
Ben,2,m,2
Lya,2,w,2
Christian,2,m,2
Michelle,2,w,2
Daniel,2,m,2
Nisa,2,w,2
Finn,2,m,2
Paulina,2,w,2
Henry,2,m,2
Victoria,2,w,2
Jerome,2,m,2
Yvonne,2,w,2
Jonah,2,m,2
Junior,2,m,2
Kaan,2,m,2
Leonard,2,m,2
Liam,2,m,2
Luca,2,m,2
Martin,2,m,2
Maxim,2,m,2
Maximilian,2,m,2
Noel,2,m,2
Paul,2,m,2
Theodor,2,m,2
Yasin,2,m,2
Yusuf,2,m,2
Zoran,2,m,2
Alena,2,w,1
Aleyna,2,w,1
Alice,2,w,1
Alicia,2,w,1
Amelie,2,w,1
Amina,2,w,1
Annika,2,w,1
Ariana,2,w,1
Armina,2,w,1
Abbas,2,m,1
Aya,2,w,1
Abdulrahman,2,m,1
Azra,2,w,1
Ahmad,2,m,1
Charlotte,2,w,1
Ahmet,2,m,1
Clara,2,w,1
Alexander,2,m,1
Dila,2,w,1
Angelo,2,m,1
Elisa,2,w,1
Damian,2,m,1
Esila,2,w,1
Diyan,2,m,1
Esma,2,w,1
Elyas,2,m,1
Esmeralda,2,w,1
Emilian,2,m,1
Hafsa,2,w,1
Eymen,2,m,1
Hala,2,w,1
Fabian,2,m,1
Hanifa,2,w,1
Felix,2,m,1
Hope,2,w,1
Filip,2,m,1
Isabella,2,w,1
Fynn,2,m,1
Johanna,2,w,1
Henri,2,m,1
Josephine,2,w,1
İlyas,2,m,1
Kayla,2,w,1
Ivan,2,m,1
Klara,2,w,1
Jad,2,m,1
Lara,2,w,1
Jasper,2,m,1
Layal,2,w,1
Joel,2,m,1
Lena,2,w,1
Josef,2,m,1
Lucia,2,w,1
Kenzo,2,m,1
Luise,2,w,1
Kilian,2,m,1
Luna,2,w,1
Linus,2,m,1
Malak,2,w,1
Luca,2,m,1
Matilda,2,w,1
Luka,2,m,1
Melina,2,w,1
Mahir,2,m,1
Milena,2,w,1
Malek,2,m,1
Nina,2,w,1
Matteo,2,m,1
Shanaya,2,w,1
Max,2,m,1
Shirin,2,w,1
Maximilian,2,m,1
Skadi,2,w,1
Metehan,2,m,1
Talia,2,w,1
Michael,2,m,1
Zofia,2,w,1
Mika,2,m,1
Miraç,2,m,1
Mohammed,2,m,1
Moritz,2,m,1
Omar,2,m,1
Oskar,2,m,1
Phil,2,m,1
Ragnar,2,m,1
Ramadan,2,m,1
Raphael,2,m,1
Ryan,2,m,1
Samuel,2,m,1
Theodor,2,m,1
Timo,2,m,1
Viktor,2,m,1
Yassin,2,m,1
Yunus,2,m,1
Ömer,2,m,1
Françoisovich,1,m,4
Helmut,1,m,4
Olivia,1,w,4
Kaiden,1,m,4
Sabine,1,w,4
Asya,1,w,3
Adnan,1,m,3
Ayumi,1,w,3
Ahmet,1,m,3
Bärbel,1,w,3
Alfred,1,m,3
Christa,1,w,3
Burhan,1,m,3
Christiane,1,w,3
Carlo,1,m,3
Dawn,1,w,3
Chimezie,1,m,3
Elly,1,w,3
Christian,1,m,3
Henriette,1,w,3
Dante,1,m,3
Houefa,1,w,3
Klaus,1,m,3
Hạ,1,w,3
Leandro,1,m,3
Jada,1,w,3
Marcel,1,m,3
Janina,1,w,3
Maverick,1,m,3
Katharina,1,w,3
Noël,1,m,3
Krystyna,1,w,3
Otto,1,m,3
Loretta,1,w,3
Quentin,1,m,3
Melahat,1,w,3
Ravan,1,m,3
Mercedes,1,w,3
Reimund,1,m,3
Naserian,1,w,3
Thomas,1,m,3
Nemesia,1,w,3
Torsten,1,m,3
Tareq,1,w,3
Vincent,1,m,3
Xenia,1,w,3
Wilfred,1,m,3
Yusuf,1,m,3
Ahmad,1,w,2
Ahmed,1,w,2
