vorname,anzahl,geschlecht,position
Marie,66,w,2
Sophie,58,w,2
Maria,47,w,2
Charlotte,43,w,1
Alexander,38,m,2
Emma,38,w,1
Noah,35,m,1
Felix,34,m,1
Jakob,31,m,1
Charlotte,30,w,2
Emilia,30,w,1
Emil,30,m,1
Lina,29,w,1
Leon,29,m,1
Mila,29,w,1
Elias,27,m,1
Jonas,27,m,1
Leo,27,m,1
Clara,26,w,1
Mira,26,w,1
Theodor,26,m,1
Luise,25,w,2
Ella,25,w,1
Lea,25,w,1
Liam,25,m,1
Sophia,25,w,1
Maximilian,25,m,1
Paul,25,m,1
Lara,24,w,1
Elias,23,m,2
Maximilian,23,m,2
Mia,23,w,1
Sophie,23,w,1
Adam,22,m,1
Jonathan,22,m,1
Leonie,22,w,1
Oskar,22,m,1
Paul,21,m,2
Hannah,21,w,1
Ali,21,m,1
Maria,21,w,1
Jonah,21,m,1
Lukas,21,m,1
Ali,20,m,2
Emilia,20,w,2
Lena,20,w,1
Anton,20,m,1
Louis,20,m,1
Elisabeth,19,w,2
Ida,19,w,1
Olivia,19,w,1
Vincent,19,m,1
Karl,18,m,2
Noah,18,m,2
Anna,18,w,1
Marlene,18,w,1
Leonard,18,m,1
Milan,18,m,1
Samuel,18,m,1
Sophia,17,w,2
Johanna,17,w,1
Nora,17,w,1
Sara,17,w,1
Benjamin,17,m,1
Theo,17,m,1
Johanna,16,w,2
Marie,16,w,1
Paula,16,w,1
Finn,16,m,1
Johann,16,m,1
Levi,16,m,1
Malik,16,m,1
Max,16,m,1
Mika,16,m,1
Niklas,16,m,1
Benjamin,15,m,2
Ava,15,w,1
Laura,15,w,1
Alexander,15,m,1
Julian,15,m,1
Karl,15,m,1
Luca,15,m,1
Luka,15,m,1
Tim,15,m,1
David,14,m,2
Hanna,14,w,1
Lia,14,w,1
Mina,14,w,1
Tilda,14,w,1
Carl,14,m,1
Henri,14,m,1
Luis,14,m,1
Milo,14,m,1
Moritz,14,m,1
Levi,13,m,2
Valentin,13,m,2
Klara,13,w,1
Leni,13,w,1
Luisa,13,w,1
Mathilda,13,w,1
Ben,13,m,1
Muhammed,13,m,1
Yusuf,13,m,1
Amelie,12,w,1
Azra,12,w,1
Emily,12,w,1
Lotte,12,w,1
Maya,12,w,1
Bruno,12,m,1
David,12,m,1
Hamza,12,m,1
Henry,12,m,1
Hussein,12,m,1
Joshua,12,m,1
Linus,12,m,1
Louise,11,w,2
Emil,11,m,2
Johannes,11,m,2
Leon,11,m,2
Amelia,11,w,1
Helena,11,w,1
Rosa,11,w,1
Jan,11,m,1
Jannis,11,m,1
Julius,11,m,1
Matteo,11,m,1
Nils,11,m,1
Anna,10,w,2
Antonia,10,w,2
Nur,10,w,2
Gabriel,10,m,2
Jakob,10,m,2
Theodor,10,m,2
Alma,10,w,1
Elisa,10,w,1
Eva,10,w,1
Greta,10,w,1
Luna,10,w,1
Matilda,10,w,1
Medina,10,w,1
Nina,10,w,1
Arthur,10,m,1
Ilyas,10,m,1
Jasper,10,m,1
Mohammad,10,m,1
Marie,9,w,3
Carlotta,9,w,2
Arthur,9,m,2
Friedrich,9,m,2
Johann,9,m,2
Alva,9,w,1
Elena,9,w,1
Frieda,9,w,1
Julia,9,w,1
Mariam,9,w,1
Melina,9,w,1
Merle,9,w,1
Sofia,9,w,1
Elijah,9,m,1
Jona,9,m,1
Justus,9,m,1
Konstantin,9,m,1
Lian,9,m,1
Mattis,9,m,1
Katharina,8,w,2
Malou,8,w,2
Rosa,8,w,2
Su,8,w,2
Valentina,8,w,2
August,8,m,2
Luca,8,m,2
Ole,8,m,2
Otto,8,m,2
Samuel,8,m,2
Carlotta,8,w,1
Elif,8,w,1
Elina,8,w,1
Isabella,8,w,1
Liya,8,w,1
Mara,8,w,1
Nele,8,w,1
Nisa,8,w,1
Paulina,8,w,1
Adrian,8,m,1
Amir,8,m,1
Emir,8,m,1
Gustav,8,m,1
Marlon,8,m,1
Mateo,8,m,1
Matheo,8,m,1
Mikail,8,m,1
Raphael,8,m,1
Tom,8,m,1
Alice,7,w,2
Elise,7,w,2
Luisa,7,w,2
Olivia,7,w,2
Pauline,7,w,2
Sofia,7,w,2
Can,7,m,2
Daniel,7,m,2
Jonathan,7,m,2
Leonard,7,m,2
Louis,7,m,2
Max,7,m,2
Michael,7,m,2
Oskar,7,m,2
Amalia,7,w,1
Amira,7,w,1
Anastasia,7,w,1
Cleo,7,w,1
Ela,7,w,1
Eleni,7,w,1
Elisabeth,7,w,1
Fatima,7,w,1
Juna,7,w,1
Lilly,7,w,1
Daniel,7,m,1
Liv,7,w,1
Edgar,7,m,1
Luise,7,w,1
Emilian,7,m,1
Maja,7,w,1
Emilio,7,m,1
Pauline,7,w,1
Erik,7,m,1
Ronja,7,w,1
Gabriel,7,m,1
