vorname,anzahl,geschlecht,position
Ali,26,m,1
Marie,24,w,2
Sophie,23,w,2
Adam,20,m,1
Noah,20,m,1
Maria,19,w,2
Mia,18,w,1
Lina,16,w,1
Ella,15,w,1
Felix,15,m,1
Liya,15,w,1
Maximilian,15,m,1
Emilia,14,w,1
Amir,14,m,1
Emma,14,w,1
Mila,14,w,1
Emil,13,m,1
Paul,13,m,1
Theo,13,m,1
Alexander,12,m,2
Lea,12,w,1
Mina,12,w,1
Ahmad,12,m,1
Mira,12,w,1
Milan,12,m,1
Amira,11,w,1
Anton,11,m,1
Mariam,11,w,1
Ben,11,m,1
Muhammed,11,m,1
Elias,10,m,2
Charlotte,10,w,2
Charlotte,10,w,1
Johanna,10,w,1
Elias,10,m,1
Leonie,10,w,1
Ilyas,10,m,1
Maria,10,w,1
Jonas,10,m,1
Meryem,10,w,1
Leon,10,m,1
Zeynep,10,w,1
Luca,10,m,1
Mohammad,10,m,1
Luise,9,w,2
Amina,9,w,1
Elif,9,w,1
Emir,9,m,1
Hannah,9,w,1
Hussein,9,m,1
Laura,9,w,1
Liam,9,m,1
Melina,9,w,1
Mohamad,9,m,1
Nora,9,w,1
Sara,9,w,1
Sophia,9,w,1
Ali,8,m,2
Paul,8,m,2
Samuel,8,m,2
Alexander,8,m,1
Finn,8,m,1
Hamza,8,m,1
Alina,8,w,1
Karl,8,m,1
Amelie,8,w,1
Marlon,8,m,1
Frieda,8,w,1
Noel,8,m,1
Jasmin,8,w,1
Youssef,8,m,1
Yusuf,8,m,1
Ömer,8,m,1
Noah,7,m,2
Anna,7,w,2
Elisabeth,7,w,2
Asya,7,w,1
Ayla,7,w,1
Ela,7,w,1
Edgar,7,m,1
Emily,7,w,1
Hassan,7,m,1
Klara,7,w,1
Henri,7,m,1
Lara,7,w,1
Milo,7,m,1
Luisa,7,w,1
Mohammed,7,m,1
Marie,7,w,1
Moritz,7,m,1
Sena,7,w,1
Jonathan,6,m,2
Leo,6,m,2
Johanna,6,w,2
Nur,6,w,2
Bruno,6,m,1
Clara,6,w,1
Daniel,6,m,1
Greta,6,w,1
David,6,m,1
Hira,6,w,1
Fabian,6,m,1
Luna,6,w,1
Jonathan,6,m,1
Medina,6,w,1
Lukas,6,m,1
Nour,6,w,1
Malik,6,m,1
Sophie,6,w,1
Mika,6,m,1
Vanessa,6,w,1
Omar,6,m,1
Victoria,6,w,1
Theodor,6,m,1
Yasin,6,m,1
Maria,5,w,3
Adam,5,m,2
Maximilian,5,m,2
Emilia,5,w,2
Lina,5,w,2
Pauline,5,w,2
Alessia,5,w,1
Alma,5,w,1
Adrian,5,m,1
Amalia,5,w,1
Berat,5,m,1
Anna,5,w,1
Can,5,m,1
Antonia,5,w,1
Filip,5,m,1
