vorname,anzahl,geschlecht,position
Sophie,19,w,2
Marie,14,w,2
Alma,12,w,1
Charlotte,12,w,1
Emma,12,w,1
Alexander,11,m,2
Anton,11,m,1
Finn,11,m,1
Oskar,10,m,1
Lina,10,w,1
Emil,9,m,1
Liam,9,m,1
Ella,9,w,1
Paul,9,m,1
Emilia,9,w,1
Marie,9,w,1
Charlotte,8,w,2
Alexander,8,m,1
Ben,8,m,1
Frida,8,w,1
Henry,8,m,1
Ida,8,w,1
Jonas,8,m,1
Johanna,8,w,1
Leon,8,m,1
Mia,8,w,1
Linus,8,m,1
Johanna,7,w,2
Maria,7,w,2
Sophia,7,w,2
Amelie,7,w,1
Friedrich,7,m,1
Anna,7,w,1
Jonathan,7,m,1
Lea,7,w,1
Levi,7,m,1
Sophia,7,w,1
Max,7,m,1
Moritz,7,m,1
Noah,7,m,1
Maximilian,6,m,2
Laura,6,w,1
Leonie,6,w,1
Tilda,6,w,1
Bruno,6,m,1
Karl,6,m,1
Ole,6,m,1
Vincent,6,m,1
Karl,5,m,2
Alina,5,w,1
Elena,5,w,1
Fritzi,5,w,1
Greta,5,w,1
Arthur,5,m,1
Hannah,5,w,1
Elias,5,m,1
Lara,5,w,1
Joris,5,m,1
Lilly,5,w,1
Lukas,5,m,1
Marla,5,w,1
Maximilian,5,m,1
Pia,5,w,1
Milan,5,m,1
Sarah,5,w,1
Niklas,5,m,1
Theo,5,m,1
Fritz,4,m,2
Henry,4,m,2
Willi,4,m,2
William,4,m,2
Lou,4,w,2
Luisa,4,w,2
Matilda,4,w,2
Viktoria,4,w,2
Alva,4,w,1
Ava,4,w,1
Fynn,4,m,1
Carlotta,4,w,1
Jakob,4,m,1
Fiona,4,w,1
Leonardo,4,m,1
Frieda,4,w,1
Louis,4,m,1
Julia,4,w,1
Luca,4,m,1
Karlotta,4,w,1
Mats,4,m,1
Lana,4,w,1
Maxim,4,m,1
Lena,4,w,1
Milo,4,m,1
Leni,4,w,1
Nils,4,m,1
Lotta,4,w,1
Simon,4,m,1
Luisa,4,w,1
Till,4,m,1
Maja,4,w,1
Tim,4,m,1
Matilda,4,w,1
Mila,4,w,1
Mira,4,w,1
Paula,4,w,1
Paulina,4,w,1
Pauline,4,w,1
Ronja,4,w,1
Rosalie,4,w,1
Arthur,3,m,2
Benjamin,3,m,2
Christian,3,m,2
David,3,m,2
Edith,3,w,2
Friedrich,3,m,2
Josefine,3,w,2
Henri,3,m,2
Juna,3,w,2
Julius,3,m,2
Louise,3,w,2
Moritz,3,m,2
Luna,3,w,2
Noel,3,m,2
Magdalena,3,w,2
Ole,3,m,2
Pauline,3,w,2
Otto,3,m,2
Rosalie,3,w,2
Robert,3,m,2
Valentina,3,w,2
Zoe,3,w,2
Adam,3,m,1
Bela,3,m,1
Carl,3,m,1
Carlo,3,m,1
Constantin,3,m,1
Damian,3,m,1
Edgar,3,m,1
Enno,3,m,1
Alexandra,3,w,1
Felix,3,m,1
Amalia,3,w,1
Frederik,3,m,1
Antonia,3,w,1
Gustav,3,m,1
Elisa,3,w,1
Henrik,3,m,1
Elli,3,w,1
Jannis,3,m,1
Emily,3,w,1
Janosch,3,m,1
Helena,3,w,1
John,3,m,1
Karla,3,w,1
Jona,3,m,1
Katharina,3,w,1
Jonte,3,m,1
Klara,3,w,1
Julius,3,m,1
Lia,3,w,1
Juri,3,m,1
Lilith,3,w,1
Kasimir,3,m,1
Lisa,3,w,1
Lasse,3,m,1
Magdalena,3,w,1
Lennard,3,m,1
Maria,3,w,1
Leo,3,m,1
Marlene,3,w,1
Lewin,3,m,1
Martha,3,w,1
Lucas,3,m,1
Merle,3,w,1
Luis,3,m,1
Mina,3,w,1
Malte,3,m,1
Nathalie,3,w,1
Marlon,3,m,1
Nora,3,w,1
Pablo,3,m,1
Sophie,3,w,1
Rafael,3,m,1
Viktoria,3,w,1
Theodor,3,m,1
Tommy,3,m,1
Klaus,2,m,3
Maria,2,w,3
Luan,2,m,3
Luca,2,m,3
Martin,2,m,3
Maximilian,2,m,3
Adam,2,m,2
Anh,2,m,2
Aurelia,2,w,2
Anton,2,m,2
Elisabeth,2,w,2
Benedikt,2,m,2
Elise,2,w,2
Christoph,2,m,2
Elizabeth,2,w,2
Daniel,2,m,2
Emilia,2,w,2
Dean,2,m,2
Erika,2,w,2
Elias,2,m,2
Helena,2,w,2
Emanuel,2,m,2
Helene,2,w,2
Erich,2,m,2
Katharina,2,w,2
Felix,2,m,2
Klara,2,w,2
Fiete,2,m,2
Käthe,2,w,2
Frank,2,m,2
Lea,2,w,2
Hector,2,m,2
Leonie,2,w,2
Jakob,2,m,2
Leonore,2,w,2
James,2,m,2
Liv,2,w,2
Jasper,2,m,2
Louisa,2,w,2
Jonas,2,m,2
Luise,2,w,2
Jonathan,2,m,2
Margarete,2,w,2
Jürgen,2,m,2
Marlene,2,w,2
Konstantin,2,m,2
Martha,2,w,2
Leander,2,m,2
Paula,2,w,2
Leonard,2,m,2
Renate,2,w,2
Levi,2,m,2
Rosa,2,w,2
Luan,2,m,2
Magnus,2,m,2
Maurice,2,m,2
Max,2,m,2
Milo,2,m,2
Nathan,2,m,2
Niklas,2,m,2
Oskar,2,m,2
Ruben,2,m,2
Rune,2,m,2
Sebastian,2,m,2
Simon,2,m,2
Timur,2,m,2
Valentin,2,m,2
Alice,2,w,1
Alicia,2,w,1
Aaron,2,m,1
Amy,2,w,1
Adrian,2,m,1
Amélie,2,w,1
Aidan,2,m,1
Anabelle,2,w,1
Aleksander,2,m,1
Anastasia,2,w,1
Alvin,2,m,1
Anni,2,w,1
Andreas,2,m,1
Belinda,2,w,1
Arne,2,m,1
Ellena,2,w,1
Benjamin,2,m,1
Emilie,2,w,1
Bilal,2,m,1
Finja,2,w,1
Charlie,2,m,1
Flora,2,w,1
Daniel,2,m,1
Freyja,2,w,1
Emilian,2,m,1
Hanna,2,w,1
Emilio,2,m,1
Hedi,2,w,1
Erwin,2,m,1
Helene,2,w,1
Fabian,2,m,1
Isabel,2,w,1
Finley,2,m,1
Isabell,2,w,1
Finnley,2,m,1
Isabella,2,w,1
Fred,2,m,1
Isabelle,2,w,1
Fritz,2,m,1
Jennifer,2,w,1
Hektor,2,m,1
Joni,2,w,1
Jacob,2,m,1
Juli,2,w,1
Janne,2,m,1
Juna,2,w,1
Jano,2,m,1
Karolina,2,w,1
Jaron,2,m,1
Kira,2,w,1
Jasper,2,m,1
Leia,2,w,1
Jonah,2,m,1
Linda,2,w,1
Joshua,2,m,1
Linnea,2,w,1
Kai,2,m,1
Livia,2,w,1
Kilian,2,m,1
Lore,2,w,1
Kolja,2,m,1
Lotte,2,w,1
Konrad,2,m,1
Luise,2,w,1
Konstantin,2,m,1
Maeva,2,w,1
Lennart,2,m,1
Malea,2,w,1
Lenny,2,m,1
Mara,2,w,1
Leonard,2,m,1
Mathilda,2,w,1
Levian,2,m,1
Maya,2,w,1
Lian,2,m,1
Melina,2,w,1
Lio,2,m,1
Mika,2,w,1
Luke,2,m,1
Milla,2,w,1
Mark,2,m,1
Miriam,2,w,1
Matheo,2,m,1
Mona,2,w,1
Matti,2,m,1
Nele,2,w,1
Mattis,2,m,1
Nika,2,w,1
Merlin,2,m,1
Nina,2,w,1
Michael,2,m,1
Nola,2,w,1
Mika,2,m,1
Philippa,2,w,1
Milian,2,m,1
Stella,2,w,1
Mio,2,m,1
Svea,2,w,1
Miro,2,m,1
Tessa,2,w,1
Nick,2,m,1
Thea,2,w,1
Nikolai,2,m,1
Victoria,2,w,1
Noel,2,m,1
Wanda,2,w,1
Otto,2,m,1
Zeinab,2,w,1
Pepe,2,m,1
Zora,2,w,1
Rayan,2,m,1
Richard,2,m,1
Robert,2,m,1
Rufus,2,m,1
Ryan,2,m,1
Tom,2,m,1
Toni,2,m,1
Wilhelm,2,m,1
Yannick,2,m,1
Jack,1,m,4
Helene,1,w,4
Malik,1,m,4
Iris,1,w,4
Rouwen,1,m,4
Luna,1,w,4
Makoutsing,1,w,4
Alexandrovna,1,w,3
Anh,1,w,3
Anna,1,w,3
Birgit,1,w,3
André,1,m,3
Christin,1,w,3
Anton,1,m,3
Czeslawa,1,w,3
August,1,m,3
Elsbeth,1,w,3
Bodo,1,m,3
Emma,1,w,3
Bolle,1,m,3
Genowefa,1,w,3
Burghart,1,m,3
Gina,1,w,3
Dieter,1,m,3
Grace,1,w,3
Elabbar,1,m,3
Grete,1,w,3
Emilian,1,m,3
Halool,1,w,3
Fenris,1,m,3
Hannelore,1,w,3
Georg,1,m,3
Hansine,1,w,3
Helge,1,m,3
Helenna,1,w,3
Henning,1,m,3
Hermine,1,w,3
Henry,1,m,3
Ingrid,1,w,3
Jackson,1,m,3
Josefin,1,w,3
Jens,1,m,3
Joy,1,w,3
Junior,1,m,3
Karin,1,w,3
Jürgen,1,m,3
Lucija,1,w,3
Kevin,1,m,3
Luise,1,w,3
Konstantin,1,m,3
Lupita,1,w,3
Kurt,1,m,3
Margarete,1,w,3
Lukas,1,m,3
Marie,1,w,3
Manfred,1,m,3
Ming,1,w,3
Mohamed,1,m,3
Narumi,1,w,3
Nabil,1,m,3
Nhi,1,w,3
Oliver,1,m,3
Oleksandr'ovna,1,w,3
Orhan,1,m,3
Pela,1,w,3
Otto,1,m,3
Rose,1,w,3
Paul,1,m,3
Sara,1,w,3
Ralph,1,m,3
Silvia,1,w,3
Raymond,1,m,3
Sylvia,1,w,3
Roland,1,m,3
Tahia,1,w,3
Ruben,1,m,3
Ursel,1,w,3
Runar,1,m,3
Viktoria,1,w,3
Said,1,m,3
Wendy,1,w,3
Saja,1,m,3
Sebastian,1,m,3
Sergio,1,m,3
Shiddiq,1,m,3
Toni,1,m,3
Uwe,1,m,3
Valerius,1,m,3
Volker,1,m,3
Von,1,m,3
Xavier,1,m,3
Yuri,1,m,3
Albertine,1,w,2
Aldemirova,1,w,2
Alea,1,w,2
Aleksandra,1,w,2
Alena,1,w,2
Alexandra,1,w,2
Alice,1,w,2
Alina,1,w,2
Amal,1,w,2
Amed,1,w,2
Amelie,1,w,2
An,1,w,2
Andreea,1,w,2
Anh,1,w,2
Aaron,1,m,2
Anisja,1,w,2
Abdussalam,1,m,2
Anja,1,w,2
Abilio,1,m,2
Anna,1,w,2
Aiden,1,m,2
Annabelle,1,w,2
Ait,1,m,2
Annette,1,w,2
Akjoltoy,1,m,2
Anni,1,w,2
Alan,1,m,2
Anouk,1,w,2
Albert,1,m,2
Antonia,1,w,2
Albin,1,m,2
Atanasova,1,w,2
Aleksander,1,m,2
Auguste,1,w,2
Alessandro,1,m,2
Ava,1,w,2
Amadeus,1,m,2
Biruta,1,w,2
Amandus,1,m,2
Blanca,1,w,2
Amun,1,m,2
Bozhena,1,w,2
Ananda,1,m,2
Bree,1,w,2
Anubis,1,m,2
Carlotta,1,w,2
Arif,1,m,2
Charlene,1,w,2
Armin,1,m,2
Charlott,1,w,2
Arno,1,m,2
Charlotta,1,w,2
Aurelius,1,m,2
Chiamanda,1,w,2
Aurin,1,m,2
Christa,1,w,2
Ayan,1,m,2
Christin,1,w,2
Ayden,1,m,2
Clara,1,w,2
Balou,1,m,2
Coralie,1,w,2
Bela,1,m,2
Cornelia,1,w,2
Ben,1,m,2
Cosima,1,w,2
Benedict,1,m,2
Diane,1,w,2
Bernd,1,m,2
Dimitrova,1,w,2
Bernárd,1,m,2
Dubois,1,w,2
Bruno,1,m,2
Dzhuniet,1,w,2
Can,1,m,2
Edna,1,w,2
Carl,1,m,2
Ekaterina,1,w,2
Carlo,1,m,2
Elara,1,w,2
Charlie,1,m,2
Elin,1,w,2
Chimeremeze,1,m,2
Elisa,1,w,2
Christopher,1,m,2
Ella,1,w,2
Claas,1,m,2
Elle,1,w,2
Conrad,1,m,2
Ellen,1,w,2
Cord,1,m,2
Ellie,1,w,2
Cornelius,1,m,2
Elsbeth,1,w,2
Danyal,1,m,2
Elsey,1,w,2
Denisovich,1,m,2
Elén,1,w,2
Dennis,1,m,2
Emily,1,w,2
Dieter,1,m,2
Emmi,1,w,2
Dietrich,1,m,2
Eva,1,w,2
Duy,1,m,2
Ewa,1,w,2
Edgar,1,m,2
Fabienne,1,w,2
Elander,1,m,2
Feline,1,w,2
Elian,1,m,2
Freya,1,w,2
Emil,1,m,2
Frida,1,w,2
Emilio,1,m,2
Frieda,1,w,2
Endric,1,m,2
Friedel,1,w,2
Eseh,1,m,2
Friederike,1,w,2
Etienne,1,m,2
Fritzi,1,w,2
Fabian,1,m,2
Gabriele,1,w,2
Fabrice,1,m,2
Gerdi,1,w,2
Fietje,1,m,2
Gianna,1,w,2
