vorname,anzahl,geschlecht,position
Sophie,44,w,2
Marie,42,w,2
Adam,38,m,1
Noah,35,m,1
Anna,34,w,1
David,31,m,1
Emilia,30,w,1
Mila,30,w,1
Maria,29,w,1
Maria,28,w,2
Emil,26,m,1
Alexander,25,m,2
Jonas,25,m,1
Emma,25,w,1
Leon,24,m,1
Charlotte,23,w,2
Mia,23,w,1
Anton,23,m,1
Paul,23,m,1
Luise,22,w,2
Alexander,22,m,1
Maximilian,21,m,2
Lea,21,w,1
Karl,21,m,1
Oskar,21,m,1
Charlotte,20,w,1
Lina,20,w,1
Elias,20,m,1
Maximilian,20,m,1
Lukas,19,m,1
Johanna,18,w,1
Julian,18,m,1
Liam,18,m,1
Louis,18,m,1
Elif,17,w,1
Lena,17,w,1
Marie,17,w,1
Ali,17,m,1
Amir,17,m,1
Johann,17,m,1
Omar,17,m,1
Alma,16,w,1
Emily,16,w,1
Greta,16,w,1
Sophia,16,w,1
Benjamin,16,m,1
Jonathan,16,m,1
Max,16,m,1
Theodor,16,m,1
Ali,15,m,2
David,15,m,2
Johann,15,m,2
Marlene,15,w,2
Ella,15,w,1
Hannah,15,w,1
Mira,15,w,1
Sophie,15,w,1
Henry,15,m,1
Leo,15,m,1
Theo,15,m,1
Paul,14,m,2
Elisabeth,14,w,2
Clara,14,w,1
Ela,14,w,1
Frida,14,w,1
Luna,14,w,1
Rosa,14,w,1
Ben,14,m,1
Felix,14,m,1
Leonard,14,m,1
Milan,14,m,1
Elias,13,m,2
Friedrich,13,m,2
Karl,13,m,2
Hanna,13,w,1
Sarah,13,w,1
Daniel,13,m,1
Luca,13,m,1
Moritz,13,m,1
Benjamin,12,m,2
Leni,12,w,1
Adrian,12,m,1
Henri,12,m,1
Jakob,12,m,1
Levi,12,m,1
Mohammed,12,m,1
Muhammed,12,m,1
Valentin,12,m,1
Su,11,w,2
Amelie,11,w,1
Fatima,11,w,1
Ida,11,w,1
Isabella,11,w,1
Laura,11,w,1
Maja,11,w,1
Mina,11,w,1
Olivia,11,w,1
Paula,11,w,1
Sara,11,w,1
Finn,11,m,1
Hamza,11,m,1
Joshua,11,m,1
Mohamad,11,m,1
Mohamed,11,m,1
Emilia,10,w,2
Emil,10,m,2
Amira,10,w,1
Antonia,10,w,1
Ava,10,w,1
Elisa,10,w,1
Melina,10,w,1
Ahmad,10,m,1
Carl,10,m,1
Ibrahim,10,m,1
Ilyas,10,m,1
Julius,10,m,1
Linus,10,m,1
Oscar,10,m,1
Philipp,10,m,1
Yusuf,10,m,1
Sophie,9,w,3
Josephine,9,w,2
Nur,9,w,2
Ferdinand,9,m,2
Rosa,9,w,2
Julius,9,m,2
Levi,9,m,2
Luca,9,m,2
Azra,9,w,1
Elena,9,w,1
Elisabeth,9,w,1
Eva,9,w,1
Lara,9,w,1
Lisa,9,w,1
Mariam,9,w,1
Matilda,9,w,1
Nina,9,w,1
Nisa,9,w,1
Nora,9,w,1
Arthur,9,m,1
Bruno,9,m,1
Charlie,9,m,1
Hassan,9,m,1
Leonardo,9,m,1
Matteo,9,m,1
Mohammad,9,m,1
Tom,9,m,1
Umut,9,m,1
Ömer,9,m,1
Clara,8,w,2
Johanna,8,w,2
Lucia,8,w,2
Gabriel,8,m,2
Mathilda,8,w,2
Johannes,8,m,2
Leon,8,m,2
Leopold,8,m,2
Valentin,8,m,2
Jasmin,8,w,1
Julia,8,w,1
Leyla,8,w,1
Maya,8,w,1
Romy,8,w,1
Valentina,8,w,1
Kian,8,m,1
Malik,8,m,1
Maxim,8,m,1
Mehmet,8,m,1
Nicolas,8,m,1
Vincent,8,m,1
Yasin,8,m,1
Youssef,8,m,1
Marie,7,w,3
Helena,7,w,2
Luisa,7,w,2
Pauline,7,w,2
Anton,7,m,2
Carl,7,m,2
Jakob,7,m,2
Noah,7,m,2
Thomas,7,m,2
Alina,7,w,1
Helena,7,w,1
Jana,7,w,1
Klara,7,w,1
Lilly,7,w,1
Louisa,7,w,1
Luise,7,w,1
Marlene,7,w,1
Marta,7,w,1
Martha,7,w,1
Mathilda,7,w,1
Melek,7,w,1
Meryem,7,w,1
Ahmed,7,m,1
Nele,7,w,1
Fabian,7,m,1
Paulina,7,w,1
Gabriel,7,m,1
Selma,7,w,1
Jad,7,m,1
Jasper,7,m,1
Lucas,7,m,1
Luis,7,m,1
Mert,7,m,1
Muhammad,7,m,1
Pablo,7,m,1
Yousef,7,m,1
Anna,6,w,2
Henriette,6,w,2
Leonie,6,w,2
Louise,6,w,2
Mia,6,w,2
Sofia,6,w,2
Can,6,m,2
Sophia,6,w,2
Daniel,6,m,2
Victoria,6,w,2
Felix,6,m,2
Henry,6,m,2
Jonathan,6,m,2
Leonard,6,m,2
Louis,6,m,2
Luis,6,m,2
Michael,6,m,2
Oskar,6,m,2
Sebastian,6,m,2
Theodor,6,m,2
Aleyna,6,w,1
Amalia,6,w,1
Angelina,6,w,1
Fatma,6,w,1
Helene,6,w,1
Lia,6,w,1
Liya,6,w,1
Maryam,6,w,1
Aaron,6,m,1
Sham,6,w,1
Alessio,6,m,1
Sofia,6,w,1
Alex,6,m,1
Theresa,6,w,1
Antonio,6,m,1
Viktoria,6,w,1
Emilian,6,m,1
Yasmin,6,w,1
Emilio,6,m,1
Enes,6,m,1
Enno,6,m,1
Erik,6,m,1
Hugo,6,m,1
Ian,6,m,1
Lennox,6,m,1
Malek,6,m,1
Mika,6,m,1
Mustafa,6,m,1
Ole,6,m,1
Osman,6,m,1
Titus,6,m,1
Alexandra,5,w,2
Alicia,5,w,2
Carlotta,5,w,2
Elise,5,w,2
Fatima,5,w,2
Ida,5,w,2
Katharina,5,w,2
Magdalena,5,w,2
Mina,5,w,2
Sofie,5,w,2
Arthur,5,m,2
Valentina,5,w,2
August,5,m,2
Eymen,5,m,2
Jan,5,m,2
Joel,5,m,2
Liam,5,m,2
Lukas,5,m,2
Max,5,m,2
Maxim,5,m,2
Omar,5,m,2
Wilhelm,5,m,2
Alexandra,5,w,1
Alisa,5,w,1
Aurelia,5,w,1
Ayla,5,w,1
Carlotta,5,w,1
Cecilia,5,w,1
Celine,5,w,1
Edda,5,w,1
Esila,5,w,1
Hedda,5,w,1
Josephine,5,w,1
Katharina,5,w,1
Kira,5,w,1
Carlo,5,m,1
Layan,5,w,1
Damian,5,m,1
Lotte,5,w,1
Emir,5,m,1
Malak,5,w,1
Frederik,5,m,1
Medina,5,w,1
Fritz,5,m,1
Merle,5,w,1
Hannes,5,m,1
Samira,5,w,1
Jan,5,m,1
Tilda,5,w,1
Janosch,5,m,1
Yusra,5,w,1
Joel,5,m,1
Zahra,5,w,1
John,5,m,1
Zeynep,5,w,1
Johnny,5,m,1
Zoe,5,w,1
Konstantin,5,m,1
Leopold,5,m,1
Marcel,5,m,1
Martin,5,m,1
Mats,5,m,1
Milo,5,m,1
Miran,5,m,1
Nico,5,m,1
Nikolas,5,m,1
Oliver,5,m,1
Rafael,5,m,1
Raphael,5,m,1
Samuel,5,m,1
Tim,5,m,1
Walid,5,m,1
Anh,4,m,3
Jonathan,4,m,3
Amalia,4,w,2
Elena,4,w,2
Grace,4,w,2
Isabella,4,w,2
Jolie,4,w,2
Karlotta,4,w,2
Meryem,4,w,2
My,4,w,2
Naz,4,w,2
Rose,4,w,2
Adam,4,m,2
Ruth,4,w,2
Andreas,4,m,2
Theresa,4,w,2
Asaf,4,m,2
Caspar,4,m,2
Constantin,4,m,2
Emanuel,4,m,2
Emre,4,m,2
Hans,4,m,2
Hendrik,4,m,2
Henri,4,m,2
John,4,m,2
Karim,4,m,2
Klaus,4,m,2
Leo,4,m,2
Marcel,4,m,2
Matteo,4,m,2
Maurice,4,m,2
Nikolas,4,m,2
Noel,4,m,2
Otto,4,m,2
Pascal,4,m,2
Peter,4,m,2
Samuel,4,m,2
Theo,4,m,2
Ada,4,w,1
Alice,4,w,1
Amelia,4,w,1
Anouk,4,w,1
Beren,4,w,1
Eda,4,w,1
Elise,4,w,1
Elsa,4,w,1
Emilija,4,w,1
Esther,4,w,1
Eylül,4,w,1
Finja,4,w,1
Frieda,4,w,1
Hazal,4,w,1
Helen,4,w,1
Abdullah,4,m,1
Isabel,4,w,1
Ahmet,4,m,1
Isabelle,4,w,1
Albert,4,m,1
Juna,4,w,1
Armin,4,m,1
Karla,4,w,1
August,4,m,1
Lana,4,w,1
Benedikt,4,m,1
Leonie,4,w,1
Caspar,4,m,1
Leonora,4,w,1
Christian,4,m,1
Liah,4,w,1
Constantin,4,m,1
Lieselotte,4,w,1
Denis,4,m,1
Liv,4,w,1
Dylan,4,m,1
Liyana,4,w,1
Efe,4,m,1
Lotta,4,w,1
Ensar,4,m,1
Louise,4,w,1
Eymen,4,m,1
Milena,4,w,1
Ferdinand,4,m,1
Nadia,4,w,1
Fynn,4,m,1
Nehir,4,w,1
Hussein,4,m,1
Nour,4,w,1
Ivan,4,m,1
Pauline,4,w,1
James,4,m,1
Rosalie,4,w,1
Jimmy,4,m,1
Selin,4,w,1
Johan,4,m,1
Tasnim,4,w,1
Justus,4,m,1
Thea,4,w,1
Karim,4,m,1
Victoria,4,w,1
Kilian,4,m,1
Wilma,4,w,1
Lasse,4,m,1
Zoya,4,w,1
Lenny,4,m,1
Levin,4,m,1
Luka,4,m,1
Mahir,4,m,1
Mahmoud,4,m,1
Mark,4,m,1
Marvin,4,m,1
Mattis,4,m,1
Mio,4,m,1
Musa,4,m,1
Neo,4,m,1
Nikita,4,m,1
Pepe,4,m,1
Robert,4,m,1
Robin,4,m,1
Sebastian,4,m,1
Simon,4,m,1
Taim,4,m,1
Yakup,4,m,1
Younes,4,m,1
Yunus,4,m,1
Alexander,3,m,3
Charlotte,3,w,3
Georg,3,m,3
Elisabeth,3,w,3
Michael,3,m,3
Margarete,3,w,3
Paul,3,m,3
Maria,3,w,3
Viktoria,3,w,3
Amelie,3,w,2
Amira,3,w,2
Anh,3,w,2
Dunja,3,w,2
Ella,3,w,2
Emily,3,w,2
Erika,3,w,2
Franziska,3,w,2
Greta,3,w,2
Han,3,w,2
Hannah,3,w,2
Helen,3,w,2
Helene,3,w,2
Joline,3,w,2
Julia,3,w,2
Leni,3,w,2
Lisbeth,3,w,2
Mai,3,w,2
Margarete,3,w,2
Margrit,3,w,2
Mariam,3,w,2
Martha,3,w,2
Ahmed,3,m,2
Matilda,3,w,2
Aiden,3,m,2
Olivia,3,w,2
Andreevič,3,m,2
Paula,3,w,2
Balthasar,3,m,2
Philippa,3,w,2
Bernd,3,m,2
Sara,3,w,2
Christoph,3,m,2
Tabea,3,w,2
Efe,3,m,2
Emilian,3,m,2
Emin,3,m,2
Finn,3,m,2
Francis,3,m,2
Franz,3,m,2
Frederik,3,m,2
Gerhard,3,m,2
Hektor,3,m,2
Hugo,3,m,2
Jacob,3,m,2
Jonas,3,m,2
Joseph,3,m,2
Julian,3,m,2
Kaan,3,m,2
Lutz,3,m,2
Maria,3,m,2
Martin,3,m,2
Minh,3,m,2
Nepomuk,3,m,2
Ole,3,m,2
Pepe,3,m,2
Piotr,3,m,2
Robert,3,m,2
Ruben,3,m,2
Simon,3,m,2
Solomon,3,m,2
William,3,m,2
Wolfgang,3,m,2
Aaliyah,3,w,1
Adriana,3,w,1
Aleksandra,3,w,1
Amaya,3,w,1
Amina,3,w,1
Anastasia,3,w,1
Angela,3,w,1
Anni,3,w,1
Ariana,3,w,1
Asya,3,w,1
Aurora,3,w,1
Bella,3,w,1
Berfin,3,w,1
Beyza,3,w,1
Carla,3,w,1
Ceyda,3,w,1
Daria,3,w,1
Diana,3,w,1
Dila,3,w,1
Dua,3,w,1
