vorname,anzahl,geschlecht,position
Marie,16,w,2
Alexander,14,m,2
Paul,12,m,1
Charlotte,12,w,1
Charlotte,11,w,2
Leonard,10,m,1
Emil,9,m,2
Mia,9,w,1
Leon,9,m,1
Mila,9,w,1
Lukas,9,m,1
Emma,8,w,1
Ben,8,m,1
Noah,8,m,1
Sophie,7,w,2
Anna,7,w,1
Laura,7,w,1
Anton,7,m,1
David,7,m,1
Felix,7,m,1
Maximilian,7,m,1
Elias,6,m,2
Friedrich,6,m,2
Maria,6,w,2
Maximilian,6,m,2
Paul,6,m,2
Clara,6,w,1
Emilia,6,w,1
Hannah,6,w,1
Johanna,6,w,1
Benjamin,6,m,1
Lina,6,w,1
Emil,6,m,1
Nina,6,w,1
Vincent,6,m,1
Pia,6,w,1
Elisabeth,5,w,2
Klara,5,w,2
Felix,5,m,2
Luisa,5,w,2
Leonard,5,m,2
Finn,5,m,1
Julia,5,w,1
Henry,5,m,1
Maja,5,w,1
Joshua,5,m,1
Marie,5,w,1
Kilian,5,m,1
Sophie,5,w,1
Leo,5,m,1
Liam,5,m,1
Luis,5,m,1
Milan,5,m,1
Niklas,5,m,1
Philipp,5,m,1
Samuel,5,m,1
Maria,4,w,3
Johanna,4,w,2
Christian,4,m,2
Valentina,4,w,2
Julius,4,m,2
Leopold,4,m,2
Philipp,4,m,2
Amelia,4,w,1
Emily,4,w,1
Helena,4,w,1
Katharina,4,w,1
Lilly,4,w,1
Luisa,4,w,1
Maria,4,w,1
Alexander,4,m,1
Arthur,4,m,1
Carl,4,m,1
Jasper,4,m,1
Jonas,4,m,1
Louis,4,m,1
Matteo,4,m,1
Mika,4,m,1
Moritz,4,m,1
Oskar,4,m,1
Rafael,4,m,1
Theodor,4,m,1
Aurora,3,w,2
Emilia,3,w,2
Helene,3,w,2
Ben,3,m,2
Sofie,3,w,2
David,3,m,2
Sophia,3,w,2
James,3,m,2
Joel,3,m,2
Jonathan,3,m,2
Karl,3,m,2
Leon,3,m,2
Martin,3,m,2
Raphael,3,m,2
Theodor,3,m,2
Aliya,3,w,1
Amalia,3,w,1
Annabelle,3,w,1
Ella,3,w,1
Hanna,3,w,1
Ida,3,w,1
Lara,3,w,1
Leonie,3,w,1
Lia,3,w,1
Lily,3,w,1
Liv,3,w,1
Lola,3,w,1
Bruno,3,m,1
Louisa,3,w,1
Charlie,3,m,1
Luna,3,w,1
Diego,3,m,1
Marlene,3,w,1
Edgar,3,m,1
Mira,3,w,1
Elias,3,m,1
Nora,3,w,1
Jakob,3,m,1
Olivia,3,w,1
Jannes,3,m,1
Sofia,3,w,1
Janosch,3,m,1
Sophia,3,w,1
Joris,3,m,1
Victoria,3,w,1
Julian,3,m,1
Julius,3,m,1
Kian,3,m,1
Lion,3,m,1
Lucas,3,m,1
Mark,3,m,1
Mattis,3,m,1
Max,3,m,1
Michael,3,m,1
Raphael,3,m,1
Theo,3,m,1
Valentin,3,m,1
Andreas,2,m,3
Cornelius,2,m,3
Luise,2,w,3
Felix,2,m,3
Marie,2,w,3
Friedrich,2,m,3
Wilhelm,2,m,3
Alekseevna,2,w,2
Alice,2,w,2
Anna,2,w,2
Elisa,2,w,2
Elise,2,w,2
Ella,2,w,2
Emilie,2,w,2
Emily,2,w,2
Arthur,2,m,2
Eva,2,w,2
Benjamin,2,m,2
Hanna,2,w,2
Elian,2,m,2
Juliane,2,w,2
Emilian,2,m,2
Larissa,2,w,2
Frank,2,m,2
Lieselotte,2,w,2
Fritz,2,m,2
Luna,2,w,2
Gabriel,2,m,2
Melina,2,w,2
Georg,2,m,2
Mia,2,w,2
Jakob,2,m,2
Regina,2,w,2
Jesper,2,m,2
Rose,2,w,2
Johann,2,m,2
Rosemarie,2,w,2
Johannes,2,m,2
Samira,2,w,2
Julian,2,m,2
Victoria,2,w,2
Konstantin,2,m,2
Viola,2,w,2
Kurt,2,m,2
Luis,2,m,2
Maik,2,m,2
Matteo,2,m,2
Mike,2,m,2
Milan,2,m,2
Nikolaus,2,m,2
Noel,2,m,2
Peter,2,m,2
