vorname,anzahl,geschlecht,position
Paul,12,m,1
Marie,11,w,2
Emma,11,w,1
Oskar,10,m,1
Ben,9,m,1
Anna,8,w,1
Finn,8,m,1
Elias,7,m,1
Liam,7,m,1
Sophie,6,w,2
Charlotte,6,w,1
Emilia,6,w,1
Mina,6,w,1
Noah,6,m,1
Charlotte,5,w,2
Lea,5,w,1
Lina,5,w,1
Erik,5,m,1
Felix,5,m,1
Levi,5,m,1
Luca,5,m,1
Lukas,5,m,1
Alexander,4,m,2
Anton,4,m,2
Christian,4,m,2
Louis,4,m,2
Alessia,4,w,1
Antonia,4,w,1
Ella,4,w,1
Eva,4,w,1
Hailey,4,w,1
Arthur,4,m,1
Hannah,4,w,1
David,4,m,1
Lena,4,w,1
Dean,4,m,1
Mathilda,4,w,1
Leo,4,m,1
Mila,4,w,1
Leon,4,m,1
Luis,4,m,1
Matteo,4,m,1
Tim,4,m,1
Emilia,3,w,2
Friedrich,3,m,2
Lara,3,w,2
Karl,3,m,2
Maria,3,w,2
Mika,3,m,2
Sofia,3,w,2
Minh,3,m,2
Richard,3,m,2
Aurelia,3,w,1
Clara,3,w,1
Delia,3,w,1
Elisa,3,w,1
Anton,3,m,1
Elisabeth,3,w,1
Bruno,3,m,1
Emily,3,w,1
Emil,3,m,1
Finja,3,w,1
Emilio,3,m,1
Flora,3,w,1
Eric,3,m,1
Jolina,3,w,1
Hendrik,3,m,1
Julia,3,w,1
Leonard,3,m,1
Lara,3,w,1
Levin,3,m,1
Leonie,3,w,1
Luka,3,m,1
Lisa,3,w,1
Mateo,3,m,1
Luisa,3,w,1
Mika,3,m,1
Mara,3,w,1
Muhammad,3,m,1
Maria,3,w,1
Niklas,3,m,1
Matilda,3,w,1
Samuel,3,m,1
Merle,3,w,1
Theodor,3,m,1
Nina,3,w,1
Till,3,m,1
Olivia,3,w,1
William,3,m,1
Paulina,3,w,1
Pauline,3,w,1
Sophia,3,w,1
Amelie,2,w,2
Cataleya,2,w,2
Ali,2,m,2
Elena,2,w,2
Andreas,2,m,2
Ella,2,w,2
Antonio,2,m,2
Emma,2,w,2
Benedikt,2,m,2
Fabienne,2,w,2
Duc,2,m,2
Helene,2,w,2
Elias,2,m,2
Käthe,2,w,2
Felix,2,m,2
Marta,2,w,2
Finn,2,m,2
Melissa,2,w,2
Gabriel,2,m,2
Olivia,2,w,2
Gerhard,2,m,2
Paula,2,w,2
Jayden,2,m,2
Petra,2,w,2
Joachim,2,m,2
Rosa,2,w,2
Joel,2,m,2
Ruth,2,w,2
Johann,2,m,2
Sofie,2,w,2
Liam,2,m,2
Victoria,2,w,2
Linus,2,m,2
Viktoria,2,w,2
Luca,2,m,2
Martin,2,m,2
Matteo,2,m,2
Max,2,m,2
Maximilian,2,m,2
Michael,2,m,2
Noel,2,m,2
Oliver,2,m,2
Pascal,2,m,2
Peter,2,m,2
Theodor,2,m,2
Wilhelm,2,m,2
William,2,m,2
Alan,2,m,1
Alfred,2,m,1
Ansgar,2,m,1
Aaliyah,2,w,1
Arian,2,m,1
Ajla,2,w,1
Benjamin,2,m,1
Aleksandra,2,w,1
Béla,2,m,1
Alina,2,w,1
Colin,2,m,1
Aliya,2,w,1
Damian,2,m,1
Amelie,2,w,1
Dominik,2,m,1
Ava,2,w,1
Edgar,2,m,1
Daria,2,w,1
Emilian,2,m,1
Elena,2,w,1
Fabius,2,m,1
Elin,2,w,1
Falco,2,m,1
Elina,2,w,1
Florian,2,m,1
Elsa,2,w,1
Hamza,2,m,1
Emelie,2,w,1
Henri,2,m,1
Felice,2,w,1
Hugo,2,m,1
Frida,2,w,1
Jasper,2,m,1
Grace,2,w,1
Joel,2,m,1
Haylie,2,w,1
John,2,m,1
Ida,2,w,1
Jonah,2,m,1
Isabella,2,w,1
Jonas,2,m,1
Jamila,2,w,1
Jonathan,2,m,1
Joleen,2,w,1
Joshua,2,m,1
Klara,2,w,1
Julian,2,m,1
Laura,2,w,1
Leevi,2,m,1
Layla,2,w,1
Lennard,2,m,1
Leila,2,w,1
Leonardo,2,m,1
Leni,2,w,1
Lew,2,m,1
Lia,2,w,1
Lino,2,m,1
Lilly,2,w,1
Louis,2,m,1
Linda,2,w,1
Lucas,2,m,1
Linea,2,w,1
Mailo,2,m,1
Livia,2,w,1
Malik,2,m,1
Luna,2,w,1
Markus,2,m,1
Madina,2,w,1
Matei,2,m,1
Maya,2,w,1
Matheo,2,m,1
Melissa,2,w,1
Maurice,2,m,1
Mia,2,w,1
Max,2,m,1
Mira,2,w,1
Maximilian,2,m,1
Miriam,2,w,1
Milan,2,m,1
Nathalie,2,w,1
Milo,2,m,1
Nelli,2,w,1
Moritz,2,m,1
Romy,2,w,1
Noel,2,m,1
Rosalie,2,w,1
Phillip,2,m,1
Samira,2,w,1
Timo,2,m,1
Sara,2,w,1
Tobias,2,m,1
Sophie,2,w,1
Tom,2,m,1
Stella,2,w,1
Toni,2,m,1
Zoe,2,w,1
Tony,2,m,1
Tristan,2,m,1
Valentin,2,m,1
Vincent,2,m,1
Willi,2,m,1
Charlotte,1,w,4
Hedwig,1,w,4
Petra,1,w,4
Alfons,1,m,3
Alessia,1,w,3
Anh,1,m,3
Anh,1,w,3
Bird,1,m,3
Cami,1,w,3
Constantin,1,m,3
Celina,1,w,3
David,1,m,3
Grete,1,w,3
Friedrich,1,m,3
Helga,1,w,3
Jacob,1,m,3
Inés,1,w,3
Khang,1,m,3
Karina,1,w,3
Lothar,1,m,3
Kelly,1,w,3
Manfred,1,m,3
Lien,1,w,3
Marc,1,m,3
Lilith,1,w,3
Mario,1,m,3
Martina,1,w,3
Martin,1,m,3
My,1,w,3
Nhien,1,m,3
Nasser,1,w,3
Oskar,1,m,3
Ngọc,1,w,3
René,1,m,3
Như,1,w,3
Rudi,1,m,3
Penielle,1,w,3
Simson,1,m,3
Renée,1,w,3
Sven,1,m,3
Rosina,1,w,3
Tariel,1,m,3
Sophie,1,w,3
Tommy,1,m,3
Zhoreva,1,w,3
Ulrich,1,m,3
Viet,1,m,3
Vu,1,m,3
Werner,1,m,3
Willy,1,m,3
Abdullah,1,w,2
Alena,1,w,2
Alexandra,1,w,2
Alisia,1,w,2
Alita,1,w,2
Alyssa,1,w,2
An,1,w,2
Anela,1,w,2
Angie,1,w,2
Anh,1,w,2
Anna,1,w,2
Antonia,1,w,2
Antonovna,1,w,2
Abel,1,m,2
Ariella,1,w,2
Albakr,1,m,2
Aurora,1,w,2
Albert,1,m,2
Beatrice,1,w,2
Alxander,1,m,2
Belana,1,w,2
An,1,m,2
Bertha,1,w,2
André,1,m,2
Bilyanova,1,w,2
Anthony,1,m,2
Bärbel,1,w,2
August,1,m,2
Carina,1,w,2
Axel,1,m,2
Carmen,1,w,2
Azad,1,m,2
Charleen,1,w,2
Baltazar,1,m,2
Chiara,1,w,2
Ben,1,m,2
Christin,1,w,2
Bennet,1,m,2
Ciara,1,w,2
Bente,1,m,2
Denisova,1,w,2
Bernd,1,m,2
Diep,1,w,2
Birk,1,m,2
Dilan,1,w,2
Bính,1,m,2
Elayne,1,w,2
Cristian,1,m,2
Eleni,1,w,2
Daniel,1,m,2
Eleyna,1,w,2
Dante,1,m,2
Elisa,1,w,2
Dean,1,m,2
Elisabeth,1,w,2
Delf,1,m,2
Elli,1,w,2
Dennis,1,m,2
Elysabeth,1,w,2
Diamanto,1,m,2
Enola,1,w,2
Dries,1,m,2
Esther,1,w,2
Elijah,1,m,2
Felice,1,w,2
Emad,1,m,2
France,1,w,2
Erwin,1,m,2
Franziska,1,w,2
Fabian,1,m,2
Gabriela,1,w,2
Fabien,1,m,2
Gadzhimuradovna,1,w,2
Fabio,1,m,2
Gankova,1,w,2
Fiete,1,m,2
Gemma,1,w,2
Finnik,1,m,2
Gundi,1,w,2
Finnley,1,m,2
Ha,1,w,2
Frank,1,m,2
Hanim,1,w,2
Franz,1,m,2
Hanna,1,w,2
George,1,m,2
Heike,1,w,2
Gregory,1,m,2
Ingrid,1,w,2
Haldor,1,m,2
Isabella,1,w,2
Hannes,1,m,2
Ivana,1,w,2
Hans,1,m,2
Jane,1,w,2
Hao,1,m,2
Janine,1,w,2
Harald,1,m,2
Jasmin,1,w,2
Harvey,1,m,2
Jean,1,w,2
Hassan,1,m,2
Joelle,1,w,2
Henri,1,m,2
Johanna,1,w,2
Horst,1,m,2
Jolee,1,w,2
Hoàng,1,m,2
Joleen,1,w,2
Hussin,1,m,2
Jordan,1,w,2
Ibrahim,1,m,2
Josefin,1,w,2
Jafet,1,m,2
Josefine,1,w,2
Jan,1,m,2
Josephin,1,w,2
Jasper,1,m,2
Josephine,1,w,2
Jaydee,1,m,2
Joy,1,w,2
Jean,1,m,2
Juliane,1,w,2
Jonas,1,m,2
Juna,1,w,2
Jonathan,1,m,2
Katarina,1,w,2
Jonte,1,m,2
Kiria,1,w,2
Jonut,1,m,2
Kumiko,1,w,2
Joshua,1,m,2
La,1,w,2
Julius,1,m,2
Leona,1,w,2
Jumakhan,1,m,2
Leonie,1,w,2
Kay,1,m,2
Levke,1,w,2
Leo,1,m,2
Lia,1,w,2
Leonard,1,m,2
Lieselotte,1,w,2
Leonardo,1,m,2
Linnea,1,w,2
Leonhard,1,m,2
Lotta,1,w,2
Lian,1,m,2
Louis,1,w,2
Liem,1,m,2
Louise,1,w,2
Lion,1,m,2
Lu,1,w,2
Luciano,1,m,2
Luisa,1,w,2
Ludwig,1,m,2
Luise,1,w,2
Luke,1,m,2
Luna,1,w,2
Mai,1,m,2
Lydia,1,w,2
Malik,1,m,2
Malia,1,w,2
Marian,1,m,2
Malin,1,w,2
Marlon,1,m,2
Malou,1,w,2
Marselli,1,m,2
Mari,1,w,2
Mateo,1,m,2
Marina,1,w,2
Matheo,1,m,2
Marleen,1,w,2
Mattheo,1,m,2
Marlene,1,w,2
Maxim,1,m,2
Mathilda,1,w,2
Maxime,1,m,2
Matilde,1,w,2
Miguel,1,m,2
Melody,1,w,2
Mirac,1,m,2
Mia,1,w,2
Nahiyan,1,m,2
Michelle,1,w,2
Nam,1,m,2
Miley,1,w,2
Niklas,1,m,2
Minh,1,w,2
Nio,1,m,2
Mira,1,w,2
Noah,1,m,2
Morena,1,w,2
Ollowain,1,m,2
Nhi,1,w,2
Oskar,1,m,2
Pauline,1,w,2
Otto,1,m,2
Philine,1,w,2
Paul,1,m,2
Riana,1,w,2
Philip,1,m,2
Runa,1,w,2
Philipp,1,m,2
Sabah,1,w,2
Philippe,1,m,2
Selin,1,w,2
Plamenov,1,m,2
Selina,1,w,2
Ralf-Richard,1,m,2
Severin,1,w,2
Raphael,1,m,2
Silke,1,w,2
Rayn,1,m,2
Stella,1,w,2
Romeo,1,m,2
Sumaya,1,w,2
Rußlan,1,m,2
Svenja,1,w,2
Samson,1,m,2
Tabea,1,w,2
Sascha,1,m,2
Thảo,1,w,2
Sebar,1,m,2
Valerie,1,w,2
Sevdov,1,m,2
Vitalievna,1,w,2
Stefan,1,m,2
Vivien,1,w,2
Su,1,m,2
Wolke,1,w,2
Thomas,1,m,2
Zarife,1,w,2
Thor,1,m,2
Zoe,1,w,2
Tobias,1,m,2
Zuria,1,w,2
Tran,1,m,2
Tuan,1,m,2
Valentin,1,m,2
Valerian,1,m,2
Ventsislavov,1,m,2
Vincent,1,m,2
Waleed,1,m,2
Walter,1,m,2
Willi,1,m,2
Adelina,1,w,1
Akasya,1,w,1
Alesya,1,w,1
Alexandra,1,w,1
Alexis,1,w,1
Aaron,1,m,1
Alica,1,w,1
Abdalhakim,1,m,1
Alicia,1,w,1
Abdurahman,1,m,1
Alicja,1,w,1
Adam,1,m,1
Alin,1,w,1
Adan,1,m,1
Alisa,1,w,1
Adrian,1,m,1
Alisha,1,w,1
Ahmed,1,m,1
Alita,1,w,1
Aiden,1,m,1
Alma,1,w,1
Alex,1,m,1
Alya,1,w,1
Ali,1,m,1
Amalia,1,w,1
Amir,1,m,1
Amanda,1,w,1
Andrei,1,m,1
Amanda-Jolene,1,w,1
Anestis,1,m,1
Amberly,1,w,1
Anh,1,m,1
Amela,1,w,1
Anis,1,m,1
Amelia,1,w,1
Antonio,1,m,1
Amina,1,w,1
Aram,1,m,1
Amira,1,w,1
Ari,1,m,1
Anastasia,1,w,1
Arlind,1,m,1
Anna-Lena,1,w,1
Arne,1,m,1
Annabelle,1,w,1
Arno,1,m,1
Anneliese,1,w,1
Artemij,1,m,1
Annemarie,1,w,1
Artiom,1,m,1
Annie,1,w,1
Arvin,1,m,1
Ariadne,1,w,1
Aurel,1,m,1
Ariola,1,w,1
Ayan,1,m,1
Aurora,1,w,1
Ayden,1,m,1
Ayla,1,w,1
Bela,1,m,1
Azra,1,w,1
Benito,1,m,1
Beatrice,1,w,1
Bennet,1,m,1
Bella,1,w,1
Bjarne,1,m,1
Caitlin-Zoey,1,w,1
Bogdan,1,m,1
Carla,1,w,1
Bryan,1,m,1
Carlotta,1,w,1
Caleb,1,m,1
Carolin,1,w,1
Can,1,m,1
Casey,1,w,1
Carl,1,m,1
Cecile,1,w,1
Carly,1,m,1
Christin,1,w,1
Casimir,1,m,1
Cleo,1,w,1
Charlie,1,m,1
Darleen,1,w,1
Chris,1,m,1
Denisa,1,w,1
Christian,1,m,1
Désirée,1,w,1
Collin,1,m,1
Edda,1,w,1
Connor,1,m,1
Elea,1,w,1
Danial,1,m,1
Elisaveta,1,w,1
Daniel,1,m,1
Elizaveta,1,w,1
Danil,1,m,1
Ellen,1,w,1
Danny,1,m,1
Ellena,1,w,1
Dave,1,m,1
Elli,1,w,1
Davit,1,m,1
Eloise,1,w,1
Davud,1,m,1
Eman,1,w,1
Dejoar,1,m,1
Emeliy,1,w,1
Denis,1,m,1
Emery,1,w,1
Dennis,1,m,1
Emilia-Irmgard,1,w,1
Denys,1,m,1
Emilia-Mia,1,w,1
Deven,1,m,1
Emily-Rose,1,w,1
Devyn,1,m,1
Ennie,1,w,1
Diar,1,m,1
Enya,1,w,1
Dior,1,m,1
Erika,1,w,1
Drinor,1,m,1
Estera,1,w,1
Duc,1,m,1
Evelyn,1,w,1
Dustin,1,m,1
Evelyna,1,w,1
Ebrahim,1,m,1
Evita,1,w,1
Eddie,1,m,1
Faye,1,w,1
Edin,1,m,1
Felicja,1,w,1
Eduard-Gabriel,1,m,1
Fenja-Ylvi,1,w,1
Elian,1,m,1
Feodora,1,w,1
Elijah-Elias,1,m,1
Ferdane,1,w,1
Elin,1,m,1
Finnja,1,w,1
