vorname,anzahl,geschlecht,position
Marie,15,w,2
Sophie,13,w,2
Emma,10,w,1
Mila,10,w,1
Felix,9,m,1
Niklas,9,m,1
Paul,9,m,1
Maximilian,8,m,2
Emilia,8,w,1
Anton,8,m,1
Lia,8,w,1
Levi,8,m,1
Sophia,8,w,1
Theodor,8,m,1
Paul,7,m,2
Maria,7,w,2
Lena,7,w,1
Alexander,7,m,1
Ben,7,m,1
Liam,7,m,1
Maximilian,7,m,1
Alexander,6,m,2
Elisabeth,6,w,2
Johanna,6,w,2
Anna,6,w,1
Ella,6,w,1
Lara,6,w,1
Lina,6,w,1
Karl,6,m,1
Maria,6,w,1
Theo,6,m,1
Marie,6,w,1
Mathilda,6,w,1
Elisabeth,5,w,3
Anton,5,m,2
Arthur,5,m,2
Elias,5,m,2
Luise,5,w,2
Friedrich,5,m,2
Adrian,5,m,1
Arthur,5,m,1
Amelia,5,w,1
David,5,m,1
Charlotte,5,w,1
Emil,5,m,1
Elena,5,w,1
Julius,5,m,1
Hannah,5,w,1
Louis,5,m,1
Sarah,5,w,1
Matteo,5,m,1
Yuna,5,w,1
Max,5,m,1
Noah,5,m,1
Emilia,4,w,2
Emma,4,w,2
Sophia,4,w,2
Elisabeth,4,w,1
Lea,4,w,1
Finn,4,m,1
Leni,4,w,1
Kilian,4,m,1
Leonie,4,w,1
Luca,4,m,1
Lilly,4,w,1
Maxim,4,m,1
Lucy,4,w,1
Milan,4,m,1
Martha,4,w,1
Milo,4,m,1
Maya,4,w,1
Moritz,4,m,1
Mia,4,w,1
Tom,4,m,1
Mina,4,w,1
Valentin,4,m,1
Olivia,4,w,1
Sofia,4,w,1
Sophie,4,w,1
David,3,m,2
Ferdinand,3,m,2
Frederik,3,m,2
Elisa,3,w,2
Henry,3,m,2
Florentine,3,w,2
Leopold,3,m,2
Madeleine,3,w,2
Luis,3,m,2
Malou,3,w,2
Peter,3,m,2
Mathilda,3,w,2
Samuel,3,m,2
Rosa,3,w,2
Thomas,3,m,2
Rose,3,w,2
Valentin,3,m,2
Valentina,3,w,2
Wilhelm,3,m,2
Aaron,3,m,1
Adam,3,m,1
Benjamin,3,m,1
Antonia,3,w,1
Carl,3,m,1
Carlotta,3,w,1
Constantin,3,m,1
Emily,3,w,1
Elian,3,m,1
Eva,3,w,1
Elias,3,m,1
Finja,3,w,1
Friedrich,3,m,1
Helene,3,w,1
Fynn,3,m,1
Julia,3,w,1
Jakob,3,m,1
Katharina,3,w,1
Johannes,3,m,1
Klara,3,w,1
Joshua,3,m,1
Laura,3,w,1
Leo,3,m,1
Louisa,3,w,1
Leon,3,m,1
Luisa,3,w,1
Linus,3,m,1
Maja,3,w,1
Luis,3,m,1
Merle,3,w,1
Lukas,3,m,1
Milena,3,w,1
Michael,3,m,1
Nora,3,w,1
Oskar,3,m,1
Rosa,3,w,1
Pepe,3,m,1
Raphael,3,m,1
Tony,3,m,1
Georg,2,m,3
Stephan,2,m,3
Adele,2,w,3
Alexandra,2,w,2
Benjamin,2,m,2
Anna,2,w,2
Can,2,m,2
Carlotta,2,w,2
Constantin,2,m,2
Charlotte,2,w,2
Elian,2,m,2
Clementine,2,w,2
Emanuel,2,m,2
Helena,2,w,2
Erik,2,m,2
Ida,2,w,2
Finn,2,m,2
Jolie,2,w,2
Gabriel,2,m,2
Juna,2,w,2
Joel,2,m,2
Katharina,2,w,2
Johann,2,m,2
Liara,2,w,2
Josef,2,m,2
Lina,2,w,2
Karl,2,m,2
Lou,2,w,2
Leo,2,m,2
Louise,2,w,2
Levi,2,m,2
Lucia,2,w,2
Lian,2,m,2
Luisa,2,w,2
Martin,2,m,2
Marlene,2,w,2
Michel,2,m,2
Martha,2,w,2
Moritz,2,m,2
Mathilde,2,w,2
Otto,2,m,2
Minou,2,w,2
Philipp,2,m,2
Philine,2,w,2
Rainer,2,m,2
Rebecca,2,w,2
Simon,2,m,2
Ruth,2,w,2
Stefan,2,m,2
Sofie,2,w,2
Tomasz,2,m,2
Theresa,2,w,2
Valerie,2,w,2
Viktoria,2,w,2
Adriana,2,w,1
Alma,2,w,1
Amalia,2,w,1
Aurelian,2,m,1
Amelie,2,w,1
Bela,2,m,1
Amina,2,w,1
Christian,2,m,1
Amélie,2,w,1
Connor,2,m,1
Ava,2,w,1
Dominic,2,m,1
Ayla,2,w,1
Elia,2,m,1
Elea,2,w,1
Janne,2,m,1
Emmi,2,w,1
Johann,2,m,1
Freyja,2,w,1
Jona,2,m,1
Frida,2,w,1
Jonah,2,m,1
Frieda,2,w,1
Jonas,2,m,1
Fritzi,2,w,1
Jonathan,2,m,1
Helena,2,w,1
Joris,2,m,1
Ida,2,w,1
Joschua,2,m,1
Isabella,2,w,1
Justus,2,m,1
Johanna,2,w,1
Leonard,2,m,1
Jolina,2,w,1
Leonardo,2,m,1
Leyla,2,w,1
Liyan,2,m,1
Lilja,2,w,1
Luka,2,m,1
Lily,2,w,1
Malik,2,m,1
Lisa,2,w,1
Marlon,2,m,1
Liv,2,w,1
Mats,2,m,1
Liva,2,w,1
Mio,2,m,1
Lotta,2,w,1
Ole,2,m,1
Luna,2,w,1
Omar,2,m,1
Magdalena,2,w,1
Philip,2,m,1
Malea,2,w,1
Samuel,2,m,1
Malia,2,w,1
Till,2,m,1
Marlena,2,w,1
Tristan,2,m,1
Milla,2,w,1
Victor,2,m,1
Mira,2,w,1
Willi,2,m,1
Naila,2,w,1
Nele,2,w,1
Nisa,2,w,1
Palina,2,w,1
Paula,2,w,1
Pauline,2,w,1
Rosalie,2,w,1
Stella,2,w,1
Theresa,2,w,1
Tilda,2,w,1
Toni,2,w,1
Victoria,2,w,1
Yasmin,2,w,1
Zoe,2,w,1
Peter,1,m,4
Lisanne,1,w,4
Richard,1,m,4
Luise,1,w,4
Vincent,1,m,4
Marie,1,w,4
Yubin,1,m,4
Michaela,1,w,4
Milena,1,w,4
Alexander,1,m,3
Aleksandra,1,w,3
Ambrose,1,m,3
Anneliese,1,w,3
Andreas,1,m,3
Anni,1,w,3
Antonio,1,m,3
Aurora,1,w,3
Arastou,1,m,3
Aymara,1,w,3
Armand,1,m,3
Ayodele,1,w,3
August,1,m,3
Băng,1,w,3
Aurelius,1,m,3
Cecilia,1,w,3
Benjamin,1,m,3
Charlotte,1,w,3
Blitz,1,m,3
Daliah,1,w,3
Bruno,1,m,3
Ebe,1,w,3
Danny,1,m,3
Edith,1,w,3
Gerhard,1,m,3
Elena,1,w,3
Herbert,1,m,3
Eline,1,w,3
Hinnerk,1,m,3
Eveline,1,w,3
Jakob,1,m,3
Fadhil,1,w,3
Josef,1,m,3
Fridolin,1,w,3
Jörg,1,m,3
Gerda,1,w,3
Kalani,1,m,3
Grace,1,w,3
Ken,1,m,3
Helene,1,w,3
Leonhard,1,m,3
Hildegard,1,w,3
Leopold,1,m,3
Izel,1,w,3
Manfred,1,m,3
Julia,1,w,3
Meinwerk,1,m,3
Julie,1,w,3
Mika,1,m,3
Karin,1,w,3
Miracle,1,m,3
Katherina,1,w,3
Nathaniel,1,m,3
Kawisya,1,w,3
Noah,1,m,3
Lotte,1,w,3
Otto,1,m,3
Lynn,1,w,3
Pan,1,m,3
Maarit,1,w,3
Reiner,1,m,3
Madita,1,w,3
Rocco,1,m,3
Mali,1,w,3
Sixten,1,m,3
Maria,1,w,3
Thadeus,1,m,3
Marla,1,w,3
Thilo,1,m,3
Martha,1,w,3
Tiberius,1,m,3
Maxine,1,w,3
Verla,1,m,3
Melanie,1,w,3
Werner,1,m,3
Moana,1,w,3
Wilfried,1,m,3
Mogos,1,w,3
Wolfgang,1,m,3
Nhû,1,w,3
Wu,1,m,3
Paulina,1,w,3
Zayn,1,m,3
Reni,1,w,3
Rosanna,1,w,3
Rose,1,w,3
Sophie,1,w,3
Wiebke,1,w,3
Adam,1,m,2
Adem,1,m,2
Adrian,1,m,2
Abao,1,w,2
Ajuisiwon,1,m,2
Achieng,1,w,2
Al-Aziz,1,m,2
Adela,1,w,2
Albert,1,m,2
Adele,1,w,2
Alessio,1,m,2
Agata,1,w,2
Alfred,1,m,2
Alea,1,w,2
Alistair,1,m,2
Ali,1,w,2
Amando,1,m,2
Alva,1,w,2
Amani,1,m,2
Amalia,1,w,2
Andreas,1,m,2
Amanmyradovna,1,w,2
Andrew,1,m,2
An,1,w,2
Andris,1,m,2
Anne-Marie,1,w,2
Angel,1,m,2
Annette,1,w,2
Anh,1,m,2
Annika,1,w,2
Antonio,1,m,2
Anouk,1,w,2
Avi,1,m,2
Antonia,1,w,2
Axel,1,m,2
Anzorovna,1,w,2
Aydin,1,m,2
Asta,1,w,2
Batu,1,m,2
Banu,1,w,2
Bela,1,m,2
Belle,1,w,2
Ben,1,m,2
Berenice,1,w,2
Bernhard,1,m,2
Birgit,1,w,2
Brooks,1,m,2
Cassandra,1,w,2
Camille,1,m,2
Cathryn,1,w,2
Carl,1,m,2
Celine,1,w,2
Cem,1,m,2
Chiamaka,1,w,2
Cespar,1,m,2
Christine,1,w,2
Charles,1,m,2
Claire,1,w,2
Christian,1,m,2
Clara,1,w,2
Christoph,1,m,2
Cécilia,1,w,2
Conrad,1,m,2
Debesay,1,w,2
