vorname,anzahl,geschlecht,position
Marie,51,w,2
Sophie,47,w,2
Mia,46,w,1
Emil,41,m,1
Henry,41,m,1
Charlotte,35,w,1
Emilia,35,w,1
Oskar,34,m,1
Paul,33,m,1
Emma,32,w,1
Ben,31,m,1
Alexander,30,m,2
Alexander,30,m,1
Anton,30,m,1
Noah,30,m,1
Finn,29,m,1
Liam,29,m,1
Charlotte,27,w,2
Maria,27,w,2
Ella,26,w,1
Leon,26,m,1
Lina,25,w,1
Felix,25,m,1
Lukas,24,m,1
Maximilian,24,m,1
Mathilda,23,w,1
Nora,23,w,1
Moritz,23,m,1
Theodor,22,m,1
Elisabeth,21,w,2
Karl,21,m,1
Leonard,21,m,1
Theo,21,m,1
Hanna,20,w,1
Leo,20,m,1
Louis,20,m,1
Matteo,20,m,1
Milan,20,m,1
Anna,19,w,1
Emily,19,w,1
Ida,19,w,1
Elias,19,m,1
Levi,19,m,1
Linus,19,m,1
Luca,19,m,1
Maximilian,18,m,2
Hannah,18,w,1
Lea,18,w,1
Lia,18,w,1
Mina,18,w,1
Sophia,18,w,1
Johanna,17,w,1
Paula,17,w,1
Niklas,17,m,1
Emil,16,m,2
Luise,16,w,2
Alma,16,w,1
Amelie,16,w,1
Marie,16,w,1
Sophie,16,w,1
Adam,16,m,1
Emilia,15,w,2
Lara,15,w,1
Lena,15,w,1
Lilly,15,w,1
David,15,m,1
Paul,14,m,2
Johanna,14,w,2
Laura,14,w,1
Luna,14,w,1
Maja,14,w,1
Matilda,14,w,1
Jakob,14,m,1
Merle,14,w,1
Max,14,m,1
Mila,14,w,1
Mika,14,m,1
Milo,14,m,1
Johann,13,m,2
Frieda,13,w,1
Helena,13,w,1
Lio,13,m,1
Mira,13,w,1
Nele,13,w,1
Benjamin,12,m,2
Elias,12,m,2
Bruno,12,m,1
Edgar,12,m,1
Clara,12,w,1
Fiete,12,m,1
Leonie,12,w,1
Jan,12,m,1
Luise,12,w,1
Johann,12,m,1
Paulina,12,w,1
Jonas,12,m,1
Jonathan,12,m,1
Lennard,12,m,1
Pepe,12,m,1
Valentin,12,m,1
Vincent,12,m,1
Friedrich,11,m,2
Louis,11,m,2
Sophia,11,w,2
Alina,11,w,1
Amalia,11,w,1
Elena,11,w,1
Mara,11,w,1
Marlene,11,w,1
Pauline,11,w,1
Aaron,11,m,1
Ronja,11,w,1
Adrian,11,m,1
Yuna,11,w,1
Arthur,11,m,1
Daniel,11,m,1
Theodor,10,m,2
Alva,10,w,1
Elina,10,w,1
Emilio,10,m,1
Freya,10,w,1
Jona,10,m,1
Frida,10,w,1
Jonah,10,m,1
Julia,10,w,1
Julian,10,m,1
Leni,10,w,1
Leopold,10,m,1
Lisa,10,w,1
Matheo,10,m,1
Maya,10,w,1
Maxim,10,m,1
Zoe,10,w,1
Tim,10,m,1
Grace,9,w,2
Finn,9,m,2
Marlene,9,w,2
Jakob,9,m,2
Oliver,9,m,2
Elisa,9,w,1
Gustav,9,m,1
Lotta,9,w,1
Joshua,9,m,1
Melina,9,w,1
Julius,9,m,1
Rosa,9,w,1
Luis,9,m,1
Rosalie,9,w,1
Mattis,9,m,1
Sarah,9,w,1
Nils,9,m,1
Stella,9,w,1
Robin,9,m,1
Tilda,9,w,1
Magdalena,8,w,2
Pauline,8,w,2
August,8,m,2
Daniel,8,m,2
Felix,8,m,2
Jan,8,m,2
Leon,8,m,2
Maxim,8,m,2
Michael,8,m,2
August,8,m,1
Amelia,8,w,1
Benjamin,8,m,1
Eva,8,w,1
Carl,8,m,1
Fiona,8,w,1
Enno,8,m,1
Hailey,8,w,1
Fabian,8,m,1
Isabella,8,w,1
Henri,8,m,1
Juna,8,w,1
Kevin,8,m,1
Klara,8,w,1
Luke,8,m,1
Lotte,8,w,1
Mateo,8,m,1
Lucy,8,w,1
Mats,8,m,1
Luisa,8,w,1
Tony,8,m,1
Olivia,8,w,1
Victoria,8,w,1
Amelie,7,w,2
Anna,7,w,2
Elisa,7,w,2
Eva,7,w,2
Helene,7,w,2
Martha,7,w,2
Mathilda,7,w,2
Leopold,7,m,2
Robert,7,m,2
Samuel,7,m,2
Valentin,7,m,2
William,7,m,2
Alex,7,m,1
Alfred,7,m,1
Ada,7,w,1
Charlie,7,m,1
Antonia,7,w,1
Fritz,7,m,1
Ava,7,w,1
Fynn,7,m,1
Finja,7,w,1
Jasper,7,m,1
Pia,7,w,1
Levin,7,m,1
Marlon,7,m,1
Phil,7,m,1
Samuel,7,m,1
Thore,7,m,1
Till,7,m,1
Toni,7,m,1
Wilhelm,7,m,1
Anh,6,w,3
Elisabeth,6,w,3
Louisa,6,w,2
Victoria,6,w,2
Viktoria,6,w,2
Albert,6,m,2
Christian,6,m,2
Henry,6,m,2
Mika,6,m,2
Noah,6,m,2
Ole,6,m,2
Oskar,6,m,2
Richard,6,m,2
Edda,6,w,1
Elise,6,w,1
Helene,6,w,1
Linda,6,w,1
Malina,6,w,1
Mariella,6,w,1
Marta,6,w,1
Martha,6,w,1
Bela,6,m,1
Minna,6,w,1
Erik,6,m,1
Nina,6,w,1
Frederik,6,m,1
Sofia,6,w,1
Friedrich,6,m,1
Theresa,6,w,1
Jannis,6,m,1
Valentina,6,w,1
Jayden,6,m,1
Viktoria,6,w,1
John,6,m,1
