vorname,anzahl,geschlecht,position
Marie,58,w,2
Noah,50,m,1
Sophie,44,w,2
Mila,43,w,1
Charlotte,41,w,2
Emilia,41,w,1
Charlotte,35,w,1
Maria,34,w,2
Mia,34,w,1
Elias,32,m,1
Adam,31,m,1
Emil,31,m,1
Emma,31,w,1
Leon,30,m,1
Alexander,29,m,2
Clara,28,w,1
Felix,27,m,1
Jonathan,27,m,1
Anton,25,m,1
Lina,24,w,1
Ida,23,w,1
Liam,23,m,1
Matteo,23,m,1
Ella,22,w,1
Sophia,22,w,1
Jakob,22,m,1
Milan,22,m,1
Mira,21,w,1
Louis,21,m,1
Oskar,21,m,1
Paul,21,m,1
Lara,20,w,1
Lea,20,w,1
Karl,20,m,1
Leo,20,m,1
Maximilian,20,m,1
Samuel,20,m,1
Theodor,20,m,1
Hannah,19,w,1
Helena,19,w,1
Leonie,19,w,1
Theo,19,m,1
Ali,18,m,2
Elisabeth,18,w,2
Marie,18,w,1
Arthur,18,m,1
David,17,m,2
Amelie,17,w,1
Frida,17,w,1
Leni,17,w,1
Nora,17,w,1
Paula,17,w,1
Finn,17,m,1
Jonas,17,m,1
Levi,17,m,1
Max,17,m,1
Karl,16,m,2
Valentin,16,m,2
Emilia,16,w,2
Emily,16,w,1
Hanna,16,w,1
Klara,16,w,1
Sara,16,w,1
Ilyas,16,m,1
Maximilian,15,m,2
Paul,15,m,2
Johanna,15,w,2
Alma,15,w,1
Adrian,15,m,1
Anna,15,w,1
Henri,15,m,1
Ela,15,w,1
Julia,15,w,1
Anton,14,m,2
Anna,14,w,2
Elias,14,m,2
Katharina,14,w,2
Ali,14,m,1
Henry,14,m,1
Ava,14,w,1
Julius,14,m,1
Johanna,14,w,1
Lukas,14,m,1
Matilda,14,w,1
Sophie,14,w,1
Luise,13,w,2
Rosa,13,w,2
Aaron,13,m,1
Bruno,13,m,1
Elena,13,w,1
David,13,m,1
Hamza,13,m,1
Linus,13,m,1
Emil,12,m,2
Felix,12,m,2
Johann,12,m,2
Sophia,12,w,2
Antonia,12,w,1
Laura,12,w,1
Maria,12,w,1
Rosalie,12,w,1
Can,11,m,2
Jakob,11,m,2
Julian,11,m,2
Amir,11,m,1
Johann,11,m,1
Ada,11,w,1
Kian,11,m,1
Alina,11,w,1
Mika,11,m,1
Amalia,11,w,1
Omar,11,m,1
Juna,11,w,1
Vincent,11,m,1
Leyla,11,w,1
Maya,11,w,1
Mina,11,w,1
Nisa,11,w,1
Pauline,11,w,1
Zoe,11,w,1
Helena,10,w,2
Nur,10,w,2
Leonard,10,m,2
Michael,10,m,2
Alexander,10,m,1
Ben,10,m,1
Friedrich,10,m,1
Julian,10,m,1
Leonardo,10,m,1
Luca,10,m,1
Carlotta,10,w,1
Malik,10,m,1
Elisa,10,w,1
Mateo,10,m,1
Lena,10,w,1
Raphael,10,m,1
Liya,10,w,1
Yusuf,10,m,1
Luna,10,w,1
Martha,10,w,1
Meryem,10,w,1
Pia,10,w,1
Carlotta,9,w,2
Elise,9,w,2
Emma,9,w,2
Andreas,9,m,2
Louise,9,w,2
Friedrich,9,m,2
Malou,9,w,2
Louis,9,m,2
Mathilda,9,w,2
Aras,9,m,1
Erik,9,m,1
Gabriel,9,m,1
Ibrahim,9,m,1
Elina,9,w,1
Jannis,9,m,1
Lia,9,w,1
Jonah,9,m,1
Luise,9,w,1
Leonard,9,m,1
Sofia,9,w,1
Levin,9,m,1
Thea,9,w,1
Lio,9,m,1
Luan,9,m,1
Lucas,9,m,1
Mattis,9,m,1
Mohammad,9,m,1
Simon,9,m,1
Tim,9,m,1
Ömer,9,m,1
Maria,8,w,3
Benjamin,8,m,2
Aurora,8,w,2
Henry,8,m,2
Clara,8,w,2
Liam,8,m,2
Helene,8,w,2
Luis,8,m,2
Lina,8,w,2
Luisa,8,w,2
Victoria,8,w,2
Amelia,8,w,1
Amina,8,w,1
Amira,8,w,1
Cleo,8,w,1
Frieda,8,w,1
Hilda,8,w,1
Lilia,8,w,1
Malia,8,w,1
Benjamin,8,m,1
Mara,8,w,1
Florian,8,m,1
Merle,8,w,1
Fritz,8,m,1
Milena,8,w,1
Lennard,8,m,1
Nina,8,w,1
Luis,8,m,1
Mert,8,m,1
Tom,8,m,1
Ben,7,m,2
Elijah,7,m,2
Emilian,7,m,2
Ida,7,w,2
Jonathan,7,m,2
Nisa,7,w,2
Joseph,7,m,2
Sara,7,w,2
Luca,7,m,2
Martin,7,m,2
Peter,7,m,2
Amilia,7,w,1
Eva,7,w,1
Finja,7,w,1
Bela,7,m,1
Hira,7,w,1
Can,7,m,1
Isabella,7,w,1
Carl,7,m,1
Josephine,7,w,1
Elian,7,m,1
