vorname,anzahl,geschlecht,position
Marie,51,w,2
Mia,48,w,1
Sophie,42,w,2
Emilia,41,w,1
Oskar,39,m,1
Leon,33,m,1
Ella,32,w,1
Emily,32,w,1
Emma,32,w,1
Emil,31,m,1
Henry,31,m,1
Alexander,31,m,2
Charlotte,30,w,1
Noah,30,m,1
Mila,28,w,1
Lukas,28,m,1
Louis,27,m,1
Felix,26,m,1
Sophia,25,w,1
Anton,25,m,1
Finn,25,m,1
Karl,25,m,1
Luca,25,m,1
Maximilian,25,m,1
Jonas,24,m,1
Anna,23,w,1
Lina,23,w,1
Ben,23,m,1
Theodor,23,m,1
Maria,23,w,2
Charlotte,22,w,2
Ida,21,w,1
David,21,m,1
Elias,21,m,1
Liam,21,m,1
Moritz,21,m,1
Theo,21,m,1
Lea,20,w,1
Lisa,20,w,1
Erik,20,m,1
Levi,20,m,1
Paul,20,m,1
Hanna,19,w,1
Julia,19,w,1
Leni,19,w,1
Lena,18,w,1
Leonie,18,w,1
Mathilda,18,w,1
Paula,18,w,1
Mika,18,m,1
Luise,18,w,2
Hannah,17,w,1
Helena,17,w,1
Lara,17,w,1
Luna,17,w,1
Sophie,17,w,1
Lio,17,m,1
Maximilian,17,m,2
Clara,16,w,1
Lilly,16,w,1
Daniel,16,m,1
Leo,16,m,1
Milan,16,m,1
Pepe,16,m,1
Emilia,16,w,2
Emil,16,m,2
Ava,15,w,1
Elisa,15,w,1
Klara,15,w,1
Maja,15,w,1
Mara,15,w,1
Nora,15,w,1
Alexander,15,m,1
Arthur,15,m,1
Luis,15,m,1
Elisabeth,15,w,2
Elias,15,m,2
Karl,15,m,2
Amelie,14,w,1
Johanna,14,w,1
Luisa,14,w,1
Mina,14,w,1
Leonard,14,m,1
Tim,14,m,1
Isabella,13,w,1
Lotta,13,w,1
Mira,13,w,1
Benjamin,13,m,1
Henri,13,m,1
Jonathan,13,m,1
Matteo,13,m,1
Max,13,m,1
Maxim,13,m,1
Samuel,13,m,1
Tom,13,m,1
Alma,12,w,1
Juna,12,w,1
Lia,12,w,1
Marlene,12,w,1
Merle,12,w,1
Romy,12,w,1
Fritz,12,m,1
Julian,12,m,1
Luka,12,m,1
Till,12,m,1
Christian,12,m,2
David,12,m,2
Alina,11,w,1
Finja,11,w,1
Marie,11,w,1
Maya,11,w,1
Nele,11,w,1
Sofia,11,w,1
Adam,11,m,1
Adrian,11,m,1
Jonah,11,m,1
Joshua,11,m,1
Milo,11,m,1
Rafael,11,m,1
Valentin,11,m,1
Paul,11,m,2
Aurelia,10,w,1
Laura,10,w,1
Lotte,10,w,1
Olivia,10,w,1
Sarah,10,w,1
Tilda,10,w,1
Zoe,10,w,1
Linus,10,m,1
Lucas,10,m,1
Mateo,10,m,1
Mats,10,m,1
Matti,10,m,1
Louise,10,w,2
Luca,10,m,2
Michael,10,m,2
Frida,9,w,1
Frieda,9,w,1
Luise,9,w,1
Rosalie,9,w,1
Ruby,9,w,1
Valerie,9,w,1
Zoey,9,w,1
Aaron,9,m,1
Edgar,9,m,1
Enno,9,m,1
Jan,9,m,1
Martin,9,m,1
Niklas,9,m,1
Nils,9,m,1
Oscar,9,m,1
Raphael,9,m,1
Johanna,9,w,2
Sophia,9,w,2
Andreas,9,m,2
Noah,9,m,2
Otto,9,m,2
Valentin,9,m,2
Marie,9,w,3
Alice,8,w,1
Alva,8,w,1
Antonia,8,w,1
Elina,8,w,1
Elisabeth,8,w,1
Eva,8,w,1
Hailey,8,w,1
Malou,8,w,1
Matilda,8,w,1
Melina,8,w,1
Wilma,8,w,1
Bruno,8,m,1
Carl,8,m,1
Carlo,8,m,1
Charlie,8,m,1
Fabian,8,m,1
Friedrich,8,m,1
Konstantin,8,m,1
Vincent,8,m,1
Anna,8,w,2
Ida,8,w,2
Felix,8,m,2
Friedrich,8,m,2
Levi,8,m,2
Noel,8,m,2
Theodor,8,m,2
Cleo,7,w,1
Elena,7,w,1
Elise,7,w,1
Fiona,7,w,1
Flora,7,w,1
Jenny,7,w,1
Karlotta,7,w,1
Katharina,7,w,1
Lilith,7,w,1
Maria,7,w,1
Milla,7,w,1
Minna,7,w,1
Victoria,7,w,1
Ferdinand,7,m,1
Jakob,7,m,1
Jannis,7,m,1
Janosch,7,m,1
Jasper,7,m,1
Kalle,7,m,1
Levin,7,m,1
Ludwig,7,m,1
Mailo,7,m,1
Marlon,7,m,1
Matheo,7,m,1
Ole,7,m,1
Otto,7,m,1
Toni,7,m,1
Helene,7,w,2
Lotte,7,w,2
Mia,7,w,2
Rosa,7,w,2
Victoria,7,w,2
Henry,7,m,2
Anh,7,w,3
Ada,6,w,1
Amalia,6,w,1
Amelia,6,w,1
Amy,6,w,1
Anouk,6,w,1
Carlotta,6,w,1
Dalia,6,w,1
Linda,6,w,1
Louisa,6,w,1
Malea,6,w,1
Ronja,6,w,1
Stella,6,w,1
Thea,6,w,1
Theresa,6,w,1
Yuna,6,w,1
Ali,6,m,1
Andy,6,m,1
Arne,6,m,1
Bela,6,m,1
Emilian,6,m,1
Eric,6,m,1
Jona,6,m,1
Joris,6,m,1
Julius,6,m,1
Kevin,6,m,1
Kilian,6,m,1
Lennox,6,m,1
Luan,6,m,1
Malte,6,m,1
Rio,6,m,1
Sebastian,6,m,1
Thore,6,m,1
Elea,6,w,2
Elena,6,w,2
Elise,6,w,2
Ella,6,w,2
Fritzi,6,w,2
Isabella,6,w,2
Malia,6,w,2
Marlene,6,w,2
Rose,6,w,2
Sofia,6,w,2
August,6,m,2
Ben,6,m,2
Benjamin,6,m,2
Bruno,6,m,2
Jan,6,m,2
Joel,6,m,2
Johann,6,m,2
Johannes,6,m,2
Leon,6,m,2
Liam,6,m,2
Martin,6,m,2
Philipp,6,m,2
Thomas,6,m,2
Amina,5,w,1
Anni,5,w,1
Carla,5,w,1
Freya,5,w,1
Fritzi,5,w,1
Helene,5,w,1
Lana,5,w,1
Lilli,5,w,1
Linn,5,w,1
Liv,5,w,1
Liya,5,w,1
Madita,5,w,1
Marta,5,w,1
Martha,5,w,1
Miriam,5,w,1
Paulina,5,w,1
Pauline,5,w,1
Eddie,5,m,1
Emilio,5,m,1
Fiete,5,m,1
Franz,5,m,1
Frederik,5,m,1
Fynn,5,m,1
Gabriel,5,m,1
Hans,5,m,1
Hendrik,5,m,1
Hugo,5,m,1
Janne,5,m,1
Jaron,5,m,1
Johan,5,m,1
Johann,5,m,1
Johnny,5,m,1
Jonte,5,m,1
Kian,5,m,1
Leander,5,m,1
Lian,5,m,1
Lino,5,m,1
Mark,5,m,1
Nico,5,m,1
Oliver,5,m,1
Phil,5,m,1
Piet,5,m,1
Ragnar,5,m,1
Ryan,5,m,1
Wilhelm,5,m,1
Elisa,5,w,2
Hanna,5,w,2
Lina,5,w,2
Margarete,5,w,2
Pauline,5,w,2
Valentina,5,w,2
André,5,m,2
Arthur,5,m,2
Carl,5,m,2
Caspar,5,m,2
Daniel,5,m,2
Fiete,5,m,2
Fritz,5,m,2
Georg,5,m,2
Henri,5,m,2
Jakob,5,m,2
Leander,5,m,2
Leonard,5,m,2
Leopold,5,m,2
Louis,5,m,2
Maxim,5,m,2
Milo,5,m,2
Oskar,5,m,2
Sebastian,5,m,2
Wilhelm,5,m,2
Adriana,4,w,1
Alea,4,w,1
Aleksandra,4,w,1
Alicia,4,w,1
Amira,4,w,1
Cecilia,4,w,1
Eda,4,w,1
Edda,4,w,1
Eleni,4,w,1
Eleonora,4,w,1
Florentine,4,w,1
Grace,4,w,1
Greta,4,w,1
Heidi,4,w,1
Isabell,4,w,1
Jette,4,w,1
Juno,4,w,1
Karla,4,w,1
Kiara,4,w,1
Kira,4,w,1
Käthe,4,w,1
Lene,4,w,1
Lilia,4,w,1
Lucia,4,w,1
Malia,4,w,1
Malina,4,w,1
Marla,4,w,1
Milana,4,w,1
Rosa,4,w,1
Sara,4,w,1
Svea,4,w,1
Tilia,4,w,1
Tina,4,w,1
Zoé,4,w,1
Alex,4,m,1
Anthony,4,m,1
Aron,4,m,1
Artur,4,m,1
Elio,4,m,1
Elyas,4,m,1
Erwin,4,m,1
Frederick,4,m,1
Hannes,4,m,1
Harry,4,m,1
Hektor,4,m,1
Henning,4,m,1
Henrik,4,m,1
Ian,4,m,1
Ibrahim,4,m,1
Jaro,4,m,1
Juri,4,m,1
Kuno,4,m,1
Lasse,4,m,1
Leonardo,4,m,1
Lias,4,m,1
Mads,4,m,1
Malik,4,m,1
Mattis,4,m,1
Merlin,4,m,1
Michael,4,m,1
Nathan,4,m,1
Neo,4,m,1
Nick,4,m,1
Philipp,4,m,1
Quinn,4,m,1
Richard,4,m,1
Robin,4,m,1
Sam,4,m,1
Simon,4,m,1
Timo,4,m,1
William,4,m,1
Amelie,4,w,2
Carlotta,4,w,2
Elli,4,w,2
Eva,4,w,2
Freya,4,w,2
