vorname,anzahl,geschlecht,position
Noah,13,m,1
Lina,11,w,1
Emil,10,m,1
Paul,10,m,1
Sophie,10,w,2
Hanna,9,w,1
Mathilda,9,w,1
Elias,9,m,1
Leni,8,w,1
Maja,8,w,1
Finn,8,m,1
Henry,8,m,1
Levi,8,m,1
Theodor,8,m,1
Johanna,8,w,2
Marie,8,w,2
Paul,8,m,2
Luna,7,w,1
Merle,7,w,1
Charlotte,6,w,1
Clara,6,w,1
Emilia,6,w,1
Emily,6,w,1
Emma,6,w,1
Helena,6,w,1
Mila,6,w,1
Arthur,6,m,1
Jakob,6,m,1
Leon,6,m,1
Oskar,6,m,1
Maria,6,w,2
Ella,5,w,1
Fiona,5,w,1
Hannah,5,w,1
Ida,5,w,1
Lea,5,w,1
Leonie,5,w,1
Lia,5,w,1
Lisa,5,w,1
Mara,5,w,1
Mia,5,w,1
Nora,5,w,1
Sophie,5,w,1
Alexander,5,m,1
Anton,5,m,1
Bruno,5,m,1
Felix,5,m,1
Fritz,5,m,1
Lasse,5,m,1
Leo,5,m,1
Liam,5,m,1
Linus,5,m,1
Malte,5,m,1
Matteo,5,m,1
Tom,5,m,1
Charlotte,5,w,2
Emil,5,m,2
Maximilian,5,m,2
Samuel,5,m,2
Anna,4,w,1
Ava,4,w,1
Finja,4,w,1
Frida,4,w,1
Frieda,4,w,1
Isabella,4,w,1
Karlotta,4,w,1
Lara,4,w,1
Lilly,4,w,1
Lore,4,w,1
Malea,4,w,1
Marie,4,w,1
Mina,4,w,1
Mira,4,w,1
Nele,4,w,1
Olivia,4,w,1
Ronja,4,w,1
Aaron,4,m,1
Ayden,4,m,1
Carlo,4,m,1
Florian,4,m,1
Jona,4,m,1
Julius,4,m,1
Karl,4,m,1
Leander,4,m,1
Luca,4,m,1
Lukas,4,m,1
Luke,4,m,1
Mats,4,m,1
Maximilian,4,m,1
Moritz,4,m,1
Timo,4,m,1
Helene,4,w,2
Lou,4,w,2
Elias,4,m,2
Johann,4,m,2
Leonard,4,m,2
Levi,4,m,2
Liam,4,m,2
Noah,4,m,2
Amilia,3,w,1
Anastasia,3,w,1
Cleo,3,w,1
Elena,3,w,1
Ivy,3,w,1
Julia,3,w,1
Laura,3,w,1
Lena,3,w,1
Linnea,3,w,1
Livia,3,w,1
Lola,3,w,1
Maria,3,w,1
Marlene,3,w,1
Martha,3,w,1
Maya,3,w,1
Romy,3,w,1
Ruby,3,w,1
Sarah,3,w,1
Thea,3,w,1
Tilda,3,w,1
Valentina,3,w,1
Adam,3,m,1
Ben,3,m,1
Constantin,3,m,1
Emilio,3,m,1
Fiete,3,m,1
Hassan,3,m,1
Janosch,3,m,1
Jonas,3,m,1
Joris,3,m,1
Joshua,3,m,1
Kilian,3,m,1
Leonardo,3,m,1
Levin,3,m,1
Lucas,3,m,1
Mattis,3,m,1
Milan,3,m,1
Mohammad,3,m,1
Nils,3,m,1
Philipp,3,m,1
Simon,3,m,1
Theo,3,m,1
Till,3,m,1
Tim,3,m,1
Aurelia,3,w,2
Emily,3,w,2
Frida,3,w,2
Hanna,3,w,2
Lina,3,w,2
Luna,3,w,2
Rosa,3,w,2
Rose,3,w,2
Soleil,3,w,2
Alexander,3,m,2
Benjamin,3,m,2
Christopher,3,m,2
David,3,m,2
Fabian,3,m,2
Leano,3,m,2
Luca,3,m,2
Max,3,m,2
Oliver,3,m,3
Ada,2,w,1
Alana,2,w,1
Alicia,2,w,1
Alma,2,w,1
Alva,2,w,1
Amara,2,w,1
Amelie,2,w,1
Amina,2,w,1
Amira,2,w,1
Amélie,2,w,1
Carla,2,w,1
Ceyda,2,w,1
Elen,2,w,1
Eleyna,2,w,1
Elin,2,w,1
Elina,2,w,1
Elli,2,w,1
Enola,2,w,1
Eva,2,w,1
Evi,2,w,1
Flora,2,w,1
Grace,2,w,1
Hailey,2,w,1
Hana,2,w,1
Hilda,2,w,1
Jasmin,2,w,1
Josephine,2,w,1
June,2,w,1
Karina,2,w,1
Kira,2,w,1
Klara,2,w,1
Layan,2,w,1
Leah,2,w,1
Lejla,2,w,1
Lily,2,w,1
Liya,2,w,1
Lotta,2,w,1
Lucia,2,w,1
Luise,2,w,1
Lynn,2,w,1
Matilde,2,w,1
Melina,2,w,1
Miriam,2,w,1
Nina,2,w,1
Pia,2,w,1
Rory,2,w,1
Rosalie,2,w,1
Sara,2,w,1
Sare,2,w,1
Selma,2,w,1
Skadi,2,w,1
Tessa,2,w,1
Wilma,2,w,1
Yuna,2,w,1
Zainab,2,w,1
Zoe,2,w,1
Zoey,2,w,1
Adrian,2,m,1
Alfred,2,m,1
Ali,2,m,1
Benjamin,2,m,1
Dion,2,m,1
Egon,2,m,1
Erik,2,m,1
Fabian,2,m,1
Filip,2,m,1
Finnick,2,m,1
Frederik,2,m,1
Friedrich,2,m,1
Gabriel,2,m,1
James,2,m,1
Janne,2,m,1
Jascha,2,m,1
Jasper,2,m,1
Johann,2,m,1
Johannes,2,m,1
John,2,m,1
Jonah,2,m,1
Julian,2,m,1
Juri,2,m,1
Justus,2,m,1
Kasimir,2,m,1
Kenji,2,m,1
Keno,2,m,1
Konstantin,2,m,1
Kurt,2,m,1
Leni,2,m,1
Lennard,2,m,1
Lennox,2,m,1
Lio,2,m,1
Louis,2,m,1
Luis,2,m,1
Luka,2,m,1
Lukian,2,m,1
Matti,2,m,1
Max,2,m,1
Michel,2,m,1
Milo,2,m,1
Mio,2,m,1
Mustafa,2,m,1
Nelio,2,m,1
Neo,2,m,1
Nick,2,m,1
Olaf,2,m,1
Omar,2,m,1
Pepe,2,m,1
Piet,2,m,1
Raphael,2,m,1
Robert,2,m,1
Rudi,2,m,1
Sam,2,m,1
Tristan,2,m,1
Valentin,2,m,1
Willi,2,m,1
William,2,m,1
Yannick,2,m,1
Anna,2,w,2
Ava,2,w,2
Aylin,2,w,2
Clara,2,w,2
Coco,2,w,2
Denise,2,w,2
Elisa,2,w,2
Elizabeth,2,w,2
Ella,2,w,2
Elli,2,w,2
Ellis,2,w,2
Emilia,2,w,2
Eva,2,w,2
Hatun,2,w,2
Ida,2,w,2
Jade,2,w,2
Josephine,2,w,2
Lena,2,w,2
Lucia,2,w,2
Luise,2,w,2
Madita,2,w,2
Malia,2,w,2
Malou,2,w,2
Mara,2,w,2
Marleen,2,w,2
Rosalia,2,w,2
Ruby,2,w,2
Sofia,2,w,2
Sophia,2,w,2
Valentina,2,w,2
Victoria,2,w,2
Viktoria,2,w,2
Zoe,2,w,2
August,2,m,2
Bjarne,2,m,2
Bo,2,m,2
Christian,2,m,2
Daniel,2,m,2
Finn,2,m,2
Gia,2,m,2
James,2,m,2
Joel,2,m,2
Jonas,2,m,2
Jürgen,2,m,2
Karl,2,m,2
Leander,2,m,2
Leon,2,m,2
Lukas,2,m,2
Michael,2,m,2
Milan,2,m,2
Nael,2,m,2
Pepe,2,m,2
Richard,2,m,2
Rudi,2,m,2
Walter,2,m,2
Angelika,2,w,3
Bảo,2,m,3
Dieter,2,m,3
Jörg,2,m,3
Martin,2,m,3
Peter,2,m,3
